TRADE_NAME,LICENSE_DESCRIPTION,GISLINK,ADDRESS,PHONE
KIMBERLY FRIESEN REGISTERED MASSAGE THERAPY,REGISTERED MASSAGE THERAPIST LIC#007456,LMS3204,"101-7056 VEDDER RD, CHILLIWACK BC  V2R 1E3",604-798-0855
KINETIC SIGNS & AWNINGS LTD,SIGN MANUFACTURING,4446.08537,"5-8537 AITKEN RD, CHILLIWACK BC  V2R 3W8",604-819-7958
KING III SALES (SHOWER KING DBA),SALE & INSTALLATION OF HOUSEHOLD FIXTURES,4443.07906,"13-7906 ENTERPRISE DR, CHILLIWACK BC  V2R 5N8",
KING'S CERTIFIED MASTERS DRY CLEANERS,LAUNDRY & DRY CLEANING,4597.0902,"3-9020 YOUNG RD, CHILLIWACK BC  V2P 4R8",604-792-1307
KING'S MUSIC LIMITED,RETAIL MUSIC STORE,762.4545,"1-45450 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3P4",604-853-5996
KINGDOM PLUMBING AND HEATING LTD,PLUMBING & HEATING SERVICES - TQ # 00173-PL-19,,BUSINESS-NON RESIDENT,604-795-0220
KINGS CERTIFIED MASTER DRYCLEANERS,DRYCLEANING DEPOT,4565.09361,"9369 MARY ST, CHILLIWACK BC  V2P 4G9",604-795-4050
KINGS JEWELLERS INC,RETAIL JEWELLER,762.45585,"31-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-858-8831
KINKORA GOLF COURSE,GOLF COURSE / CAFE,664.4604,"46050 HIGGINSON RD, CHILLIWACK BC  V2R 2A9",604-858-8717
KINTEC FOOTLABS INC,RETAIL FOOTWEAR,LMS2073,"21-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",604-6354-3338
KIRKPATRICK'S INSPECTION AND REPAIR LTD,AUTOMOTIVE & EQUIPMENT REPAIR,4578.0842,"8420 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-793-9893
KIRPA ENTERPRISES LTD,GAS STATION / CONVENIENCE STORE,4613.081,"8100 YOUNG RD, CHILLIWACK BC  V2P 4N9",604-795-0829
"KIRSTIN PARASILITI, RMT",REGISTERED MASSAGE THERAPIST #8635,LMS4333,"2-45922 YALE RD, CHILLIWACK BC  V2P 2M3",604-793-4517
KITA SUSHI LTD,JAPANESE RESTAURANT,4569.07592,"208-7592 VEDDER RD, CHILLIWACK BC  V2R 5V9",
KITT EQUIPMENT LTD,SELL/RENT AND SERVICE FARM EQUIPMENT ONLY - RESTRICTED,701.41511,"41511 YALE RD, CHILLIWACK BC  V2R 4J3",604-856-4303
KIWANIS PLACE,34 RENTAL UNITS - NON-PROFIT SOCIETY - #128717493RR0001,4520.0776,"7760 LUCKAKUCK PL, CHILLIWACK BC  V2R 3C8",604-858-9198
KIWI ACCOUNTING SERVICES,ACCOUNTING SERVICES - OFFICE USE ONLY,530.46329,"46329 VALLEYVIEW RD, CHILLIWACK BC  V2R 5R9",
KIWI FORKLIFT INC,MOBILE FORKLIFT REPAIRS & SERVICE - OFFICE ONLY - NO ONSITE REPAIRS,4400.06085,"6085 LICKMAN RD, CHILLIWACK BC  V2R 4A9",604-858-9360
KIWI LIFT SERVICE INC,FORKLIFT/GENIE - MOBILE SERVICE & REPAIRS,4400.06085,"6085 LICKMAN RD, CHILLIWACK BC  V2R 4A9",604-793-5799
KJ PAINTING,INTERIOR PAINTING & DECORATING CONTRACTOR,BCS490,"217-51075 FALLS COURT, CHILLIWACK BC  V4Z 1K7",604-819-7342
KLAASSEN CONTRACTING (559939 BC LTD DBA),RESIDENTIAL CONSTRUCTION - OFFICE ONLY,4720.07825,"7825 PREST RD, CHILLIWACK BC  V2P 6H3",604-702-5699
KLAASSEN FARMS LTD (INC NO BC0781195),BLUEBERRY FARM - FARM PRODUCTS - CRAFTS & SEASONAL ITEMS,880.51211,"51211 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V0X 1X2",604-701-3002
KLASSEN MARKETING CO.,SOCIAL MEDIA AND DIGITAL MARKETING CONSULTING,BCS3476,"303-45530 MARKET WAY, CHILLIWACK BC  V2R 0M5",604-852-0695
KLAZINA'S MASSAGE AND EXERCISE CARE,PHYSIOTHERAPY / MASSAGE THERAPY,680.46432,"46432 STEVENSON RD, CHILLIWACK BC  V2R 4M2",778-684-5530
KLEBE PHOTOGRAPHY,PHOTOGRAPHY,598.47251,"47251 MACSWAN DRIVE, CHILLIWACK BC  V2R 0H2",604-702-8941
KLEIN GLASS & DOOR LTD,DOOR & GLASS ASSEMBLY & STORAGE FACILITY ONLY,4507.06485,"6485 EVANS RD, CHILLIWACK BC  V2R 1K8",604-316-6196
KLOHN CRIPPEN BERGER,GEOTECHNICAL ENGINEER,,BUSINESS-NON RESIDENT,604-251-8536
KLYN KITCHENS LTD,KITCHEN CABINETS - RENOVATIONS- CONTRACTOR - OFFICE,893.45886,"45870 ALEXANDER AVE, CHILLIWACK BC  V2P 1L5",
KMS TOOLS & EQUIPMENT,TOOL & EQUIPMENT SALES,200.45742,"45742 YALE RD, CHILLIWACK BC  V2P 2N4",604-625-5445
KNIGHT SIGNS (PACIFIC SIGN GROUP INC DBA),SIGN COMPANY,,BUSINESS-NON RESIDENT,604-940-2211
KNUTTS FOR PEST & WILDLIFE CONTROL,PEST AND WILDLIFE CONTROL,907.46649,"46649 BALSAM AVE, CHILLIWACK BC  V2P 6P6",604-997-3706
KO CUSTOM PAINTING,RESIDENTIAL PAINTING (INTERIOR AND EXTERIOR),BCS2157,"30-5648 PROMONTORY RD, CHILLIWACK BC  V2R 0E5",604-798-8771
KODIAK PROPANE DELIVERY LTD,OFFICE ONLY - PROPANE DELIVERY SERVICE,4246.0631,"6310 UNDERHILL DR, CHILLIWACK BC  V2R 4K7",604-823-6171
KONE INC,ELEVATOR/ESCALATOR MAINTENANCE,,BUSINESS-NON RESIDENT,604-777-5663
KOODO,RETAIL - TELECOMMUNICATIONS,762.45585,"303-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-858-8744
KPMG LLP,ACCOUNTING OFFICE,4565.09123,"200-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-793-4700
KRAFT CONSTRUCTION LTD,DECK CONSTRUCTION / BUILDING RENOVATIONS - OFFICE USE,4208.03305,"3305 ROBINSON RD, CHILLIWACK BC  V2R 5H1",604-615-0400
KRAHN PLUMBING & HEATING LTD,PLUMBING & HEATING - 02172-PL-05,800.47392,"47392 PRAIRIE CENTRAL RD, CHILLIWACK BC  V2P 6H3",604-392-2220
"KRISTIN HOLLOWAY, RMT",REGISTERED MASSAGE THERAPY,LMS4333,"2-45922 YALE RD, CHILLIWACK BC  V2P 2M3",604-996-4483
KRISTY HUIZENGA RMT,REGISTERED MASSAGE THERAPIST lic#8064,LMS2142,"104-8364 YOUNG RD, CHILLIWACK BC  V2P 4N9",604-316-6864
KRS BUSINESS SERVICES,ACCOUNTING - OFFICE ONLY,959.45435,"45435 WELLINGTON AVE, CHILLIWACK BC  V2R 1H3",604-795-7897
KUILER CONTRACTING LTD,GENERAL CONTRACTOR - OFFICE ONLY,4943.0992,"9920 GRIGG RD, CHILLIWACK BC  V2P 6H4",604-794-3373
KULWINDER MANDAIR HAIRDRESSING,MOBILE HAIRDRESSING SERVICES,,BUSINESS-NON RESIDENT,
KUSTOM KLEANING,CLEANING & JANITORIAL SERVICES - OFFICE ONLY,4567.0585,"5850 SHAWNIGAN DR, CHILLIWACK BC  V2R 0A8",604-316-6848
KY BOOKKEEPING,BOOKKEEPING SERVICES,982.46167,"100-46167 YALE RD, CHILLIWACK BC  V2P 2P2",
KYLE HUNTER CPA INC,PUBLIC PRACTICE ACCOUNTING FIRM,4533.07243,"7243 CIRCLE DR, CHILLIWACK BC  V2R 2S6",604-316-6630
L & D TRANSMISSION & AUTO REPAIR INC,AUTO REPAIR,200.45575,"104-45575 YALE RD, CHILLIWACK BC  V2P 4N1",604-392-2900
L. A. MACDONALD,LAWYER,4569.07107,"7105 VEDDER RD, CHILLIWACK BC  V2R 4G3",604-858-0642
L. TOOP & SONS,WELDING & MECHANICS,790.43915,"9-43915 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-793-4422
L.B.J. SERVICES LTD,JANITORIAL SERVICES,908.46184,"46184 THIRD AVE, CHILLIWACK BC  V2P 1R6",778-791-5891
L.J FALYS CGA,ACCOUNTING,4677.09722,"9722 WINDSOR ST, CHILLIWACK BC  V2P 6C2",604-792-3397
LA POUTINERIE,FOOD TRUCK - EVENTS ONLY,653.48704,"48704 ELK VIEW RD, CHILLIWACK BC  V4Z 1G9",604-847-3235
LACES FOOTWEAR CLOTHING,"RETAIL CLOTHING, FOOTWEAR AND ACCESSORIES",762.45585,"18-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-615-2200
LACEY DEVELOPMENTS LTD,CONTRACTOR,,BUSINESS-NON RESIDENT,604-826-2215
LADY FAIR BEAUTY SALON,HAIRDRESSING,4690.09671,"9671 MCNAUGHT RD, CHILLIWACK BC  V2P 6E9",604-795-5682
LADYBUG LANDSCAPING,LANDSCAPING/CONSTRUCTION/DESIGN - MOBILE SERVICES,4782.0609,"6090 ROSS RD, CHILLIWACK BC  V2R 4S6",
LAFARGE CANADA INC,PAVING CONTRACTORS,,BUSINESS-NON RESIDENT,604-521-8811
LAKE BOTTOM CIDER CORP,ON FARM CIDERY AND TASTING ROOM,4134.0449,"4490 BOUNDARY RD, CHILLIWACK BC  V2R 5J3",
LAKE BOTTOM CIDER CORP,FOOD TRUCK,4134.0449,"4490 BOUNDARY RD, CHILLIWACK BC  V2R 5J3",
LAKESIDE COURT,RENTAL APARTMENT (57 UNITS),NW2110,"CMPLX-45810 FIRST AVE, CHILLIWACK BC  V2P 7M3",604-980-9304
LAKESIDE PAINTING & DECORATING,PAINTING CONTRACTOR - OFFICE ONLY,5028.07932,"7932 BROOKWOOD PL, CHILLIWACK BC  V4Z 0A1",604-794-3789
LAKESIDE PIZZA & INDIAN CUISINE,TAKE OUT RESTAURANT,440.41909,"41909 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5E7",604-490-1111
LAMI CUTS INC,BARBER SHOP,780.45793,"106-45793 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5S3",604-705-0041
LANAI APARTMENTS,APARTMENT BUILDING (38 UNITS),4579.09462,"9462 COOK ST, CHILLIWACK BC  V2P 4J7",604-319-7900
LANCERS EDGE HEATING LTD,HVAC - MOBILE SERVICES,1024.46497,"46497 SEAHOLM CRES, CHILLIWACK BC  V2P 6K9",
LAND & SEA PLUMBING SYSTEMS LTD,PLUMBING CONTRACTOR  LIC #01012-PL-99,4533.07144,"7144 CIRCLE DR, CHILLIWACK BC  V2R 2S4",
"LANDRY WINKLES, RMT",REGISTERED MASSAGE THERAPIST - #9415,4569.07408,"101-7408 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-845-6570
LANG & COMPANY CGA,ACCOUNTING,481.43835,"43835 VEDDER MTN RD, CHILLIWACK BC  V2R 4C5",778-858-8029
LANGBROEK PAINTING & DECORATING INC,PAINTING & DECORATING - OFFICE ONLY,4522.06577,"6577 GREENMOUNT ST, CHILLIWACK BC  V2R 1T3",604-858-8059
LANGE INDUSTRIES LTD,FARM EQUIPMENT REPAIR - NON CONFORMING,800.49588,"49588 PRAIRIE CENTRAL RD, CHILLIWACK BC  V2P 6H3",604-794-3075
LANGLEY CONCRETE GROUP,PRECAST CONCRETE MANUFACTURER,756.41893,"41893 CANNOR RD, CHILLIWACK BC",604-533-1656
LARCO INDUSTRIES INC,ONLINE SHOPPING NATURAL HOT TUB PRODUCTS - NO SALES/CUSTOMERS TO PREMISES,4474.0576,"5760 MONTESINA PL, CHILLIWACK BC  V2R 3E1",604-846-5606
LASHES BY DANIELA B,MOBILE LASH EXTENSIONS,524.44766,"44766 ANGLERS BLVD, CHILLIWACK BC  V2X 0X7",604-7196-7510
LAST CALL BARTENDING SERVICES,MOBILE FREELANCE BARTENDING SERVICES,573.44534,"44534 MONTE VISTA DR, CHILLIWACK BC  V2R 5T2",604-997-6400
LAUGH AND LEARN CHILDREN CENTRE BRANCH,CHILDCARE - MAXIMUM CAPACITY 38,4560.05412,"5412 VEDDER RD, CHILLIWACK BC  V2R 3M4",604-824-8984
LAURIE SCHULZ COUNSELLING,COUNSELLING PRACTICE,4578.08451,"A-8451 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-795-6855
LAVERICK BOOKKEEPING,BOOKKEEPING BUSINESS,4495.05976,"5976 CAMBRIDGE ST, CHILLIWACK BC  V2R 2Y4",604-613-6513
LAWNPRO LANDSCAPES LTD,LAWN MAINTENANCE - OFFICE ONLY,4730.10862,"10862 MCSWEEN RD, CHILLIWACK BC  V2P 7Z7",604-793-5296
LC CRANES AND LOGISTICS INC.,CRANE TRUCK AND TRANSPORTATION,564.44547,"44547 MOORE AVE, CHILLIWACK BC  V2R 5K3",
LC'S ALTERATION SHOP,ALTERATIONS,982.46263,"101-46263 YALE RD, CHILLIWACK BC  V2P 2P5",
LD INDUSTRIAL,WELDING / FABRICATION & SANDBLASTING SHOP & EXCAVATION CONTRACTING,790.43915,"20-43915 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-798-7001
LEES ENTERPRISES,REPAIRS TO AGRICULTURAL EQUIPMENT - NON CONFORM,4260.07125,"7125 SUMAS PRAIRIE RD, CHILLIWACK BC  V2R 4K1",604-823-6195
LEGACY EXCAVATING LTD,EXCAVATING,LMS2815,"17-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-997-1950
LEGACY PACIFIC CONTRACTING LTD,BUILDING MAINTENANCE / CONSTRUCTION,4439.06333,"202-6333 UNSWORTH RD, CHILLIWACK BC  V2R 5M3",604-824-8733
LEGACY PACIFIC LAND CORPORATION,PROPERTY MANAGEMENT,4439.06333,"212-6333 UNSWORTH RD, CHILLIWACK BC  V2R 5M3",604-824-8733
LEGACY PACIFIC REALTY CORP.,RENTAL PROPERTY MANAGEMENT - OFFICE USE ONLY,4439.06333,"212-6333 UNSWORTH RD, CHILLIWACK BC  V2R 5M3",604-824-8733
LEGACY PACIFIC SECURITY LTD,SECURITY COMPANY SECURITY LIC B4559,4439.06333,"212-6333 UNSWORTH RD, CHILLIWACK BC  V2R 5M3",604-824-8733
LEGACY PLUMBING LTD,"PLUMBING LIC#00211-PL-10 / HEATING, RENOVATION, SERVICE/ REPAIR  - OFFICE ONLY",440.41772,"41772 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5G2",778-808-1100
LEGACY PRO CONTRACTORS INC.,CONSTRUCTION,LMS2815,"17-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-392-7481
LEHIGH MATERIALS A DIV OF LEHIGH HANSON MATERIALS LTD,SAND & GRAVEL SALES,,"SKWAY RD - LONG HOUSE, ",604-792-9078
LEICA AUTO & RV SALES LTD,RV & CAR SALES MDL#30832,788.44735,"44735 YALE RD, CHILLIWACK BC  V2R 4H3",604-537-5804
LEITHS HAULADAY TRAILER MOVING,"TRANSPORTING 5TH WHEEL TRAILERS, PULL BEHIND, VEHICLES AND SMALL EQUIPMENT",953.45601,"45601 PRINCESS AVE, CHILLIWACK BC  V2P 2B9",604-316-0249
LEMON & PINE CO,RESIDENTIAL & COMMERCIAL CLEANING & BOOKKEEPING,842.50929,"50929 FORD CREEK PL, CHILLIWACK BC  V4Z 1K5",604-316-5170
LEN'S BUILDING MAINTENANCE,BUILDING MAINTENANCE,730.45786,"103-45786 WEBB AVE, CHILLIWACK BC",604-724-4935
LEO’S LANDSCAPING LTD,LANDSCAPING - OFFICE ONLY,4800.0851,"8510 BANFORD RD, CHILLIWACK BC  V2P 6H3",604-792-2860
LES' CONCRETE,CONCRETE FINISHING - OFFICE USE ONLY,720.4827,"48270 MCGUIRE RD, CHILLIWACK BC  V4Z 1C7",604-991-3056
LESKUN & SON ACCOUNTING LTD,ACCOUNTING AND TAX OFFICE,200.45619,"202-45619 YALE RD, CHILLIWACK BC  V2P 2N1",604-302-6715
LEVEL FABRICATORS LTD,WELDING FABRICATOR CONTRACTOR - OFFICE USE ONLY,819.44088,"103-44088 PROGRESS WAY, CHILLIWACK BC  V2R 0L2",604-824-1505
LEVEL ZERO GAMES,BOARD AND CARD GAME STORE & COFFEE SHOP,982.46263,"204-46263 YALE RD, CHILLIWACK BC  V2P 2P5",604-799-8818
LEVITT SAFETY LTD,FIRE SAFETY EQUIPMENT - SUPPLY & MAINTENANCE,,BUSINESS-NON RESIDENT,800-661-5545
LEWIS PROJECTS,RENTAL ACCOMMODATION  (18 UNITS),NW1963,"CMPLX-45927 LEWIS AVE, CHILLIWACK BC  V2P 3C3",604-792-1122
LI'L DUFFERS FAMILY CHILD CARE,FAMILY DAYCARE - MAX 8 CHILDREN,4454.05633,"5633 SONOMA PL, CHILLIWACK BC  V2R 5K3",604-824-4693
LIBERTY TAX SERVICE,TAX PREPARATION & ACCOUNTING SERVICES,4597.09222,"9222 YOUNG RD, CHILLIWACK BC  V2P 4R2",604-293-1335
LIBERTY TAX SERVICES,Tax Preparation Services,762.45585,"45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-293-1335
LICKMAN FOOD & FUEL LTD,SERVICE STATION & GROCERY STORE,4400.08032,"8032 LICKMAN RD, CHILLIWACK BC  V2R 3Z9",604-795-5734
LICKMAN TRAVEL CENTRE INC (DBA) CANNABIS CONNECTION,CANNABIS RETAIL STORE,790.43971,"43971 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-795-3828
LICKMAN TRUCK & TRAILER (DBA) TRACTION HEAVY DUTY PARTS,WAREHOUSE AND PARTS STORE,790.43915,"14-43915 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-793-9660
LIDS #7720,RETAIL HAT SALES,762.45585,"37-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-824-8833
LIEU'S TRUCKING,GENERAL FREIGHT TRUCKING - OFFICE USE ONLY,LMS2815,"12-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-614-9274
LIFE STRATEGIES LTD,CAREER DEVELOPMENT CONSULTING/ TRAINING/ASSESSMENT/ COUNSELLING/ COACHING,1015.47502,"47502 CHARTWELL DR, CHILLIWACK BC  V2P 7Z6",604-856-2386
LIFELABS BC LP,"MEDICAL LABORATORY - ""on behalf of Squiala First Nations""",I.R.7,"608-8236 EAGLE LANDING PKY, CHILLIWACK BC",604-792-4607
LIFESTYLE HOME SERVICE,RESIDENTIAL AND COMMERCIAL JANITORIAL SERVICES,493.482,"48200 BRITESIDE RD, CHILLIWACK BC  V4Z 1H2",604-791-1941
LIFESTYLE MAINTENANCE INC,COMMERCIAL JANITORIAL SERVICES,,BUSINESS-NON RESIDENT,604-513-2266
LIFETOUCH CANADA INC,SCHOOL PHOTOGRAPHER,,BUSINESS-NON RESIDENT,204-272-2899
LIGHT & DAY PHOTOGRAPHY,PHOTO DISPLAY / FINE ART PRINTS - PHOTO EDITING - SALES - OFFICE ONLY,5120.0986,"9860 FORD RD, CHILLIWACK BC  V0X 1X0",
LIGHTING PATHWAYS COUNSELLING & HYPNOTHERAPY GROUP,"MENTAL HEALTH EDUCATION, NATURAL THERAPY & PROFESSIONAL REFERRAL",894.46329,"46329 CORA AVE, CHILLIWACK BC  V2P 7K9",604-795-7284
LIGHTNING OPTICAL CO LTD,TRADE COMPANY - OPTICAL SUPPLIES,4710.05745,"5745 TESKEY WAY, CHILLIWACK BC  V2R 4V8",
LIL SNIPPERS,DOG GROOMING,708.4587,"45870 SILVER AVE, CHILLIWACK BC  V2R 3T4",604-846-3647
LIME TREE CREATIVE,GRAPHIC DESIGN - OFFICE ONLY,977.45867,"45867 HENLEY AVE, CHILLIWACK BC  V2P 3J8",604-792-4464
LINDA HANNAH DRUMMOND ARTS,ARTIST - PAINTING DRAWING HAND MOLDED FLOWERS,BCS1808,"6-9315 WOODBINE ST, CHILLIWACK BC  V2P 5S9",604-792-1874
LINDA'S HAIR TODAY,HAIRDRESSING,4190.04648,"4648 NO 3 RD, CHILLIWACK BC  V2R 5E8",604-823-2185
LINDHOUT CONSTRUCTION LTD,CONSTRUCTION CONTRACTOR - OFFICE ONLY,5071.11134,"11134 GILL RD, CHILLIWACK BC  V0X 1X2",604-991-5507
LINDSAY FOREST PRODUCTS LTD,MANUFACTURE MACHINE PARTS,790.43813,"104-43813 INDUSTRIAL WAY, CHILLIWACK BC  V2R 4L2",604-792-1922
LIONS PARKING LTD,PARKING MANAGEMENT,739.45668,"3-45668 STOREY AVE, CHILLIWACK BC  V2R 3E4",604-846-0029
LISA GLOVER FLORAL DESIGN,FLORAL DESIGNER FOR WEDDINGS AND EVENTS,BCS1787,"28-5900 JINKERSON RD, CHILLIWACK BC  V2R 0B2",604-316-4882
"LISA MCMURRAY, RMT",REGISTERED MASSAGE THERAPIST LIC#06676 - MOBILE SERVICES,4569.07408,"101-7408 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-316-8224
LITTLE BEETLE,RESTAURANT,640.44489,"44489 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4B7",604-846-5528
LITTLE BLESSINGS EARLY LEARNING CENTRE,IN HOME MULTI AGE CHILD CARE FACILITY - MAXIMUM CAPACITY 8,901.46685,"46685 RAMONA DR, CHILLIWACK BC  V2P 8B4",604-845-9954
LITTLE CAESARS PIZZA (SARDIS FOODS DBA),PIZZA,600.458,"102-45800 PROMONTORY RD, CHILLIWACK BC  V2R 5Z5",604-824-1000
LITTLE CAESARS PIZZA (SARDIS FOODS),FAST FOOD PIZZA,200.45905,"3-45905 YALE RD, CHILLIWACK BC  V2P 2M6",604-703-1000
LITTLE FOOTSTEPS PRESCHOOL,PRESCHOOL FACILITY - NON-PROFIT #106915325RR0001 - MAXIMUM CAPACITY 98,919.4651,"46510 FIRST AVE, CHILLIWACK BC  V2P 1W9",604-792-0794
LITTLE MOUNTAIN CHILD CARE CENTER LTD,CHILD CARE CENTER - Maximum Capacity 67,4542.09601,"9601 HAMILTON ST, CHILLIWACK BC  V2P 7A5",
LITTLE MOUNTAIN KIDS CLUB,NON- PROFIT CHILD CARE - MAX 48 - 119307148 RR0001 / S-0032179,4683.099,"9900 CARLETON ST, CHILLIWACK BC  V2P 6E5",604-819-3370
LITTLE MOUNTAIN LIQUOR STORE,"BEER, WINE & LIQUOR STORE LIC#191073",4666.09701,"1-9701 MENZIES ST, CHILLIWACK BC  V2P 5Z6",604-792-4666
LITTLE MOUNTAIN SUSHI,JAPANESE SUSHI RESTAURANT,BCS2619,"102-46675 YALE RD, CHILLIWACK BC  V2P 2R8",778-319-7114
LITTLE MOUNTAIN VETERINARY CLINIC,VETERINARY CLINIC,982.46793,"46793 YALE RD, CHILLIWACK BC  V2P 2S5",604-792-2844
LITTLE PEEPS LEARNING CENTRE,CHILD CARE FACILITY - MAXIMUM CAPACITY - 8,664.45467,"45467 STEVENSON RD, CHILLIWACK BC  V2R 2Z6",604-798-7996
LITTLE STARS FAMILY CHILD CARE,FAMILY CHILD CARE - MAX 7,4543.0905,"9050 SUNSET DR, CHILLIWACK BC  V2P 3X9",604-792-1013
LITTLE STEPS CHILDCARE CENTRE,MULTIAGE LICENCED DAYCARE,4528.08776,"8776 BELLEVUE DR, CHILLIWACK BC  V2P 3W7",778-317-9445
LITTLE VALLEY 123 CHILDCARE CENTRE LTD,AFTER SCHOOL CARE,880.4919,"49190 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V2P 6H3",
LIVING WELL - GUARDIAN PHARMACY AND GIFT SHOP,PHARMACY & GIFT SHOP,LMS2073,"20-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",778-873-8779
LL COUNSELLING AND  CONSULTING,COUNSELLING,880.46642,"46642 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V2P 1K2",
LLT LLP,ACCOUNTING OFFICE,749.45515,"45515 KNIGHT RD, CHILLIWACK BC  V2R 5L2",604-858-4990
LOCK PHYSIOTHERAPIST CORPORATION,MOBILE - PHYSIOTHERAPIST - OFFICE ONLY,654.45244,"45244 MOUNTVIEW WAY, CHILLIWACK BC  V2R 1T3",
LOCK'S PRESCRIPTION PHARMACY LTD,RETAIL MERCHANT - PHARMACY,4580.09181,"9181 MAIN ST, CHILLIWACK BC  V2P 4M9",604-795-9488
LOGAN MANOR,RENTAL APARTMENTS (33 UNITS),4558.09259,"9259 EDWARD ST, CHILLIWACK BC  V2P 4C5",604-838-3300
LOGAN PLACE,RENTAL APARTMENT -  36 UNITS,4558.09245,"9245 EDWARD ST, CHILLIWACK BC  V2P 4C5",604-838-3300
LOGAN'S HOME & YARD MAINTENANCE,YARD MAINTENANCE SERVICES - OFFICE USE ONLY,4677.09385,"9385 WINDSOR ST, CHILLIWACK BC  V2P 6C5",604-793-8677
LOGIC SYSTEMS,COMPUTER CONSULTANT/TECHNICIAN - OFFICE ONLY,901.46668,"46668 RAMONA DR, CHILLIWACK BC  V2P 8B4",604-793-7933
LOLA SYSTEMS LIMITED,COMPUTER CONSULTING SERVICE AND SOFTWARE SUPPORT,738.45778,"202-45778 GAETZ ST, CHILLIWACK BC  V2R 4E5",855-766-5463
LONDON DRUGS LTD,RETAIL DRUGSTORE,762.45585,"21-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-858-9347
LONETRACK PARTS & SERVICE INC,HEAVY EQUIPMENT REPAIR FOR THE AGGREGATE INDUSTRY & CONCRETE FINISHING EQUIPMENT,764.42255,"42255 ARNOLD RD, CHILLIWACK BC  V2R 4H8",604-856-7278
LONG & MCQUADE LIMITED,RETAIL SALES MUSICAL INSTRUMENTS,905.4586,"45870 CHEAM AVE, CHILLIWACK BC  V2P 1N6",604-858-2996
LONZO CREEK TRUCKING,TRUCK TRANSPORTING,4190.0446,"4460 NO 3 RD, CHILLIWACK BC  V2R 5E8",604-701-1277
LOOKIELOO.NET SALES & PURCHASES LTD,"INTERNET SALES - EMAIL MAIL BOXES, VOICE OVER IP - OFFICE ONLY",4668.05349,"5349 GOLDSPRING PL, CHILLIWACK BC  V2R 3W6",604-791-8647
LOOSE CABOOSE,RESTAURANT,4597.0895,"104-8950 YOUNG RD, CHILLIWACK BC  V2P 7X9",604-793-4900
LORAX MECHANICAL,PLUMBING CONTRACTOR - OFFICE ONLY lic#02535 PL 07,4612.08475,"8475 HILTON DR, CHILLIWACK BC  V2P 4Y2",604-819-5238
LORDCO AUTO PARTS,AUTO PARTS,200.45771,"45771 YALE RD, CHILLIWACK BC  V2P 2N5",604-467-1581
LORDCO PARTS LTD,RETAIL  AUTO PARTS,4571.05933,"5933 VEDDER RD, CHILLIWACK BC",604-858-2200
LORICA EQUIPMENT,TEXTILE MANUFACTURING - HIGH PERFORMANCE APPAREL AND TECHNICAL EQUIPMENT,788.44467,"44467 YALE RD, CHILLIWACK BC  V2R 4H2",604-392-2295
LORNA CRAIG,HOME & BUILDING MAINTENANCE,BCS1411,"16-9232 WOODBINE ST, CHILLIWACK BC  V2P 5S8",
LORNE OSS CPA,ACCOUNTING,1028.46635,"46635 ELLIOTT AVE, CHILLIWACK BC  V2P 7S7",604-792-1313
LOTTERY BOOTH,LOTTERY KIOSK,200.4602,"46020 YALE RD, CHILLIWACK BC  V2P 7V2",604-792-2912
LOUIE'S AUTOMOTIVE REPAIR SERVICES,AUTOMOTIVE REPAIR SERVICES,788.44322,"2-44322 YALE RD, CHILLIWACK BC  V2R 4H1",
LOVE & CARE HOME HEALTH SERVICES INC,HOME SUPPORT AGENCY,,BUSINESS-NON RESIDENT,778-682-2273
LOWER MAINLAND BIODIESEL WASTE & COOKING OIL RECYCLING INC,REFINING BIODIESEL FROM USED COOKING OIL,,BUSINESS-NON RESIDENT,778-298-5500
