X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13641862.88,6286223.493,3579,160914,WILLOUGHBY DOG WALKING,,24444,36 AVE,"24444 36 AVE 
LANGLEY BC  V2Z 1J2",160914,,604-765-2657,OFFICE DOG WALKING AND MOBILE PETSITTING,4,ANIMALS/FISH,DOG WALKIN,DOG WALKING,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,,,0,0,1,49.06691728,-122.5469393
,,3580,136578,VENTURA ENTERPRISES INC,,,OUT OF TOWN,"2715 NAPIER ST 
VANCOUVER BC  V5K 2W9",136578,,604-649-5296,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,,
-13632896.88,6290856.441,3581,145825,PAC COAST HEAVY WRENCHING,,5052,272 ST,"5052 272 ST 
LANGLEY BC  V4W 1S3",145825,Gloucester,604-888-8489,MOBILE MAINTENANCE & REPAIR OF COMMERCIAL VEHICLES,92,VEHICULAR,REPAIRS,REPAIRS,811119,Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Automotive mechanical & electrical r&m / Other automotive mechanical & electrical r&m,,,,0,0,3,49.09417727,-122.4663963
-13653713.01,6296676.596,3582,156375,J-TEC HOMES LTD,,20542,69A AVE,"20542 69A AVE 
LANGLEY   V2Y 0W4",156375,Willoughby,604-329-4586,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,49.12840152,-122.6533909
-13655626.7,6285540.123,3583,114251,PULSECHECK FIRST AID,,3350,199A ST,"3350 199A ST 
LANGLEY BC  V3A 4T9",114251,Brookswood / Fernridge,604-786-0093,OFFICE FOR RED CROSS FIRST AID AND CPR TRAINING,84,TEACHER,TUTOR,TUTOR,611710,Educational services / Educational services / Educational support services / Educational support services / Educational support services,,,,0,0,1,49.0628951,-122.6705818
-13655019.82,6304810.112,3584,156149,DR SARAH SCHREINER,114,9525,201 ST,"114-9525 201 ST 
LANGLEY BC  V1M 4A5",148262,Northwest Langley,604-499-3977,CHIROPRACTOR,65,PROFESSIONALS,CHIRO,CHIROPRACTOR,621310,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Offices of chiropractors / Offices of chiropractors,,,,0,1,0,49.17618948,-122.6651301
-13656483.21,6296456.129,3585,139417,ABP,,6841,196B ST,"6841 196B ST 
LANGLEY BC  V2Y 3H2",139417,Willoughby,778-988-3266,BUILDING SURVEYING COMPANY,23,CONTRACTOR - MISC,SURVEYOR,SURVEYOR,541370,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Surveying & mapping (exc. geophysical) serv. / Surveying & mapping (exc. geophysical) serv.",,,,0,0,1,49.12710554,-122.678276
,,3586,136578,REDDALE CONSTRUCTION (JERICHO) LTD,,,OUT OF TOWN,"105 3550 MT LEHMAN RD 
ABBOTSFORD BC  V4X 2M9",136578,,604-850-9680,GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,,,,,
-13655109.54,6302163.986,3587,150159,DLP ELECTRICAL LTD,200,8661,201 ST,"200-8661 201 ST 
LANGLEY BC  V2Y 0G9",148252,Willoughby,604-315-9665,ELECTRICAL SERVICES,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,,,0,0,5,49.16064739,-122.6659361
,,3588,136578,SIDHU PLUMBING & HEATING LTD,,,OUT OF TOWN,"6762 151A  AVE 
SURREY BC  V3S 9G9",136578,,604-722-0251,PLUMBING & HEATING CONTRACTOR,21,CONTRACTOR,PLB & HTG,PLUMBING AND HEATING,,,,97,,0,1,2,,
-13656340.19,6296519.832,3589,139495,ARDOR CONSULTING,,19693,68A AVE,"19693 68A AVE 
LANGLEY BC  V2Y 3H1",139495,Willoughby,778-847-4277,CLINICAL PLANNING & CONSULTING FOR MENTAL HEALTH & SUBSTANCE USE,20,CONSULTING,MISC,MISCELLANEOUS,541612,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv / Management consulting services / Human resources consulting services",,,,0,0,1,49.12748001,-122.6769912
-13634019.22,6284937.643,3590,112028,LUKE WELCH ILLUSTRATION,62,26970,32 AVE,"62-26970 32 AVE 
LANGLEY BC  V4W 3T3",112028,Aldergrove,778-549-6692,ART ILLUSTRATION AND GRAPHIC DESIGN,57,NON - PROFESSIONAL,GRAPHICS,GRAPHICS,541430,"Professional, scientific & technical services / Professional, scientific & technical services / Specialized design services / Graphic design services / Graphic design services",,,,0,0,1,49.05934876,-122.4764785
-13633466.12,6281181.835,3591,111677,RAFTER D REINERS INC,,27188,20 AVE,"27188 20 AVE 
LANGLEY BC  V4W 2P1",111677,,604-996-6773,HOBBY KENNEL,48,KENNELS,1,NOT USED,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,,,0,0,1,49.03723545,-122.4715099
,,3592,136578,EMKOR CONSTRUCTION LTD,,,OUT OF TOWN,"310 14200 RIVERPORT WAY 
RICHMOND BC  V6X 1B3",136578,,778-712-0808,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,1,0,1,,
-13654882.61,6304485.496,3593,152584,STEFAN KURSCHAT COUNSELLING,321,9440,202 ST,"321-9440 202 ST 
LANGLEY BC  V1M 4A6",126074,Walnut Grove,604-308-1225,COUNSELLING PRACTICE,65,PROFESSIONALS,COUNSEL,COUNSELLING,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,0,0,1,49.1742831,-122.6638975
-13650509.85,6277154.497,3594,163558,HIGHMARK TOWING,,626,216 ST,"626 216 ST 
LANGLEY BC  V2Z 1R6",163558,,604-309-8089,OFFICE FOR TOW TRUCK OPERATOR,86,TOWING COMPANIES,TOWING,TOWING,488410,Transportation & warehousing / Support activities for transportation / Support activities for road transportation / Motor vehicle towing / Motor vehicle towing,,,,0,0,1,49.01351252,-122.6246163
,,3595,136578,ONE POP FILMS INC,,,OUT OF TOWN,"5595 ROY ST 
BURNABY BC  V5A 3A3",136578,,604-657-1926,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,0,0,,
-13652345.5,6300656.51,3596,146724,FAMILY WOODWORKING LANGLEY,17,8250,209B ST,"17-8250 209B ST 
LANGLEY BC  V2Y 0J7",146724,Willoughby,604-657-9951,OFFICE FOR WOOD FURNITURE & ACCESSORY SALES,54,MANUFACTURERS,FURNITURE,FURNITURE,337126,Manufacturing / Furniture & related product mfg. / Household & inst. furniture & cabinet mfg. / Household & institutional furniture mfg. / All other household furniture mfg.,,,,0,0,1,49.15179101,-122.6411063
-13635247.33,6292149.91,3597,154566,BRADNER COLD STORAGE LTD,102,26596,GLOUCESTER WAY,"101 102-26596 GLOUCESTER WAY 
LANGLEY BC  V4W 3S8",148776,Gloucester,604-856-3221 ext 103,THIRD PARTY WAREHOUSING & DISTRIBUTION OF FOOD STORAGE,95,WAREHOUSE AND STORAGE,1,NOT USED,493120,Transportation & warehousing / Warehousing & storage / Warehousing & storage / Refrigerated warehousing & storage / Refrigerated warehousing & storage,,,,0,0,10,49.1017853,-122.4875108
-13645510.21,6303470.66,3598,111134,SU CASA SPA & LASER,4A,9124,GLOVER RD,"4A-9124 GLOVER RD 
LANGLEY BC  V1M 1A0",111134,Fort Langley,604-807-5257,"MANICURES, PEDICURES, FACIALS, MASSAGE, WAXING & LASER HAIR REMOVAL",60,PERSONAL SERVICES,HAIR REMOV,HAIR REMOVAL,812115,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Beauty salons,,317,,0,2,3,49.16832279,-122.5797038
,,3599,136578,AURORA TG 16 (VAN) INC,,,OUT OF TOWN,"701 2400 BOUNDARY RD 
BURNABY BC  V5M 2Z3",136578,,604-628-3090,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,0,10,,
-13656295.33,6295886.382,3600,127247,DRIEGEN FRAMING,,6664,197 ST,"19923 52A AVE 
LANGLEY BC  V3A 6T2",127247,Willoughby,604-220-7936,FRAMING & FORMS CONTRACTOR,21,CONTRACTOR,FRAMING,FRAMING,238130,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Framing contractors / Framing contractors",,236,,0,0,2,49.12375621,-122.6765882
,,3601,136578,T M CREST INVESTMENTS LTD,,,OUT OF TOWN,"16484 HIGH PARK AVE 
SURREY BC  V3Z 0M1",136578,,778-881-0564,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,23611,Construction / Construction of buildings / Residential building construction / Residential building construction,,,,0,0,1,,
-13653937.92,6287656.98,3602,114614,PERLE LEGACY HOMES,,4039,205A ST,"4039 205A ST 
LANGLEY BC  V3A 2A4",114614,Brookswood / Fernridge,604-319-7653,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,2,49.07535343,-122.6554112
-13649330.21,6289544.109,3603,108558,WILLS SEPTIC SERVICE,,4640,220 ST,"4640 220 ST 
LANGLEY BC  V3A 8E2",108558,Murrayville,778-888-1672,SEPTIC TANK SERVICE AND INSTALLATION,21,CONTRACTOR,SAN SEWER,SANITARY SEWER,562210,"Admin., support, waste mgmt & remed. services / Waste management & remediation services / Waste treatment & disposal / Waste treatment & disposal / Waste treatment & disposal",,9,,1,0,2,49.08645711,-122.6140194
-13650339.02,6302492.94,3604,139852,GOLDEN MOUNTAIN VENTURES ELECTRICAL AND MAINTENANCE,24,21661,88 AVE,"24-21661 88 AVE 
LANGLEY BC  V1M 4E6",139852,Walnut Grove,604-850-4648,ELECTRICAL AND MAINTENANCE CONTRACTOR,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,,,0,0,1,49.16257978,-122.6230817
-13654769.62,6295862.375,3605,154981,JAMES RUSSELL PAINT SERVICES,D209,20211,66 AVE,"D209-20211 66 AVE 
LANGLEY BC  V2Y 0L4",154981,Willowbrook,778-710-0550,OFFICE FOR RESIDENTIAL & COMMERCIAL PAINTING SERVICES,21,CONTRACTOR,PAINTING,PAINTING,238320,Construction / Specialty trade contractors / Building finishing contractors / Painting & wall covering contractors / Painting & wall covering contractors,,,,0,1,1,49.12361508,-122.6628825
-13653485.61,6305482.578,3606,117037,RBL INNOVATIONS LTD,,9751,206 ST,"9751 206 ST 
LANGLEY BC  V1M 2H5",117037,Northwest Langley,604-613-8253,OFFICE FOR SECURITY CONSULTING SERVICES,79,SECURITY SYSTEMS,CONSULTANT,CONSULTANT,561621,"Admin., support, waste mgmt & remed. services / Administrative & support services / Investigation & security services / Security systems services / Security systems services (exc. locksmiths)",,,,0,1,0,49.18013844,-122.6513481
-13654601.22,6296960.914,3607,136228,DAUM CONSTRUCTION,,20212,70A AVE,"20212 70A AVE 
LANGLEY BC  V2Y 2Y1",136228,Willoughby,778-386-8806,OFFICE FOR FINISHING CARPENTER,21,CONTRACTOR,FIN CARP,FINISHING CARPENTER,238390,Construction / Specialty trade contractors / Building finishing contractors / Other building finishing contractors / Other building finishing contractors,,,,0,0,1,49.13007279,-122.6613697
,,3608,136578,PARADIGM PLUMBING HEATING & GAS,,,OUT OF TOWN,"423 1485 PARKWAY BLVD 
COQUITLAM BC  V3E 3E6",136578,,778-227-8017,"PLUMBING REPAIRS, RENOVATIONS & DRAIN CLEANING",21,CONTRACTOR,PLG/HTG/G,"PLUMBING, HEATING AND GAS",238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,,,0,0,1,,
-13653992.39,6300176.849,3609,156093,BKP COUNSELLING & CONSULTING,46,8050,204 ST,"46-8050 204 ST 
LANGLEY   V2Y 0X1",156093,Willoughby,604-706-2544,ONLINE CLINICAL COUNSELLING FOR INDIVIDUALS & COUPLES,65,PROFESSIONALS,COUNSEL,COUNSELLING,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,0,0,1,49.14897268,-122.6559005
-13650199.56,6302898.127,3610,136328,CHOWDOGGO,,21690,89 AVE,"21690 89 AVE 
LANGLEY BC  V1M 4C6",136328,Walnut Grove,778-996-2720,OFFICE FOR HOMEMADE DOG FOOD,4,ANIMALS/FISH,PET ACCESS,PET ACCESSORIES,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,,,0,0,1,49.16495988,-122.6218289
-13632540.73,6285039.087,3611,112823,YISC CONSTRUCTION,90,27456,32 AVE,"90-27456 32 AVE 
LANGLEY BC  V4W 3P3",112823,Aldergrove,604-855-6590,SIDING CONSTRUCTION,21,CONTRACTOR,SIDING,SIDING,238170,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Siding contractors / Siding contractors",,,,0,0,1,49.0599459,-122.463197
-13646587.69,6298807.637,3612,110677,ARAUJO DESIGN INC,,22910,76A AVE,"22910 76A AVE 
LANGLEY BC  V1M 2J5",110677,,604-379-1458,ARCHITECTURAL FILMS INSTALLATIONS,65,PROFESSIONALS,ARCHITECT,ARCHITECT,541310,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services / Architectural services / Architectural services",,,,0,0,2,49.14092678,-122.589383
,,3613,136578,RASAN CONSTRUCTION LTD,,,OUT OF TOWN,"14067 66 AVE 
SURREY BC  V3W 2B2",136578,,604-617-8097,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,1,0,1,,
,,3614,136578,RAIN OR SHINE PRODUCTIONS INC,,,OUT OF TOWN,"8 3888 N FRASER WAY 
BURNABY BC  V5J 5H6",136578,,604-431-6655,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,0,0,,
-13645360.54,6303383.602,3615,111179,TINYKITTENS SOCIETY,,9108,CHURCH ST,"9108 CHURCH ST 
LANGLEY BC  V1M 2S2",111179,Fort Langley,604-655-0455,OFFICE FOR A NON-PROFIT CAT RESCUE,39,HOME ACCESSORY USE,,,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,,,0,0,1,49.16781144,-122.5783593
,,3616,136578,SLUMBER PRODUCTIONS INC,,,OUT OF TOWN,"2484 RENFEW ST 
VANCOUVER BC  V5M 3K2",136578,,604-215-1656,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,100,0,,
,,3617,136578,REXLER HOMES & CONSTRUCTION LTD,,,OUT OF TOWN,"12273 72 AVE 
SURREY BC  V3W 2M4",136578,,604-760-9454,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,0,1,,
-13648785.03,6290002.407,3618,117651,THE IUD WOMEN'S CLINIC,,22190,48 AVE,"101 22190 48 AVE 
LANGLEY BC  V3A 3N5",117651,Murrayville,604-546-2190,MEDICAL CLINIC,65,PROFESSIONALS,PHYSICIANS,PHYSICIAN,622111,Health care & social assistance / Hospitals / General medical hospitals / General medical hospitals / General (exc. paediatric) hospitals,,,,0,0,1,49.08915331,-122.609122
,,3619,136578,RICOH CANADA INC,,,OUT OF TOWN,"100 4621 CANADA WAY 
BURNABY BC  V5G 4X8",136578,,604-293-9725,"SALES OF OFFICE EQUIPMENT, SERVICES & SOFTWARE",72,REPAIR SERVICES,EQUIPMENT,EQUIPMENT,418210,Wholesale trade / Miscellaneous wholesaler-distributors / Paper & disposable plastic product whl. / Stationery & office supplies whl. / Stationery & office supplies whl.,,,,0,0,1,,
,,3620,136578,DREAMGATE HOMES LTD,,,OUT OF TOWN,"16252 60 AVE 
SURREY BC  V3S 1S4",136578,,604-537-9047,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,,,0,1,2,,
,,3621,136578,VESA CONTRACTING,,,OUT OF TOWN,"106 3846 CARRINGTON CRT 
BURNABY BC  V3N 4H9",136578,,604-715-1077,APPLIANCE INSTALLATIONS,21,CONTRACTOR,AP REPAIR,APPLIANCE REPAIR,414220,Wholesale trade / Personal & household goods whl. / Home entertainment equip & hhld appliance whl. / Household appliance whl. / Household appliance whl.,,,,0,3,1,,
,,3622,136578,ISHER DEVELOPMENTS LTD,,,OUT OF TOWN,"5761 167A ST 
SURREY BC  V3S 9T3",136578,,778-855-7140,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,97,,0,0,1,,
-13655019.82,6304810.112,3623,156149,MELISSA COOMBS RMT,114,9525,201 ST,"114-9525 201 ST 
LANGLEY BC  V1M 4A5",148262,Northwest Langley,604-371-4771,REGISTERED MASSAGE THERAPIST,65,PROFESSIONALS,MASSAGE,MASSAGE THERAPIST,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,0,0,1,49.17618948,-122.6651301
-13652031.64,6304003.823,3624,105827,JAY ABAR,,21050,93 AVE,"21050 93 AVE 
LANGLEY BC  V1M 2B2",105827,Walnut Grove,604-861-5579,PLUMBING & HEATING CONTRACTOR,21,CONTRACTOR,PLB & HTG,PLUMBING AND HEATING,238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,,,0,0,1,49.17145423,-122.6382868
,,3625,136578,CUSTOM POOL & SPA,,,OUT OF TOWN,"12 406 BRANDYLMYR GATE 
PRINCETON BC  V0X 1W0",136578,,1-250-438-0103,SWIMMING POOL CONTRACTOR,23,CONTRACTOR - MISC,POOL,POOL,238990,Construction / Specialty trade contractors / Other specialty trade contractors / All other specialty trade contractors / All other specialty trade contractors,,,,0,0,1,,
,,3626,136578,LAST BRIDE PRODUCTIONS (VAN) INC,,,OUT OF TOWN,"1950 FRANKLIN ST 
VANCOUVER BC  V5L 1R2",136578,,604-257-4720,MOTION PICTURE PRODUCTION,31,FILMS,FILMS,FILMS,512110,Information & cultural industries / Motion picture & sound recording industries / Motion picture & video industries / Motion picture & video production / Motion picture & video production,,,,0,0,60,,
