LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
6438,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MAJOR MUFFLER,AUTO MECHANIC,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,155,KINGSTON ST,2515
4481,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,C.F.I . STEEL LTD,STRUCTURAL & STEEL FABRICATING,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,401,1ST AVE,2516
70907,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AK STEEL DETAILING LTD,STEEL DETAILING,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,401,1ST AVE,2517
79504,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TO THE TOP SIDING LTD,Construction,"CONTRACTOR, TRADE - SIDING",355,399,2ND AVE,2518
79270,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TRENCH BREWING & DISTILLING INC,Brewery & Distillery Inc,LIQUOR PRIMARY ESTABLISHMENT - LIQUOR PRIMARY ESTABLISHMENT,355,399,2ND AVE,2519
77933,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BIGSTEELBOX CORPORTATION,mobile storage,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,5472,HARTWAY DR,2520
72145,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TEDDY BEAR JUNCTION,Daycare.,Community Care Facility,,5963,FERGUSON LAKE RD,2521
12592,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CAPRICMW INSURANCE SERVICES LTD,Insurance Office,COMMERCIAL OFFICE - INSURANCE,670,690,VICTORIA ST,2522
79005,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BETTER HOME DECORATION AND GIFT LTD,Home decorations and gifts,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,670,690,VICTORIA ST,2523
2514,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GURNEY HOUSE OF VISION LTD,OPTICIAN,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,670,690,VICTORIA ST,2524
80758,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"DR. KATHERINE CHERMESNOK, OPTOMETRIST",Optometrist,MEDICAL OR DENTAL OFFICE - OPTOMETRIST,670,690,VICTORIA ST,2525
74384,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NEZUL BE HUNUYEH CHILD & FAMILY SERVICES SOCIETY,child & family services agency,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,1490,1444,9TH AVE,2526
80471,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR LAWN CARE,Residential Snow Removal & Lawn Care,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",1791,1757,NICHOLSON ST S,2527
79892,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FACC FIRE AND CONTENTS CLEANING INC.,Warehouse & Content Storage,WAREHOUSING - WAREHOUSING,1791,1757,NICHOLSON ST S,2528
74716,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COLOR COMPASS CORPORATION,WHOLESALE < 500 SQ. M.,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,1791,1757,NICHOLSON ST S,2529
79688,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG IRON THERAPY ATHLETICS,fitness gym,COMMERCIAL SERVICE > 100 SQ. M. - FITNESS / GYM / DANCE,1791,1757,NICHOLSON ST S,2530
78836,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,N.I. NORTHERN CAPITAL JUDO CLUB,Martial Arts Club - Judo,COMMERCIAL SERVICE > 100 SQ. M. - FITNESS / GYM / DANCE,1791,1757,NICHOLSON ST S,2531
68466,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CARPET SUPERSTORES,RETAIL/FLOORING COMPANY,BUILDING OR GARDEN SUPPLIES - BUILDING & GARDEN,1791,1757,NICHOLSON ST S,2532
78264,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RIDGELINE ROOFING INC,commercial and residential roofing,"CONTRACTOR, TRADE - ROOFING",2197,2173,OGILVIE ST S,2533
79164,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HOME SCOPE DECOR,Retail store,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,2197,2173,OGILVIE ST S,2534
7416,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,G B  GLASS EXPRESS,AUTO GLASS REPLACEMENT,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,462,CENTRAL ST E,2535
70246,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GLASS GUY,AUTO GLASS,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,462,CENTRAL ST E,2536
78996,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HAPPY TAILS CANINE ADVENTURES,"instructor of Canine First Aid, dog walking",HOME BUSINESS - HOME BUSINESS - OTHER,,409,HARPER ST,2537
36365,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LOOMIS EXPRESS,COURIER DEPOT,TRUCK OR RAIL TERMINAL - TRUCK OR RAIL TERMINAL,,3851,22ND AVE,2538
63751,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WESCO DISTRIBUTION CANADA LP,WHOLESALE > 500 SQ. M.,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,2223,NICHOLSON ST S,2539
69638,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SISTO ENTERPRISES LTD,RESIDENTIAL BUILDING RENTAL,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,478,EWERT ST,2540
8186,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BECOTT ENTERPRISES LTD,Dental Mechanic,MEDICAL OR DENTAL OFFICE - DENTAL MECHANIC,1230,1222,5TH AVE,2541
79851,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KELLY'S ADMIN/PARALEGAL SERVICES,sole proprietorship - freelance paralegal,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,440,BRUNSWICK ST,2542
72066,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"KEN REPSTOCK, LAW CORPORATION",Lawyer's office,COMMERCIAL OFFICE - LAWYER,,440,BRUNSWICK ST,2543
77242,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DAN M MARCOTTE LAW CORPORATION,Law Firm,COMMERCIAL OFFICE - LAWYER,,440,BRUNSWICK ST,2544
75454,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KWP FAMILY LAW,Law Practice,COMMERCIAL OFFICE - LAWYER,,440,BRUNSWICK ST,2545
78473,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE NICHE 5TH AVE,"Boutique, women's clother, accessories, furniture, home decor",COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1378,5TH AVE,2546
72989,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,M. HAWKE AND ASSOCIATES NOTARIES PUBLIC,Notary Public,COMMERCIAL OFFICE - NOTARY PUBLIC,,1378,5TH AVE,2547
80752,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WHIDDEN LAW CORPORATION,Commercial lawyer's office,COMMERCIAL OFFICE - LAWYER,,1378,5TH AVE,2548
72567,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"TRINITY UNITED, DOWNTOWN",HALL RENTAL,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1448,5TH AVE,2549
5256,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MONTESSORI CHILD CARE CENTRE,daycare,Community Care Facility,,1448,5TH AVE,2550
74493,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KNIGHTS INN,Motel,MOTEL - MOTEL,,650,DOMINION ST,2551
8512,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHWEST ENERGY IMPROVEMENTS LTD,RENOVATIONS  door and window,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",1668,1646,NICHOLSON ST S,2552
72176,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,S & S ENTERPRISES LTD,Rental,BUILDING RENTAL - INDUSTRIAL,1668,1646,NICHOLSON ST S,2553
1747,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CLOVERDALE PAINT INC,INDUSTRIAL COATINGS,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,1668,1646,NICHOLSON ST S,2554
68731,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CIMO MEDITERRANEAN GRILL LTD,RESTAURANT,RESTAURANT - RESTAURANT,,601,VICTORIA ST,2555
2586,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CFDC OF FRASER FORT GEORGE,SMALL BUSINESS DEVELOPMENT,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,1564,1566,7TH AVE,2556
8142,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HOME BUILDING CENTRE,SUPPLIES,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,,1501,CENTRAL ST W,2557
1930,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TONY REBELO,BUILDING RENTAL,BUILDING RENTAL - INDUSTRIAL,1975,1967,OGILVIE ST S,2558
69574,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GOLDEN FLOORING ACCESSORIES PS LTD,Wholesale - Flooring Supplies,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,1975,1967,OGILVIE ST S,2559
79125,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUGAR NAILS & LASH BAR,"Training for lash extensions & Nails, lash extension and waxing salon.",COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,1975,1967,OGILVIE ST S,2560
79302,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,B.C. AIR FILTER LTD,Distribution and manufacturer of air filters,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,1975,1967,OGILVIE ST S,2561
75186,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NEW-LINE HOSE & FITTINGS,Industrial Hose and Fitting Sales & Services  3566 Massey dr,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE > 100 SQ. M.,,3485,22ND AVE,2562
2501,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE FUEL INJECTION LTD,FUEL INJECTION,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,3521,OPIE CRES,2563
80735,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRECISION GUIDE MACHINERY & REPAIR LTD,"Manufacturing, machine shop & fabrication & machine sales",INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,3521,OPIE CRES,2564
78962,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DEBUG'EM PEST SOLUTIONS LTD,pest control,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE < 100 SQ. M.,457,473,3RD AVE,2565
80837,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LIZ'S BOOKKEEPING SERVICES,Bookkeeping & tax services,COMMERCIAL OFFICE - ACCOUNTANT,457,473,3RD AVE,2566
70066,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A-TECH PERFORMANCE TRANSMISSIONS LTD.,AUTOMOBILE TRANSMISSION REPAIR AND GENERAL REPAIRS,TRUCK REPAIR - TRUCK REPAIR,457,473,3RD AVE,2567
80341,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CECOM DISTRIBUTING,Website Sales,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,729,4TH AVE,2568
79064,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STEELGRID CONSTRUCTION,Industrial Construction,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,729,4TH AVE,2569
13126,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR COMMUNICATIONS LTD,COMMUNICATION EQUIPMENT,"Animal Shelter, Brewery & Distillery (Minor), Consulting, Scientific and Technical, Feet Service, Log Storage, Custom Indoor Manufacturing, Railway, Recylcing Centre (Minor & Intermediate), Retail General of only Bus/Office supplies, Service (Household repari/Industrial Support), Utility (Major & Minor), Auction (Major & Minor), Contractor Service (Major & Minor), Equipment sales (Major & Minor), Greenhouse and Plant Nursery, Manufacturing/Retail, Transportation Depot, Truck or Rail Terminal (Minor), Warehousing & Storage, Wholesale",,3663,OPIE CRES,2570
70147,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TAD RADIO OF CANADA INC,WHOLESALE DISTRIBUTION OF RADIO PARTS,"Animal Shelter, Brewery & Distillery (Minor), Consulting, Scientific and Technical, Feet Service, Log Storage, Custom Indoor Manufacturing, Railway, Recylcing Centre (Minor & Intermediate), Retail General of only Bus/Office supplies, Service (Household repari/Industrial Support), Utility (Major & Minor), Auction (Major & Minor), Contractor Service (Major & Minor), Equipment sales (Major & Minor), Greenhouse and Plant Nursery, Manufacturing/Retail, Transportation Depot, Truck or Rail Terminal (Minor), Warehousing & Storage, Wholesale",,3663,OPIE CRES,2571
76625,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OSPIKA A & L HOLDINGS,industrial rental,BUILDING RENTAL - INDUSTRIAL,3532,3524,MASSEY DR,2572
79058,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BENCHMARK AUTOMOTIVE SERVICES INC,Automotive Repair Facility,CAR SALES OR SERVICE - CAR SALES OR SERVICE,3532,3524,MASSEY DR,2573
2114,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WEST FRASER ELECTRO/MECHANICAL LTD,REWINDING ELECTRICAL EQUIPMENT,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,3937,3925,22ND AVE,2574
2189,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPEEDY GLASS & VANFAX,located at 2316 Ospika Blvd,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,2346,2316,OSPIKA BLVD S,2575
53042,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RUSKIN INVESTMENTS LTD,BUILDING RENTAL,BUILDING RENTAL - INDUSTRIAL,2346,2316,OSPIKA BLVD S,2576
81581,2021/08/20 07:00:00+00,2021/12/31 08:00:00+00,JAGIR_KAUR_CREATION,selling jewellery online,HOME BUSINESS 1 - Craft,,2000,CENTRAL ST E,2577
78207,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CAMELOT RESTAURANT,100 Seat Restaurant,RESTAURANT - RESTAURANT,,1600,CENTRAL ST E,2578
48370,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE INDUSTRIAL LINEN SUPPLY LTD,INDUSTRIAL CLOTHING,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,7,2135,QUINN ST S,2579
81534,2021/07/09 07:00:00+00,2021/12/31 08:00:00+00,"JASMINE'S HAIR AND SKIN CARE, NAILS & ELECTROLYSIS",Hair and Skin Care,HOME BUSINESS 2,,4484,OTWAY RD,2580
72166,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TINKER TOTS DAYCARE,daycare,Community Care Facility,,230,ANDERSON ST,2581
74981,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,IN YOUR VASE FLOWERS,flower shop,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,4166,4194,15TH AVE,2582
6506,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FOOTHILLS FOODS,CONVENIENCE STORE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,4166,4194,15TH AVE,2583
4007,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STARLANE ENTERPRISE LTD.,COMMERCIAL,BUILDING RENTAL - COMMERCIAL,4166,4194,15TH AVE,2584
81026,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ARNICA COUNSELLING INC.,Counselling Centre,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,4166,4194,15TH AVE,2585
80416,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LIQUOR WAREHOUSE FOOTHILLS,Liquor retail,LIQUOR PRIMARY ESTABLISHMENT - LIQUOR PRIMARY ESTABLISHMENT,4166,4194,15TH AVE,2586
79555,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OPTIMUM HOME CARE INC,Home Health Care,HOME BUSINESS - HOME BUSINESS - OTHER,,593,OTTER CRES,2587
74854,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE ORDERLY MAID,Housekeeping Business,HOME BUSINESS - HOME BUSINESS - OTHER,,4275,PUNCHAW CRES,2588
78986,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LOCAL RENTAL SOLUTIONS,Equipment Rentals & Sales,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,2180,ROBERTSON RD,2589
4616,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ACME PARKING LOT MAINTENANCE LTD,"LINE PAINTING, SNOW REMOVAL","CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR - OTHER",1972,1960,ROBERTSON RD,2590
72386,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ENGLISH BROTHERS CONSTRUCTION,Residential Carpentry Renovations and Contracting.  Home is office only.,"HOME BUSINESS, CONTRACTOR TRADE - CARPENTRY - RENOVATIONS",,1253,BABINE CRES,2591
71095,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"FRIENDSHIP GARDEN FAMILY DAYCARE, THE",day care,Community Care Facility,,4150,MORGAN CRES,2592
79884,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG DESIGNS,Social media marketing,HOME BUSINESS - HOME BUSINESS - OTHER,,121,KELLY ST S,2593
70071,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AFFINITY BENEFIT CONSULTANTS,"INSURANCE, GROUP BENEFITS, FINANCIAL PLANNING",HOME BUSINESS - CONSULTING,,1088,NELSON CRES,2594
77220,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"PETRIW & CO / PETRIW, MARIE",Accountant,HOME BUSINESS - HOME BUSINESS,,958,OCHAKWIN CRES,2595
6564,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CURRENTS WEST CONTRACTING,ELECTRICAL CONTRACTOR,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,4145,GUEST CRES,2596
81524,2021/07/06 07:00:00+00,2021/12/31 08:00:00+00,AVALON SOUND MUSIC SERVICES,Mobile DJ Service,HOME BUSINESS 2,,232,QUINN ST N,2597
80570,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STYLE BY DESIGN,Staging & decorating,HOME BUSINESS - HOME BUSINESS - OTHER,,885,WARREN AVE,2598
81382,2021/04/22 07:00:00+00,2021/12/31 08:00:00+00,PERSONAL QUEST TRAINING & MEDITATION SERVICES,Home office meditations and training,HOME BUSINESS 1 - Craft,,3942,ENEMARK CRES,2599
75352,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LARIAH'S LITTLE LEARNERS CHILDCARE,daycare home,Community Care Facility,,4110,CAMPBELL AVE,2600
71484,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ONE BORING DUDE,"LINE BORING, HEAVY EQUIPMENT - OFFICE ONLY","HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,2314,OLDS ST,2601
80980,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BBBS AFTER SCHOOL CARE CENTRE - SPRUCELAND,Before & After School Care,Community Care Facility,,3805,RAINBOW DR,2602
81391,2021/04/27 07:00:00+00,2021/12/31 08:00:00+00,BC CANNABIS STORE,Non-Medical Retail Cannabis Sales,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",795,555,CENTRAL ST W,2603
80648,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOLLARAMA #609,Retail,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,795,555,CENTRAL ST W,2604
3816,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VISIONS ONE HOUR OPTICAL LTD,COMMERCIAL RETAIL < 1000 sq. m.,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,795,555,CENTRAL ST W,2605
78654,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GREAT WHITE TOYS - COMICS - GAMES,Commercial Retail,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,795,555,CENTRAL ST W,2606
78103,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ROCKY MOUNTAIN CHOCOLATE FACTORY,Confectionary,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,795,555,CENTRAL ST W,2607
3278,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NAUROTH & ASSOCIATES INSURANCE BROKERS LTD,INSURANCE BROKER,COMMERCIAL OFFICE - ENGINEER,795,555,CENTRAL ST W,2608
68945,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STARBUCKS CORPORATION LICENSE SERVICES #4419,SELLING COFFEE AND RELATED PRODUCTS 643 Central ST W,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,795,555,CENTRAL ST W,2609
79650,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DAE ENTERPRISES / O/A THE CHOPPED LEAF,"Healthy fresh fast casual restaurant serving soups, salads and wraps",COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,795,555,CENTRAL ST W,2610
79316,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAMILY DENTAL CARE - SPRUCELAND,Medical or Dental Office - Dentist,MEDICAL OR DENTAL OFFICE - DENTIST,795,555,CENTRAL ST W,2611
7692,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BANK OF NOVA SCOTIA,bank,Banks and other Financial Institutions.,795,555,CENTRAL ST W,2612
37895,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MARK'S WORK WEARHOUSE LTD,MEN'S & LADIES CLOTHING & ACCESORIES - 699 Central St West,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,795,555,CENTRAL ST W,2613
44497,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SAVE-ON-FOODS LIMITED PARTNERSHIP,RETAIL - GROCERY and Sip Wines  555 Central ST W,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,795,555,CENTRAL ST W,2614
81020,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SHOPPERS DRUG MART #210 CJ JONKER PHARMACY INC. (CORNELIA JONKER),Retail Pharmacy,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,795,555,CENTRAL ST W,2615
70672,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LITTLE CAESAR'S,take out pizza restaurant - no seating,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,795,555,CENTRAL ST W,2616
68836,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,QUIZNO'S CLASSIC SUBS,SUB SHOP,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,795,555,CENTRAL ST W,2617
75144,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FIRST CHOICE HAIRCUTTERS,hair salon @ 639 Central st,COMMERCIAL SERVICE < 100 SQ. M. - BARBER / HAIR SALON,795,555,CENTRAL ST W,2618
79315,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAMILY PG HEALTH SERVICES,Medical or Dental Office,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,795,555,CENTRAL ST W,2619
72172,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPRUCELAND SHOPPING CENTRE,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,795,555,CENTRAL ST W,2620
79961,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ICE PAINTING LTD,"Industrial, commercial, expert painting","CONTRACTOR, TRADE - PAINTING",795,555,CENTRAL ST W,2621
11786,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADIAN IMPERIAL BANK OF COMMERCE,BANK 783 Central ST W,Banks and other Financial Institutions.,795,555,CENTRAL ST W,2622
78479,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OMINECA FOREST RESOURCE SERVICES LTD,forest consulting Professional services office only,HOME BUSINESS - CONSULTING,,2571,MINOTTI DR,2623
29360,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TILBURY CEMENT LIMITED,TRIMAC PICKUPS THE PRODUCTS FROM WAREHOUSE TO DEL FOR TILBURY.CUSTOMERS..,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,,7050,OTWAY RD,2624
79939,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,REYNOLDS TAX TIME LTD,Tax Preparation,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,1758,CENTRAL ST E,2625
78058,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BLH HOLDINGS,apartment,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,1758,CENTRAL ST E,2626
77381,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NAKIB CONSTRUCTION LTD,"HOME BUSINESS, CONTRACTOR TRADE","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,2609,BERNARD RD,2627
79652,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BOROCAN,Home craft,HOME CRAFT - HOME CRAFT,,1306,EWERT ST,2628
75902,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FOUR RIVERS CO-OPERATIVE,cardlock - Petroleum,BULK STORAGE OR DISTRIBUTION - BULK STORAGE OR DISTRIBUTION,,5520,HARTWAY DR,2629
8472,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BON VOYAGE MOTOR INN LTD,MOTEL,MOTEL - MOTEL,4366,4222,HIGHWAY 16 W,2630
71309,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BON VOYAGE MOTOR INN,COMMERCIAL OFFICE,COMMERCIAL OFFICE - PROPERTY MANAGEMENT,4366,4222,HIGHWAY 16 W,2631
79009,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ZANDRA ROSS COACHING & CONSULTING,Virtual and In-Person (post-Covid) coaching and facilitation of meetings and workshops,HOME BUSINESS - CONSULTING,,5389,LESLIE RD,2632
