OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE,geometry,lon,lat,BusinessDescription
1946,00434761,,23338,FISHERMAN RD,V2W 1B9,JIFFY JOHN RENTALS LTD,HOME & INDUSTRY SERVICES,GARBAGE/RUBBISH/SANITATION SERVICE,2021-12-10,COMMERCIAL,,604 465 5017,Work,,,POINT (-122.57563491249417 49.18994647554365),-122.57563491249417,49.18994647554365,GROUP HOME RESIDENCE/SERVICES FOR ADULTS LIVING WITH MENTAL AND/OR PHYSICAL DISABILITIES (123RD HOME
1947,00433723,,12920,ALOUETTE RD,V4R 1R8,C B'S LANDSCAPE CONTRACTING,CONTRACTORS,LANDSCAPING,2021-12-30,HOME BASED,,778 846 6622,Work,,,POINT (-122.53917969202564 49.23674931164553),-122.53917969202564,49.23674931164553,CONVENIENCE STORE
1948,00434667,,22266,DEWDNEY TRUNK RD,V2X 3H9,CAPRI ITALIAN BAKERY & BISTRO,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-06,COMMERCIAL,,604 467 1711,Work,,,POINT (-122.60537189209721 49.220189854169305),-122.60537189209721,49.220189854169305,PERSONAL TRAINING
1949,00434118,2,22374,LOUGHEED HWY,V2X 2T5,MANION & ASSOCIATES FINANCIAL SERVICES LTD.,FINANCIAL & INSTITUTIONAL SERVICES,FINANCIAL PLANNER CONSULTANT,2021-12-06,COMMERCIAL,,604 463 6060,Work,,,POINT (-122.60204191967529 49.21660085634277),-122.60204191967529,49.21660085634277,"COMMUNITY SUPPORT SERVICES (THE CLUB, ALISIA'S WISH, FAMILY PLACE & ADMIN OFFICES)"
1950,00435242,8,11455,201A ST,V2X 0Y3,JOTT INDUSTRIES LTD,MANUFACTURING,FURNITURE,2021-12-23,COMMERCIAL,,604 460 0807,Work,,,POINT (-122.6639032876851 49.210553377857444),-122.6639032876851,49.210553377857444,CHILDCARE (MODULAR BUILDING MAX OCCUPANCY = 30)
1951,00433107,,13191,240 ST,V4R 0A5,GMG HOMES LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2021-12-16,HOME BASED,,604 930 3085,Work,,,POINT (-122.55784592197425 49.24168500647573),-122.55784592197425,49.24168500647573,RESTAURANT/CAFE
1952,00433204,,21689,MOUNTAINVIEW CRES,V2X 3T9,HEPPNER WOODCRAFT,CONTRACTORS,FINISH CARPENTRY,2022-01-21,HOME BASED,,604 690 5552,Work,,,POINT (-122.62075096017345 49.22377074276704),-122.62075096017345,49.22377074276704,"EXTERIORS, INSTALL SIDING, SOFFITS, WINDOWS & GUTTERS"
1953,00435270,1,20121,115A AVE,V2X 0Z3,THERMIKA SYSTEMS INC,MANUFACTURING,COMPUTER/ELECTRONIC,2021-12-08,COMMERCIAL,,604 464 3133,Work,,,POINT (-122.66461601991308 49.21231186073314),-122.66461601991308,49.21231186073314,NUTRITIONIST
1954,00435445,,13165,236 ST,V4R 2S5,WILDPLAY LTD,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",OUTDOOR RECREATION,2021-12-20,COMMERCIAL,,888 668 7874,Work,,,POINT (-122.56898416361021 49.24001706224394),-122.56898416361021,49.24001706224394,CONSTRUCTION & RENOVATION
1955,00435175,,23740,RIVER RD,V2W 1B7,PACIFIC COAST CEDAR PRODUCTS LTD,MANUFACTURING,"SAWMILL, SHAKE & SHINGLE",2021-12-23,COMMERCIAL,,604 467 6988,Work,,,POINT (-122.56420439284109 49.18405665356359),-122.56420439284109,49.18405665356359,SITE PREPARATION
1956,00440363,300,22420,DEWDNEY TRUNK RD,V2X 8H7,CHRIS' HOME WASH,HOME & INDUSTRY SERVICES,HANDYMAN,2022-01-29,COMMERCIAL,,778 230 4535,Work,,,POINT (-122.60080799697191 49.21998759255013),-122.60080799697191,49.21998759255013,PHARMACY (GROCERY STORE LICENCE #1000042)
1957,00436137,,22773,DEWDNEY TRUNK RD,V2X 3K4,ANTHONY'S FINE CLEANERS,CLOTHING & LAUNDRY SERVICE,DRY CLEANING,2021-12-08,COMMERCIAL,,604 463 9430,Work,,,,,,CCFA LICENCED SPECIALIZED RESIDENTIALCOMMUNITY LIVING
1958,00436399,,11772,252 ST,V4R 1E9,LIVINGWELL,EDUCATION & INSTRUCTION,UNCLASSIFIED EDUCATION & INSTRUCTION,2021-12-30,HOME BASED,,604 277 0753,Work,,,POINT (-122.52130410723386 49.21649813995245),-122.52130410723386,49.21649813995245,INSURANCE AND FINANCIAL SERVICES
1959,00435611,,20832,LOUGHEED HWY,V2X 2R3,HAMMOND JEWELLERY,RETAIL,JEWELLERY,2021-12-06,COMMERCIAL,,604 467 6861,Work,,,POINT (-122.64416071419129 49.21754045619206),-122.64416071419129,49.21754045619206,GROUP CHILD CARE AFTERSCHOOL PROGRAM
1960,00434707,,25494,98 AVE,V2W 1K6,BERNIE'S FLOWERS,HOMECRAFT,FLORAL,2021-12-07,HOME BASED,,604 462 1198,Work,,,POINT (-122.51689945361764 49.179354026254934),-122.51689945361764,49.179354026254934,RESTAURANT
1961,00459584,,22728,127 AVE,V2X 2Z4,TIDALWOOD WELLNESS LTD,PERSONAL SERVICES,SPA SERVICES,2022-02-14,HOME BASED,www.tidalwoodwellness.com,778 288 6208,Work,,,POINT (-122.59290201255139 49.232520039203635),-122.59290201255139,49.232520039203635,PEDIATRIC MEDICAL PRACTICE
1962,00434672,105,20130,LOUGHEED HWY,V2X 2P7,PANAGO,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-13,COMMERCIAL,,604 460 6810,Work,,,POINT (-122.66220440494402 49.21999154894912),-122.66220440494402,49.21999154894912,CIVIL CONSTRUCTION & LANDSCAPING
1963,00433599,,23712,106 AVE,V2W 1B4,MCARTHUR & SON EXCAVATING,CONTRACTORS,SITE PREPARATION,2022-01-20,HOME BASED,,604 880 3315,Work,,,POINT (-122.56398542371946 49.19611593384795),-122.56398542371946,49.19611593384795,STAIR BUILDER & INTERIOR FINISHER
1964,00433218,,12313,FULTON ST,V2X 6L4,FENCE FORMERS,CONTRACTORS,FENCING,2022-02-10,HOME BASED,,778 384 5052,Work,,,POINT (-122.59185018980389 49.22612597879301),-122.59185018980389,49.22612597879301,DUMP TRUCK
1966,00435551,,10072,247B ST,,DECCAA ENTERPRISES INC / O/A PROLINE SPORTS PHOTOGRAPHY & VIBRANT PHOTOS,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,2022-02-11,HOME BASED,,604 380 3388,Work,,,POINT (-122.53520417701948 49.18543073014678),-122.53520417701948,49.18543073014678,ELECTRICAL CONTRATOR
1967,00434267,C,11948,227 ST,V2X 6J3,CENTER POINT MASSAGE THERAPY,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2021-12-03,COMMERCIAL,,604 466 1225,Work,,,POINT (-122.59354928042522 49.21945742066656),-122.59354928042522,49.21945742066656,SAWMILL
1968,00436171,76,11757,236 ST,V4R 2E4,RIDGE CONTROL SYSTEMS,COMPUTER & TECHNOLOGY SERVICES,SOFTWARE DEVELOPMENT,2021-12-03,HOME BASED,,778 855 2031,Work,,,POINT (-122.56913101866398 49.21650137469971),-122.56913101866398,49.21650137469971,PORTABLE RENTALS
1970,00459673,104,22638,119 AVE,,HEALTHY NUT JUICE BAR & CAFE,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2022-01-18,COMMERCIAL,,604 364 3311,Work,,,POINT (-122.59510300324071 49.21858855872083),-122.59510300324071,49.21858855872083,LANDSCAPE CONTRACTOR
1971,00459642,,10337,240A ST,,AGIBA CLEANING SERVICES LTD,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,,HOME BASED,,778 861 5426,Work,,,POINT (-122.5559213407177 49.190147510058715),-122.5559213407177,49.190147510058715,"WHOLESALE/RETAIL BAKERY, CAFE"
1973,00458963,300,22420,DEWDNEY TRUNK RD,V2X 8H7,"FOSTER ACUPUNCTURE / DANI FOSTER R.TCMP, R.AC",PROFESSIONAL SERVICES,ACUPUNCTURE,2022-02-10,COMMERCIAL,fosteracupuncture.com,604 880 2044,Work,,,POINT (-122.60080799697191 49.21998759255013),-122.60080799697191,49.21998759255013,INVESTMENT ADVICE
1974,00432079,,28203,LOUGHEED HWY,V2W 1L1,RUSKIN NURSERY,AGRICULTURE,NURSERY,2021-12-21,HOME BASED,,604 462 7366,Work,,,POINT (-122.44054898064482 49.17497857294892),-122.44054898064482,49.17497857294892,RESTAURANT SEATING MANUFACTURE
1975,00434695,,21624,MANOR AVE,V2X 7L6,DEREK SCOTT PERSONAL CHEF,FOOD & BEVERAGE SERVICES,CATERER,2021-12-30,HOME BASED,,604 619 3818,Work,,,POINT (-122.62179878554448 49.227261520590226),-122.62179878554448,49.227261520590226,CONTRACTOR
1976,00436158,,20500,114B AVE,V2X 9Y8,BRIGGS COMPUTER SERVICES LTD,COMPUTER & TECHNOLOGY SERVICES,COMPUTER & ELECTRONIC REPAIR,2021-12-21,HOME BASED,,604 465 6115,Work,,,POINT (-122.65364426078322 49.21111397024396),-122.65364426078322,49.21111397024396,FINISH CARPENTER
1977,00436356,,22334,SELKIRK AVE,V2X 2X5,POSABILITIES ASSOCIATION OF BRITISH COLUMBIA DBA POSABILITIES,COMMUNITY GROUPS,CIVIC/SOCIAL ORGANIZATIONS,2021-11-17,COMMERCIAL,,604 619 7484,Work,,,POINT (-122.60355637380529 49.21749676594242),-122.60355637380529,49.21749676594242,MANUFACTURING OF INDUSTRIAL METAL HEATING PARTS AND ELECTRONIC CONTROLS
1978,00435272,,23370,MCKAY AVE,V2W 1B9,PROMIX CONCRETE LTD,MANUFACTURING,CONCRETE,2021-12-08,COMMERCIAL,,604 492 0299,Work,,,POINT (-122.57357636057867 49.1909119172095),-122.57357636057867,49.1909119172095,OUTDOOR RECREATION
1979,00443795,,21810,128 AVE,V2X 4P5,TUBSTERS LITTLE DUNKERS,FOOD & BEVERAGE SERVICES,MOBILE FOOD VENDOR,,HOME BASED,,604 463 5527,Work,,,POINT (-122.61672322173885 49.23328836137606),-122.61672322173885,49.23328836137606,SHAKE & SHINGLE MILL
1980,00434584,70,11282,COTTONWOOD DR,V2X 8W8,STEADFAST JANITORS,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,2021-12-30,HOME BASED,,604 463 4472,Work,,,,,,HANDYMAN SERVICES
1981,00459210,,11724,209 ST,V2X 7S7,ULTIMATE CARE NEST FAMILY CHILD CARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2021-12-24,HOME BASED,,604 812 2482,Work,,,POINT (-122.6418427227661 49.2150629381465),-122.6418427227661,49.2150629381465,DRY CLEANING
1982,00434790,,12304,GARIBALDI ST,V2W 1N2,DOLPHIN SPAS AND SUPPLIES,HOME & INDUSTRY SERVICES,POOL MAINTENANCE,2021-12-08,HOME BASED,,604 462 8852,Work,,,POINT (-122.45846037682823 49.225313848502395),-122.45846037682823,49.225313848502395,COOKING DEMONSTRATIONS - NO FOOD CONSUMPTION
1983,00434188,,24009,DEWDNEY TRUNK RD,V4R 1W5,CARDTRONICS CANADA LTD,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,2022-02-11,COMMERCIAL,,800 786 9666,Work,,,POINT (-122.55625321416201 49.22071324453729),-122.55625321416201,49.22071324453729,LAW FIRM
1984,00432423,403,14301,256 ST,,0842412 BC LTD DBA DEAN'S MILKMAN DAIRY,WHOLESALE & DISTRIBUTION,FOOD & BEVERAGE,2022-02-07,COMMERCIAL,,604 406 6660,Work,,,,,,"RETAIL JEWELLERY, WATCH SALES & SERVICES"
1985,00433648,110,20285,STEWART CRES,V2X 8G1,APPLIED COATING AND RESTORATION INC,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,2021-12-30,COMMERCIAL,,604 968 4526,Work,,,POINT (-122.66070156277638 49.210366867218596),-122.66070156277638,49.210366867218596,SILK FLOWER CRAFTS
1986,00448309,,11850,STEPHENS ST,V2X 6S3,MASTERKEY SHOW PRODUCTIONS,ARTS & ENTERTAINMENT SERVICES,ENTERTAINER/PERFORMER/PRODUCER,2022-02-16,HOME BASED,masterkeyproductions.com,604 897 4414,Work,,,POINT (-122.58105019753172 49.217768332364024),-122.58105019753172,49.217768332364024,HYPNOTHERAPY AND BIO-ENERGY HEALING
1987,00459346,,26533,127 AVE,V2W 1C6,ARIANNA MAE STUDIOS,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,2021-12-23,HOME BASED,ARIANNAMAESTUDIOS.COM,647 270 3395,Work,,,POINT (-122.48668151334287 49.2338854975386),-122.48668151334287,49.2338854975386,PIZZA DELIVERY/TAKE OUT
1989,00434762,,12815,WILLOW PL,V2W 1N5,PARKVIEW LANDSCAPING LTD,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,2021-12-14,HOME BASED,,604 462 0833,Work,,,POINT (-122.45511106904748 49.23402024990508),-122.45511106904748,49.23402024990508,EXCAVATION CONTRACTOR
1990,00433167,,28615,123 AVE,V2W 1M1,WESTERN PACIFIC CONTRACTING LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),,HOME BASED,wpcontracting.ca,778 868 9772,Work,,,POINT (-122.43088617548113 49.22623672201586),-122.43088617548113,49.22623672201586,FENCING
1991,00458546,,11727,STEEVES ST,V2X 4X7,WELLNITZ BOOKEEPING & COMMERCIAL SUPPORT,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,2022-01-04,HOME BASED,,604-477-1922,Work,,,POINT (-122.64131209230749 49.215224361207014),-122.64131209230749,49.215224361207014,GRAD & SCHOOLDAY PHOTOGRAPHY
1992,00434111,200,20398,DEWDNEY TRUNK RD,V2X 3E3,TD CANADA TRUST (WESTGATE CENTRE),FINANCIAL & INSTITUTIONAL SERVICES,BANK/CREDIT UNION,2021-12-23,COMMERCIAL,,519 667 5959,Work,,,POINT (-122.6554331690206 49.220809554532394),-122.6554331690206,49.220809554532394,REGISTERED MASSAGE THERAPY
1993,00434338,140,20395,LOUGHEED HWY,V2X 2P9,GOLDEN EARS FAMILY PRACTICE & WALK IN CLINIC,PROFESSIONAL SERVICES,PHYSICIAN,2021-12-21,COMMERCIAL,,604 465 1066,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,"SOFTWARE DEVELOPMENT, ELECTRONICS SYSTEM DESIGN"
1995,00436342,,11756,232 ST,V2X 6S7,KIDS BY DESIGN,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2021-12-07,COMMERCIAL,,604 466 8856,Work,,,POINT (-122.57785211191185 49.21585905210538),-122.57785211191185,49.21585905210538,JUICE BAR & CAFE
1996,00432617,,12451,KATHRYN ST,V2W 1N3,HEARTHSTONE VENTURES LTD,CONTRACTOR,GAS,2021-12-03,HOME BASED,,778 861 4206,Work,,,POINT (-122.4566891936025 49.22834399860966),-122.4566891936025,49.22834399860966,CLEANING / JANITORIAL
1997,00435225,106,11410,KINGSTON ST,V2X 0Y5,ALL STEEL ENTERPRISES INC,MANUFACTURING,METAL,2021-12-07,COMMERCIAL,,604 465 4262,Work,,,POINT (-122.66501548842324 49.21010100530532),-122.66501548842324,49.21010100530532,ACUPUNCTURE & CHINESE MEDICINE
1998,00432237,102,11517,KINGSTON ST,V2X 0Z5,DEWDNEY AUTOMOTIVE REPAIRS LTD,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-21,COMMERCIAL,,604 460 1151,Work,,,POINT (-122.66655914717954 49.21188864232814),-122.66655914717954,49.21188864232814,"RETAIL, ANNUALS, PERRENIALS, TREES, SHRUBS AND HANGINGBASKETS"
1999,00434509,,23850,RIVER RD,,VERUS VALUATIONS LTD,FINANCIAL & INSTITUTIONAL SERVICES,INSURANCE/CLAIMS ADJUSTER,2021-12-21,COMMERCIAL,,604 463 8200,Work,,,,,,PERSONAL CHEF
2000,00434659,,24800,ALOUETTE RD,,COMPASS GROUP CANADA LTD / ALOUETTE CORRECTIONAL CENTRE FOR WOMEN #60704,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-17,COMMERCIAL,,604 436 6020,Work,,,,,,"REPAIR PRINTERS, FAX MACHINES, COPIERS, COMPUTERS"
2001,00434645,100,20201,LOUGHEED HWY,V2X 2P6,TIM HORTON'S,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-23,COMMERCIAL,,604 465 2002,Work,,,POINT (-122.66086218624926 49.22077488423696),-122.66086218624926,49.22077488423696,EMPLOYMENT SERVICES & COMMUNITY BASED SERVICES
2002,00433869,,24550,116 AVE,V4R 1L7,PRIMORDIAL VIBE,DIRECT SALES,E-COMMERCE,2021-12-15,HOME BASED,,604 476 9682,Work,,,POINT (-122.54155696739194 49.211208731253656),-122.54155696739194,49.211208731253656,CONCRETE DELIVERY
2003,00435624,,24870,118A AVE,V4R 1Z3,T & H PRODUCTS,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,2022-01-07,HOME BASED,,604 467 8288,Work,,,POINT (-122.53258323057184 49.216834092407055),-122.53258323057184,49.216834092407055,FOOD TRUCK
2004,00434654,B,22336,LOUGHEED HWY,V2X 2T4,WOLF BAR,FOOD & BEVERAGE SERVICES,LIQUOR PRIMARY LICENCE ESTABLISHMENT,2021-12-30,COMMERCIAL,,604 462 8164,Work,,,POINT (-122.60349686311933 49.21659700750123),-122.60349686311933,49.21659700750123,COMMERCIAL JANITORIAL SERVICES
2006,00431617,600,22709,LOUGHEED HWY,V2X 2V5,THE 1928 PREMIUM MEN'S GROOMING COMPANY INC O/A LUCKY LOUS BARBERSHOP,PERSONAL SERVICES,HAIR SALON/BARBER,,COMMERCIAL,,604 467 0032,Work,,,POINT (-122.5918915421036 49.21762737861612),-122.5918915421036,49.21762737861612,CHILD CARE SERVICE
2010,00432559,3,11934,LAITY ST,V2X 0J1,BCPERKS,BUSINESS SERVICES,ADVERTISING/MARKETING/PUBLIC RELATIONS,2021-12-13,HOME BASED,,604 313 5493,Work,,,POINT (-122.63108233207353 49.21923960136753),-122.63108233207353,49.21923960136753,SPAS & SUPPLIES - PRODUCT ORDERED AND DELIVERED TO CUSTOMER
2011,00436025,,20834,DEWDNEY TRUNK RD,V2X 3E8,CANADIAN APARTMENT PROPERTIES REAL ESTATE INVESTMENT TRUST,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2022-01-19,COMMERCIAL,,778 654 7805,Work,,,POINT (-122.64361959710544 49.219866109386835),-122.64361959710544,49.219866109386835,ATM
2012,00434713,,20540,113 AVE,V2X 1E1,KABBERD KREATIONS,HOMECRAFT,UNCLASSIFIED HOMECRAFT,,HOME BASED,,604 961 5111,Work,,,POINT (-122.65304797061796 49.2076804302888),-122.65304797061796,49.2076804302888,DISTRIBUTOR OF WHOLESALE DAIRY PRODUCTS
2013,00440192,,28490,123 AVE,,PAYNE PACIFIC CONTRACTING INC.,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-02-16,NON RESIDENT,,604 613 2582,Work,,,POINT (-122.43301162654858 49.22285827476198),-122.43301162654858,49.22285827476198,"CONCRETE COATING, JOIST EXPANSION, EPOXY COATINGS."
2014,00433749,,11695,202B ST,V2X 0E2,PAT O'DONOHUE DBA GOT A PROBLEM 24/7 MAINTENANCE,CONTRACTORS,LANDSCAPING,2022-01-11,HOME BASED,,778 240 8849,Work,,,POINT (-122.65964819740022 49.21570484711555),-122.65964819740022,49.21570484711555,VIRTUAL YOGA STUDIO
2015,00434898,,11717,CARR ST,V2X 5N1,INTO THE FOREST CATERING LTD,FOOD & BEVERAGE SERVICES,MOBILE FOOD VENDOR,2022-02-01,HOME BASED,,778 232 3816,Work,,,POINT (-122.61716016899744 49.215482612215816),-122.61716016899744,49.215482612215816,"ENTERTAINER, PERFORMER, MAGICIAN"
2016,00459570,,20859,RIVER RD,V2X 1Z8,DON HANSVALL,CONTRACTOR,PLUMBING & GAS,,HOME BASED,,604 220 4956,Work,,,POINT (-122.6434544423622 49.212821210626196),-122.6434544423622,49.212821210626196,PRIVATE MUSIC INSTRUCTION
2017,00434045,,22084,ISAAC CRES,V2X 0W1,ACCURATE PRINTING & FRAMING CO.,DESIGN SERVICES,GRAPHIC,2022-01-10,HOME BASED,,604 785 1868,Work,,,POINT (-122.6099156532536 49.22835338669108),-122.6099156532536,49.22835338669108,LANDSCAPING/MAINTENANCE SERVICES
2019,00436297,,11633,232A ST,V2X 2K5,ABC DAYCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2021-12-31,HOME BASED,,604 466 2866,Work,,,POINT (-122.57891249798146 49.21334107862986),-122.57891249798146,49.21334107862986,"CONCRETE, PLACING, SEALING, KITCHEN AND BATH"
2020,00434626,,20640,DEWDNEY TRUNK RD,V2X 3E5,MAPLE RIDGE STEAKHOUSE LTD DBA KEG MAPLE RIDGE,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-21,COMMERCIAL,,604 465 8911,Work,,,POINT (-122.64976303850223 49.21994388109206),-122.64976303850223,49.21994388109206,FINANCIAL ACCOUNTING & OFFICE SUPPORT FOR COUNTRIES
2021,00435718,,22259,SELKIRK AVE,V2X 2X4,EAGLE WEST PROPERTIES INC,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-21,COMMERCIAL,,604 467 5131,Work,,,POINT (-122.60545021996421 49.21800436980797),-122.60545021996421,49.21800436980797,BANK
2022,00440166,102,11959,203 ST,V2X 4V2,WEST COAST FUZION HOMES INC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-02-11,COMMERCIAL,,604 562 3908,Work,,,POINT (-122.65767749129253 49.22021131450234),-122.65767749129253,49.22021131450234,MEDICAL WALK IN CLINIC
2023,00433735,,10552,BAKER PL,V2W 2B8,WALTER LANDSCAPING SERVICE,CONTRACTORS,LANDSCAPING,2021-12-23,HOME BASED,,604-466-2550,Work,,,POINT (-122.55002588937943 49.1942423467833),-122.55002588937943,49.1942423467833,PRESCHOOL
2024,00432544,,26527,96 AVE,V2W 1K2,RISE OVER RUN FARM,AGRICULTURE,ANIMAL PRODUCTION,2021-12-20,HOME BASED,,604 405 4622,Work,,,POINT (-122.48684240380571 49.17788187468246),-122.48684240380571,49.17788187468246,GAS FITTING
2025,00432607,,11868,216 ST,V2X 5H8,BIG VALLEY HEATING & SHEET METAL LTD,CONTRACTOR,MECHANICAL,2021-12-21,COMMERCIAL,,604 467 6474,Work,,,POINT (-122.62203933344477 49.218212893306564),-122.62203933344477,49.218212893306564,FABRICATING OF STRUCTURAL STEEL
2026,00433215,,20181,115A AVE,V2X 0Z3,COLWIN DESIGN LTD,CONTRACTORS,FINISH CARPENTRY,2021-12-08,COMMERCIAL,,604 460 6620,Work,,,POINT (-122.66274188280039 49.212066404582764),-122.66274188280039,49.212066404582764,AUTOMOTIVE REPAIR
2027,00437284,,24195,101A AVE,V2W 0E6,JUNIOR ACHIEVERS ACADEMY,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2021-12-14,HOME BASED,,604 724 0513,Work,,,POINT (-122.55146054006323 49.18692716235152),-122.55146054006323,49.18692716235152,FINANCIAL & INSTITUTIONAL SERVICES/INSURANCE
2028,00432251,,21110,RIVER RD,V2X 2A2,PEACOCK'S GROOMING,ANIMAL SERVICES,GROOMER,2022-01-31,HOME BASED,,604 463 1030,Work,,,POINT (-122.63642039476663 49.21199223381785),-122.63642039476663,49.21199223381785,CAFETERIA - FOOD SERVICES
2030,00458196,21,11900,HANEY PL,V2X 8R9,NORTHERN REFLECTIONS LTD,CLOTHING & ACCESSORY RETAIL,WOMEN'S CLOTHING,2021-12-21,COMMERCIAL,www.northernreflections.com,416 626 2500,Work,,,POINT (-122.59908590668755 49.21810114003064),-122.59908590668755,49.21810114003064,DONUT & COFFEE SHOP
2031,00432429,,12875,LILLEY DR,V2W 0G1,STICKS BUILDING PRODUCTS LTD,WHOLESALE & DISTRIBUTION,BUILDING MATERIALS/SUPPLIES,2021-12-21,COMMERCIAL,,604 971 3791,Work,,,POINT (-122.49243320809516 49.23644235255752),-122.49243320809516,49.23644235255752,ONLINE YOGA WEAR T-SHIRTS
2032,00435109,119,22441,DEWDNEY TRUNK RD,V2X 7X7,EASYHOME,HOME & PROPERTY RETAIL,"APPLIANCES, TV & ELECTRONICS",,COMMERCIAL,,604 463 9406,Work,,,POINT (-122.59974178308605 49.22098247066447),-122.59974178308605,49.22098247066447,LIGHT EQUIPMENT SALES
2033,00434142,,22254,DEWDNEY TRUNK RD,,ROOT'S NATURAL ORGANIC FOODS & DISCOUNT VITAMINS,FOOD & BEVERAGE RETAIL,GROCERY/SUPERMARKET,2021-12-15,COMMERCIAL,,604 467 1822,Work,,,POINT (-122.6056687554758 49.22019143197629),-122.6056687554758,49.22019143197629,"CABARET, NIGHT CLUB"
2035,00435721,0,22437,121 AVE,V2X 8R8,MAPLE COURT #1 & #2,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2022-01-07,COMMERCIAL,,604 602 7722,Work,,,POINT (-122.60033638804165 49.222733055856686),-122.60033638804165,49.222733055856686,BARBER SHOP
2036,00459921,,21901,WICKLOW WAY,V2X 3A8,SOSA PROPERTY SERVICES,HOME & INDUSTRY SERVICES,POWER WASHING/BUILDING CLEANING,2022-02-16,HOME BASED,,778 779 0244,Work,,,POINT (-122.61492871410397 49.218647806007596),-122.61492871410397,49.218647806007596,DIGITAL LOYALTY MARKETING
2037,00434269,C,11948,227 ST,V2X 6J3,"GARY A SOFKO, RMT",PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2021-12-07,COMMERCIAL,,604 466 1225,Work,,,POINT (-122.59354928042522 49.21945742066656),-122.59354928042522,49.21945742066656,RESIDENTIAL LANDLORD - RENTING 44 REDISENTIAL TOWNHOUSE UNITS - BROOKSIDE GARDENS
2038,00437363,,22245,LOUGHEED HWY,,MISSION RIDGE AUTO SALES LTD,AUTOMOTIVE,AUTO DEALER-USED,2021-12-22,COMMERCIAL,,604 477 7747,Work,,,POINT (-122.60594363596391 49.21716214951805),-122.60594363596391,49.21716214951805,WOOD FURNITURE
2039,00435364,,22618,LOUGHEED HWY,,PHAZES TANNING & HAIR SALON,PERSONAL SERVICES,SPA SERVICES,,COMMERCIAL,,604 380 2293,Work,,,POINT (-122.59587002208889 49.216864788789465),-122.59587002208889,49.216864788789465,CONSTRUCTION GENERAL CONTRACTOR
2040,00458341,,11327,BURNETT ST,V2X 6P1,BOTANICAL CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,2022-02-11,HOME BASED,,236 881 1940,Work,,,POINT (-122.58995255836543 49.208162489596496),-122.58995255836543,49.208162489596496,"UNDERGROUND UTILITY SERVICES, HANDY PERSON"
2042,00432259,4,20110,STEWART CRES,V2X 0T4,CABALLERO SALES AND SERVICE LTD,AUTOMOTIVE,AUTO PARTS & SUPPLIES,2022-01-07,COMMERCIAL,,604 476 2337,Work,,,POINT (-122.66228369537428 49.21387014306128),-122.66228369537428,49.21387014306128,CLEANINGLANDSCAPING & MAINTENANCESNOW CLEARNING
2043,00433891,D,22195,DEWDNEY TRUNK RD,V2X 3H7,SHOP-N-SAVE DRUGS LTD / DBA HANEY PHARMACY,HEALTH RETAIL,PHARMACY,2021-12-13,COMMERCIAL,,604 467 9100,Work,,,POINT (-122.60740042570691 49.220807168793414),-122.60740042570691,49.220807168793414,FILM AND INDUSTRY CATERING TRUCK (MULTIPLE TRUCKS)
