Business Name,Products or Services,Unit,House Number,Road,Postal Code,Phone,Town Centre,Longitude,Latitude
Newton Bookkeeping,Bookkeeping,2,13426,72 Ave,V3W2N8,,NTC,-122.8503076,49.13348989
Jaipur Unique Boutique & Fabrics Ltd,Retail Merchant - Fabric/Clothing Boutique,118,8166,128 St,V3N1R1,,NTC,-122.8669947,49.15126342
Guardian Risk Managers Ltd,Insurance Agent,212,15252,32 Ave,V3Z0R7,,SSTC,-122.7984696,49.06101028
1 Absolute Motor Cars,Automobile Dealer/Rebuildinger - Used Car Lot,,16099,Fraser Hwy,V4N0G2,,FTC,-122.7758601,49.15638546
Natt Freightways Inc,Administrative Officde - Trucking Dispatch Office,221,12565,88 Ave,V3W3J7,,WTC,-122.8747815,49.16401631
Pro Kure Wellness & Health Centre,Physiotherapy Clinic,A,14863,108 Ave,V3R1W2,,GTC,-122.8096627,49.19943826
Seamax Marine & Outdoor International Inc,Warehouse,110,18860,24 Ave,V3Z0Y8,,SSTC,-122.7007207,49.0453554
Interalliance Security and Intelligence Group Ltd,Security Service,284,8128,128 St,V3T2S9,,NTC,-122.8666012,49.14980485
Spectrum Medical Supplies Inc,Retail: Medical supplies,208,13541,102 Ave,V3T4X8,,SCC,-122.8469314,49.18801069
0723796 BC Ltd,Retail Merchant - 3 to 5 Employees,109,7500,120 St,V3W3N1,,NTC,-122.8900684,49.13913715
0635745 BC Ltd,"Contractor - Graffiti Removal Services,Inter-Municipal Business License FV",301,9785,192 St,V4N4C7,,GTC,-122.6906583,49.18033837
Marquee AV Designs Inc,Contractor: Audio Video Design and Installation,107,17696,65A Ave,V3S5N4,,CTC,-122.7324494,49.12100861
All Power Enterprises Ltd,Construction Contractor,,17533,64 Ave,V3S1X8,,CTC,-122.7368091,49.11896371
Dynamic Balance Physiotherapy and Vestibular Rehab Clinic,Professional Practitioner-Medical,105,7170,188 St,V4N6R4,,CTC,-122.701348,49.1329244
Winners,Retail,101,1715,152 St,V4A4N3,,SSTC,-122.8016563,49.03324404
Herbalex Canada Cosmetics Ltd,Retail Store ,279,7404,King George Blvd,V3W1N9,,NTC,-122.8452635,49.13762772
Good Choice Bakers,Bakery,05-Apr,8473,124 St,V3W9G4,,NTC,-122.8794494,49.15709529
Monark Media Ventures Ltd,Warehouse,214,19138,26 Ave,V3Z3V7,,SSTC,-122.6925553,49.04908563
Chaska Restaurant,Restaurant,,5737,176 St,V3S4C9,,CTC,-122.73519,49.1066014
Pizza Pizza #552,Restaurant - No Alcohol,103,5717,152 St,V3S9A5,,NTC,-122.8014385,49.10654594
1220223 BC Ltd,Import/Export,303,14225,57 Ave,V3X0H6,,NTC,-122.8283419,49.10647525
Imperial Family Health Centre,Family Physician (Medical Doctor),309,8318,120 St,V3W3N4,,NTC,-122.8900471,49.154373
Ximivogue,Retail Store ,2170,10153,King George Blvd,V4T2W1,,SCC,-122.8474019,49.18559446
Hygieia Mobile Massage Therapy,RMT -MOBILE ONLY ,,7128,King George Blvd,V3W5A3,,NTC,-122.8450433,49.13230041
BestBox Fitness Inc,Warehouse,106,19331,Enterprise Way,V3S6J8,,CTC,-122.687717,49.10857359
Captain's Nook,Retail Merchant - 3 to 5 Employees,,13444,72 Ave,V3W2N8,,NTC,-122.8497863,49.13343057
Sia Immigration Solutions Inc,Immigration Consultancy and Visa Services,122,8028,128 St,V3W4E9,,NTC,-122.8676263,49.14852263
All Beauty Laser Clinic & Spa,Esthetician - Laser Hair Removal,111,7322,King George Blvd,V3W5A5,,NTC,-122.8451582,49.1353508
Holland Plumbing Services Inc,Contractor: Plumbing and Heating/Gas,103,12761,16 Ave,V4A1N2,,SSTC,-122.8684079,49.03146096
Brimming Development Management Inc,Property Management,411,15336,31 Ave,V3Z0X2,,SSTC,-122.7969276,49.05809677
Peppler Sofa & Furniture Mfg Ltd,Sofa Manufacturing,7,13136,84 Ave,V3W1J1,,NTC,-122.8586539,49.15520396
Anandsar Custom Kitchen Design Ltd,Kitchen Cabinet Installation,203,5529,192 St,V3S8E5,,CTC,-122.6914202,49.1033052
Jillian Cronin,Massage Therapy (RMT),310,3091,152 St,V4P3K1,,SSTC,-122.8021376,49.05795415
0723796 BC Ltd,Retail Merchant - 3 to 5 Employees,102,15551,Fraser Hwy,V3S2V8,,FTC,-122.7912586,49.16241879
Anthony Intendencia,Massage Therapy (RMT),,12080,Nordel Way,V3W1P6,,NTC,-122.8886041,49.16109806
Healthmart Pharmacy,Pharmacy ,109,8556,120 St,V3W3N5,,NTC,-122.8900703,49.15831669
Green City Cleanup Inc,Contractor - Landscaping/Grass Cutting/Garbage Removal,13,8456,129A St,V3W1A2,,NTC,-122.8637021,49.15622135
JIO Immigration Services Ltd ,Immigration Consultant,285,8128,128 St,V3W1R1,,NTC,-122.8666012,49.14980485
Face 2 Face  Studio Inc,Hair Salon & Barber Shop,,13446,108 Ave,V3T2K1,,SCC,-122.8494643,49.19875319
Mandair Notary Public,Notary Public,201,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Amemida Hair Salon,Hair Salon ,,13855,68 Ave,V3W2G9,,NTC,-122.8389384,49.12674536
Captains Oven Pizza,Restaurant ,111,9639,137A St,V3V0C6,,SCC,-122.8423184,49.17799896
"Sherry Browman, RMT ",Massage Therapy (RMT),,6820,188 St,V4N3G6,,CTC,-122.701433,49.1266045
Able Immigration Services Ltd,Immigration Services,219,12565,88 Ave,V3W3J7,,WTC,-122.8747815,49.16401631
Mughal Garden Sweets & Restaurant,Restaurant,103,12788,76A Ave,V3W1S9,,NTC,-122.8685586,49.14218908
Tynehead Animal Hospital,Professional Practitioner-Veterinarian,112,8645,160 St,V4N1G4,,FTC,-122.7791888,49.15967455
Westpro Landscaping Ltd,"Contractor - Landscaping/Excavating,Landscape Maintenance",,18960,34A Ave,V3Z1A7,,SSTC,-122.6986897,49.0642879
Chalco Freshco,Grocery Store,,7165,138 St,V3W7T9,,NTC,-122.8391603,49.13282901
Active Safety Management Inc,Miscellaneous - First Aid and Safety Training/Occupational First Aid Attendants and Construction Saf,6,9531,192 St,V4N3R7,,GTC,-122.6908387,49.17562718
Gateway Wellness Spa,Holistic Health - Reflexology/Accupressure ,1,13668,Whalley Blvd,V3R5J7,,SCC,-122.8434116,49.19941446
Connect Family Law,Law Firm,310,9639,137A St,V3T0M1,,SSTC,-122.8423184,49.17799896
Tandoor Hub Curry & Pizza Ltd,Restaurant - Take out - only ,2,9436,King George Blvd,V3V5W3,,WTC,-122.8455328,49.17424973
Divert Millwork Ltd.,Manufacturer/Machine Shop,110,19130,24 Ave,V3Z3S9,,SSTC,-122.6938844,49.04545111
Clarus Electric Corp,"Electrical contractor,Contractor - Electrical",232,12448,82 Ave,V3W3E9,,NTC,-122.8778071,49.15185171
Jyothi Rao Inc,Professional Practitioner-Accountant,1400,13450,102 Ave,V3T5X3,,SCC,-122.8487665,49.18791904
Everything Metal,Welding,102,9634,192 St,V4N4C6,,GTC,-122.6900272,49.1777739
BC Roof Inspections,Contractor - Roof Inspections,201,19486,60 Ave,V3S3S7,,CTC,-122.6830222,49.11107596
Isha Sangha Clinical Counselling,Counselling Service,216,5455,152 St,V3S5A5,,NTC,-122.8015691,49.10286186
Dr M H Kostolowski - Kondysar,Professional Practitioner - Psychiatry,301,1676,Martin Dr,V4A6E7,,SSTC,-122.8050671,49.0323296
Iron Throne Strength & Conditioning,Recreational Facility,4,7823,132 St,V3W4M8,,NTC,-122.8580204,49.14433652
Nagar Hairstyle Ltd,Hair Salon/Barber Shop,104,6638,152A St,V3S7J1,,NTC,-122.7993718,49.12314231
Zeal Educare Ltd,Tutoring centre,230,5660,176A St,V3S4H1,,CTC,-122.733533,49.10520361
4 U Auto Care Inc,Automotive Repair Shop,103/,13483,78 Ave,V3W0A8,,NTC,-122.8485004,49.14465398
Overtime Building Maintenance Co Ltd,Building Maintenance,202,10114,King George Blvd,V3T2W4,,SCC,-122.8450996,49.18624716
Central City Liquor Store,Liquor Licensee Retail Store,,12922,115 Ave,V3R0E2,,WTC,-122.8627866,49.21097953
J P Acme College,Tutoring,205,9639,137A St,V3T0M1,,SCC,-122.8423184,49.17799896
Taqwa Foods,Retail Butcher shop,,7165,138 St,V3W7T9,,NTC,-122.8391603,49.13282901
Taqwa Foods,Retail Butcher Shop,,7450,120 St,V3W3M9,,NTC,-122.890021,49.13826544
Silver Icing Inc,Warehouse,203,19365,22 Ave,V3Z3S6,,SSTC,-122.6876114,49.04239066
Cambie Counselling Services,Counselling Service,104,15122,72 Ave,V3S2G2,,WTC,-122.8026091,49.13351251
JS Professional Services Inc,Professional Practitioner-Accountant,310,6678,152 St,V3S7J2,,NTC,-122.8006274,49.12403224
ACID (Canada) Design & Project Ltd,Wholesale,313,19292,60 Ave,V3S3M2,,CTC,-122.6893519,49.11114739
Homestar Building Corp ,Inter-Municipal Business License FV,111,6039,196 St,V3S7X4,,CTC,-122.680326,49.11219062
High Grade Mill Installations Ltd,Manufacturer/Machine Shop,,9546,190 St,V4N3S3,,GTC,-122.695721,49.17560816
Lemory Studio,Consultant,211,10216,152 St,V3R6N7,,GTC,-122.8006316,49.18830983
Fitness World,Sales and Marketing office for Crunch Fitness ,104,1715,152 St,V4A4N3,,SSTC,-122.8016563,49.03324404
King Sushi,Food Primary-Class B Dining Room,,12883,16 Ave,V4A1N5,,SSTC,-122.8654288,49.03144193
Romax Collision Contracting,Auto Collision Repair,16,9316,194 St,V4N4E9,,GTC,-122.6847225,49.17201315
Provoke Cafe,Restaurant - No Alcohol,104,1688,152 St,V4N4N2,,SSTC,-122.8008931,49.03243524
Dr Jonathan Tejada Inc,Professional Practitioner-Medical,102,10183,152A St,V3R4H6,,GTC,-122.7997372,49.18749989
Gorgeous Beauty Salon Ltd,Hair Salon,,15150,Fraser Hwy,V3R3P1,,FTC,-122.8027261,49.16642295
Inchcape Shipping Services,General Business Office - Marine Shipping,205,15127,100 Ave,V3R0N9,,GTC,-122.8031241,49.18523908
Dr Sowmya Parasuraman Inc,Family Dental Clinic,112,6638,152A St,V3S7J1,,NTC,-122.7993718,49.12314231
Pearl Care Dental,Dental Office,115,5738,175 St,V3S4T7,,CTC,-122.7378282,49.10645658
Mr Sparky Electric Ltd,Inter-Municipal Business License Metro,208,8501,162 St,V4N1B2,,FTC,-122.7735478,49.15718299
Coal Harbour Mechcanical Ltd,Contractor: Plumbing / Gas  / Appliances,20,12484,82 Ave,V3W3E9,,SSTC,-122.8766379,49.15182787
DL Railing Experts Ltd,Manufacturing: Glass and Aluminum railing,2,10655,Timberland Rd,V3V3T3,,WTC,-122.8978259,49.19618023
Strive Immigration Services Ltd,Immigration Consultant,200,7404,King George Blvd,V3W1N6,,NTC,-122.8452635,49.13762772
Western Canadian Insulation Ltd,Insulation Installation Contractor,203,7743,128 St,V3W1L4,,NTC,-122.8681748,49.14346097
Dr Sanjeev Vohra Inc,Doctor's office ,102,6398,120 St,V3X3K1,,NTC,-122.8901179,49.11910834
Walia Endeavour Inc,Warehouse,31,8528,123 St,V3W3V6,,NTC,-122.8814617,49.15808561
Dr M Bujak Medical Corporation ,Ophthalmology ,602,9639,137A St,V3T0M1,,SCC,-122.8423184,49.17799896
O2 Print Shop,"Printing, Copy, Scan and Fax Services
Business cards, Flyers Printing ",5,13791,72 Ave,V3W9Y9,,NTC,-122.8390605,49.13426937
Consolidated Turbine Specialists Canada LLP,Manufacturer/Machine Shop,119,19140,28 Ave,V3Z6M3,,SSTC,-122.6930472,49.05269035
Cage by Bvrberbros The,Barbershop,106,15380,102A Ave,V3R7K1,,GTC,-122.7962523,49.18859323
Attractive Kitchen Cabinets Ltd,Manufacturer/Machine Shop,103/,12925,115 Ave,V3R2S2,,WTC,-122.8633156,49.21147095
Focusmed Clinic Ltd,Professional Practitioner-Medical,200,15135,101 Ave,V3R7Z1,,GTC,-122.8027022,49.18630015
SANDS Accounting Group Limited,Professional Practitioner-Accountant,203,7188,King George Blvd,V3W5A3,,NTC,-122.8452736,49.13315562
Steve Madden Canada,Retail Merchant - 10 to 19 Employees,2036,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192586
Leavitt Machinery General Partnership,Machinery rental /dealer ,201,19433,96 Ave,V4N4C4,,GTC,-122.6840319,49.17776228
Axsun Inc,Administrative Office - Logistics Company,102,7565,132 St,V3W1K5,,NTC,-122.8570037,49.14026955
Kakadu Camping Inc,Warehouse,15,12353,104 Ave,V3V3H2,,WTC,-122.8815829,49.19343994
Need for Speed Garage ,Automobile Dealer/Rebuilder,,12757,King George Blvd,V3V3K7,,WTC,-122.8685431,49.20650667
Scott Hill Business Group,Retail Merchant - 0 to 2 Employees,,9886,120 St,V3V4C9,,WTC,-122.8899204,49.18239601
Essential Turbines Inc,Manufacturer/Machine Shop,112,19425,No 10 (Langley Bypass) Hwy,V3S6K1,,CTC,-122.6848837,49.10782642
You Drive Motors Inc,Automobile Dealer/Rebuilder,,12521,King George Blvd,V3V3K3,,WTC,-122.8752066,49.20648757
Ideal Floor Inc,Contractor - Flooring,5,18812,96 Ave,V4N3R1,,GTC,-122.7008886,49.17684416
Uptown Church,Charitable Society/Organization - Dance/Drama School,28,3033,King George Blvd,V4P1B8,,SSTC,-122.8081268,49.0568465
Shack Shine,"Janitorial Service - Window washing, Gutter cleaning, Pressure washing, and Christmas light installa",202,15388,24 Ave,V4A2J2,,SSTC,-122.7964038,49.0454164
D Thode & Associates Inc,Bankruptcy Trustee,200,7404,King George Blvd,V3W1N6,,NTC,-122.8452635,49.13762772
Genesis Advanced Technology Inc,Professional Practitioner-Engineer,101/,6554,176 St,V3S4G5,,CTC,-122.73463,49.12158828
Surrey Primary & Urgent Care Clinic,Professional Practitioner-Medical,301,10334,152A St,V3R4G8,,GTC,-122.7992432,49.19018383
R D R Tire & Auto Centre,Automotive Repair Service,2,2526,King George Blvd,V4P1H5,,SSTC,-122.7960763,49.04805728
Fleetwood Massage,Massage Therapy (RMT),106,15953,Fraser Hwy,V4N0Y3,,FTC,-122.7801459,49.15879416
INVIVA McKesson Pharma Care Network Corporation,Health Care Consultant - Healthcare Nursing Services,106,15966,108 Ave,V4N5V6,,GTC,-122.779808,49.19859702
Your 24/7 Electrician Inc,Contractor - Electrical,408,15225,104 Ave,V3R6Y8,,GTC,-122.8000452,49.19169535
2694322 Ontario Inc,Retail Merchant - Hearing Testing and Hearing Aid Supply,10,2438,160 St,V3Z0C8,,SSTC,-122.7788029,49.04681178
Biba,Retail  / clothing and Jewellery ,165,12899,80 Ave,V3W0E6,,NTC,-122.8644706,49.14880591
MOSAIC Multi-lingual Orientation Service Association for Imm,Charitable Society/Organization,202/,17700,No 10 (56 Ave) Hwy,V3S1C7,,CTC,-122.7326633,49.10394858
Demo Nails Salon,Nail Salon / Eyelash extensions ,104,18408,64 Ave,V3S1E9,,CTC,-122.7119887,49.11859295
South Surrey Smiles,Professional Practitioenr - Orthodontic Practice,101,2626,Croydon Dr,V3Z0S8,,SSTC,-122.788626,49.04943531
Homelife Benchmark Realty Corp Connect Centre,Real Estate - 0 to 5 Employees,KIOS,1701,152 St,V4A4N3,,SSTC,-122.8012652,49.03296825
Sugar Free IQ Nutrition Ltd,"Meal service, premade packaged meals, premade deserts and meal plans",3,9613,192 St,V4N4C7,,GTC,-122.690718,49.17736128
Sources Community Resources Society,Charitable Society/Organization,201,15252,32 Ave,V3Z0R7,,SSTC,-122.7984696,49.06101028
Beautylink Salon Supplies Ltd,Wholesale - Beauty supplies,206,12899,76 Ave,V3W1E6,,NTC,-122.8649023,49.14118753
Cambridge Immigration Solutions Inc,Immigration Consultant,232,8138,128 St,V3W1R1,,NTC,-122.8670001,49.15020261
Diamond Parking Ltd #4607,Parking Lot,,8645,160 St,V4N1G4,,FTC,-122.7791888,49.15967455
V K Stone Countertops Ltd,Manufacturer/Machine Shop,102/,18977,32 Ave,V3Z1A7,,SSTC,-122.6979101,49.06037222
Above the Line Investments Inc,Investment Consultant,302,10090,152 St,V3R8X8,,GTC,-122.8005815,49.18575463
Caretel Medical Clinic Inc,Professional Practitioner-Medical,102,8488,160 St,V4N0Y3,,FTC,-122.7785468,49.15629364
City Centre Optical Inc,Professional Practitioner-Optometrist,101,9639,137A St,V3T0M1,,SCC,-122.8423184,49.17799896
Child Development Foundation of BC,Charitable Society/Organization,201,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Langley Wholesale Ltd,Wholesale,70,15515,24 Ave,V4A2J4,,SSTC,-122.7926614,49.04577262
Pharmawise Pharmacy,Retail Merchant - 0 to 2 Employees,101,8488,160 St,V4N0Y3,,FTC,-122.7785468,49.15629364
A O A Worldwide,Software Design/Consultant,200,7404,King George Blvd,V3W1N6,,NTC,-122.8452635,49.13762772
Texo Forming Inc,Contractor - Construction/Concrete Forming,104,17688,66 Ave,V3S7X1,,CTC,-122.7327237,49.12219152
pt Health - Surrey Central Physiotherapy and Wellness,Professional Practitioner-Medical,,13817,Central Ave,V3T5B5,,SCC,-122.8395682,49.18981771
"Surrey Chiropractic, Physiotherapy & Massage Ltd",Professional Practitioner-Medical,200,10362,King George Blvd,V3T2W5,,SCC,-122.8450561,49.19096128
Central City Paint & Decorating Ltd,Retail Paint Store,,10606,King George Blvd,V3T2X3,,,-122.8452246,49.19535589
A A A Transmission Clinic,Automotive Transmission Repair,106,13423,78 Ave,V3W0A8,,NTC,-122.8508329,49.14466549
Rogers #5759,Retail Merchant - 10 to 19 Employees,2538,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192586
P Gupta Accounting Services Inc,Professional Practitioner-Accountant,110A,12830,80 Ave,V3W3A8,,NTC,-122.8672039,49.14796008
Vital Physiotherapy Clinic,Professional Practitioner-Medical,103,8556,120 St,V3V3N5,,NTC,-122.8900703,49.15831669
Pacific Batteries,Wholesale,61,13335,115 Ave,V4N1G9,,WTC,-122.8528051,49.21175912
Load Chauffeur Transport Ltd,Trucking & Cartage,310,6678,152 St,V3S3L4,,NTC,-122.8006274,49.12403224
Aza Fashion Ltd,Retail Merchant - 3 to 5 Employees,320,8128,128 St,V3W1R1,,NTC,-122.8666012,49.14980485
Urban Kids,Retail Merchant - 3 to 5 Employees,200,10153,King George Blvd,V3T2W1,,SCC,-122.8474019,49.18559446
Maxim Truck & Trailer,Automobile/Truck Rental,,19011,96 Ave,V4N3P2,,GTC,-122.6952551,49.17718082
Enchanted Nails Boutique,Esthetician: Nail Salon,110,8645,160 St,V4N1G4,,FTC,-122.7791888,49.15967455
Consolidated Electrical Installations Ltd,Electrical Contractor,102,18677,52 Ave,V3S8E5,,CTC,-122.7050014,49.09725774
Capstone Immigration Services Ltd,Immigration Consultant,266,8128,128 St,V3W1R1,,NTC,-122.8666012,49.14980485
Physiofirst Physiotherapy Clinic,Physiotherapy ,203,12885,80 Ave,V3W0E6,,NTC,-122.8656301,49.14919813
Best Choice Kitchen Cabinets,Manufacturer/Machine Shop,07-Jun,8473,124 St,V3W9G4,,NTC,-122.8794494,49.15709529
Proax Technologies Ltd,Wholesale,100,10230,Grace Rd,V3V3V6,,NTC,-122.8953239,49.18854205
L W A Consulting Ltd,Financial Planning/Consultant,204,10252,City Pky,V3T4C2,,SCC,-122.8473918,49.18909542
Penfolds Roofing Inc,Contractor - Roofing,103,6039,196 St,V3S7X4,,CTC,-122.680326,49.11219062
Oregon Canadian Forest Products ,Engineering Firm - office use ,210,19358,96 Ave,V4N4C1,,GTC,-122.686029,49.17678045
Falcon Equipment Ltd,Manufacturer/Machine Shop,,18376,96 Ave,V4N3R4,,GTC,-122.713461,49.17679714
Miniso Life Style Canada Inc,Retail Merchant - 3 to 5 Employees,2547,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192586
N D F Enterprises Ltd,"Full-service mechanical, design, fabricating installation, contracting firm specializing in commercial",,9546,190 St,V4N3S3,,GTC,-122.695721,49.17560816
Mission Ridge Repairs & Fabrication,Automotive Repair Service,,19511,92 Ave,V4N4G6,,GTC,-122.6814066,49.17130098
Papago Motors Inc,Wholesale - Auto Wholesale - NO SALE OF VEHICLES AT THIS LOCATION,101,2365,192 St,V3Z3X2,,SSTC,-122.6918849,49.04459836
BC Hot House Foods Inc,Greenhouse Product Wholesale,,19068,36 Ave,V3Z0P6,,SSTC,-122.6945266,49.06718285
Harmanpreet Bolla Inc,Professional Practitioner-Accountant,202,8268,120 St,V3W3N4,,NTC,-122.8901264,49.15319097
Elevate Immigration Services Inc,Immigration Consultant,204,6678,152 St,V3S3L2,,NTC,-122.8006274,49.12403224
SiLaw Group,Professional Practitioner-Lawyer,300,15300,Croydon Dr,V3Z0Z5,,SSTC,-122.7980344,49.05992987
Aaron Sweet Home,Bed and Breakfast,,14537,110 Ave,V3R2A4,,GTC,-122.8196094,49.20257646
Dr R P Bhui Inc,Part Time Medical Practitioner,311,13710,94A Ave,V3V1N1,,WTC,-122.842893,49.17453131
Level Up Learning Center,Learning centre  / tutoring,18A,15531,24 Ave,V4A2J4,,SSTC,-122.7920343,49.04577185
Joshi Lawyers,Professional Practitioner-Lawyer,209,8028,128 St,V3W4E9,,NTC,-122.8676263,49.14852263
Acura Doors & Mouldings Ltd,Manufacturer/Machine Shop,Apr-42,13320,78 Ave,V3H0H5,,NTC,-122.8536124,49.14439298
San Samra Counselling & Consulting,Counselling Service,216,5455,152 St,V3S5A5,,NTC,-122.8015691,49.10286186
Warehouse Hair Co The,Hair Salon/Barber,101,17696,65A Ave,V3S5N4,,CTC,-122.7324494,49.12100861
R K Building Maintenance Ltd,Janitorial Service,403F,7337,137 St,V3W1A4,,NTC,-122.8430688,49.13602195
Julienne Shackelford RMT,Massage Therapy (RMT),111,15252,32 Ave,V3Z0R7,,SSTC,-122.7984696,49.06101028
Coastal Riders,"Retail Store: Skateboard, Snowboard, & Ski Shop",40,2443,161A St,V3Z0M6,,SSTC,-122.7753001,49.0469929
Blue Bird Counselling & Consulting,Counselling Service,202,15388,24 Ave,V4A2J2,,SSTC,-122.7964038,49.0454164
Connected Things Consulting Inc,Consultant,,13450,102 Ave,V3T0A3,,SCC,-122.8487665,49.18791904
Mainland Infrastructure Group Ltd,Construction Management,206,12899,80 Ave,V3W0E6,,NTC,-122.8644706,49.14880591
E scent ials,Essential Oil Products,,14455,104 Ave,V3R1M1,,GTC,-122.8213249,49.19183308
Gcode In Motion Inc,Manufacturer/Machine Shop,3,17675,66 Ave,V3S7X1,,CTC,-122.7326442,49.12252372
Pier Law & Mediation,Professional Practitioner-Lawyer,208,1688,152 St,V4A4N2,,SSTC,-122.8008931,49.03243524
Gray Matter Immigration Services Inc,Immigration Consultant,401,8148,128 St,V3W1R1,,NTC,-122.8648305,49.15057771
Fly Jet Travels & Tours Ltd,Travel Agency,110,12830,80 Ave,V3W3A8,,NTC,-122.8672039,49.14796008
Enerstar Windows Ltd,Inter-Municipal Business License FV,,7531,134A St,V3W7B3,,NTC,-122.8504551,49.1395632
BC New Style Painting Ltd,Contractor Painting,203,7743,128 St,V3W1L4,,NTC,-122.8681748,49.14346097
1 Platinum Auto Repair Ltd,Auto Repair / Mechanic Shop,,16099,Fraser Hwy,V4N0G2,,FTC,-122.7758601,49.15638546
Amandeep Jaswal ,Professional Practitioner-Lawyer,200,10706,King George Blvd,V3T2X3,,SCC,-122.8449794,49.19711989
