OBJECTID,ID,Company,SectorDescription,Address,City,Prov,PC,Telephone,Extension,Telephone2,Fax,Email,WebSite,FullTime,PartTime,Seasonal,Estab,LanguageEN,LanguageFr,LanguageOTHER
831,6488,Matteo's Ristorante,"Catering, Restaurants and Food Services",125 East Main Street,Welland,Ontario,L3B3W5,(905) 732-2111,,,,matteoswelland@gmail.com,,,,,2013,0,0,
832,6489,Money Mart,Financial Institutions,545 Niagara Street,Welland,Ontario,L3C1L7,(905) 735-2274,,(905) 687-7712,(905) 687-7712,,www.moneymart.ca,3,,,2000,0,0,
833,6490,Emmanuel Janitorial & Personnel Services,Personal and Household Services,,Welland,Ontario,L3B6C4,(289) 271-3708,,(905) 865-5445,,ejpservice@gmail.com,,1,,,2013,0,0,
834,6491,"Sunrise Marian Distribution, Catholic Books and Gifts",Retail,703 East Main Street,Welland,Ontario,L3B3Y5,(289) 820-6653,,(289) 820-9909,(289) 820-6111,sales@sunrisemarian.com,www.sunrisemarian.com,3,5,,,-1,-1,Spanish
835,6492,Halco Portables & Self Contained Restrooms,Personal and Household Services,42 Clark Street,Welland,Ontario,L3B5W6,(905) 714-4688,,(866) 695-8644,(905) 714-0446,info@halcomobile.com,www.halcomobile.com,10,2,,2001,0,-1,
836,6493,Don Marco's Italian Eatery,"Catering, Restaurants and Food Services",248 Wellington Street,Welland,Ontario,L3B1B5,(905) 714-4417,,,,,www.donmarcos.ca,,,,2013,0,0,
837,6494,Leisure Loft,"Catering, Restaurants and Food Services",30 King Street,Welland,Ontario,L3B3H9,(289) 820-6707,,,,,,1,1,0,2015,-1,0,
838,6495,Niagara Foot Care Clinic and Orthotic Centre,Health and Social Services,200 Fitch St.,Welland,Ontario,L3C4V9,(905) 732-3668,,,,,www.niagarafootcareclinic.com,3,5,0,2000,0,0,
839,6496,Construction Waste,Transportation and Warehousing,2 Broadway Avenue,Welland,Ontario,L3B5G4,(905) 732-9424,,,,metalsupplyandtransport@outlook.com,www.constructionwasteniagara.com,,0,0,,-1,0,
840,6497,Country 89,Media,860 Forks Road,Welland,Ontario,L3B5R6,(905) 732-4433,,,,info@country89.com,www.country89.com,21,3,0,2015,0,0,
841,6498,CaribAfrica Specialty Shop,"Catering, Restaurants and Food Services",234 East Main St.,Welland,Ontario,L3B3W9,(855) 976-4634,,,,caribafrica16@gmail.com,,1,,1,2016,-1,-1,
842,6499,Tsuyoi Te Goju Ryu,Sports Clubs and Organizations,244 First Avenue,Welland,Ontario,L3C5Y8,(905) 788-7574,,,,jennskarate@cogeco.ca,,1,0,0,2015,-1,-1,
843,6500,Andrea Smits RMT,Health and Social Services,1-503 Niagara St,Welland,Ontario,L3C1L7,(905) 788-3214,,,,a-smits@live.com,,,0,0,2016,-1,0,
844,6501,Blue Ribbon Appliances,Personal and Household Services,21-200 Fitch Street,Welland,Ontario,L3C4V9,(905) 714-7674,,,,blueribbonappliances@gmail.com,,4,2,0,2014,-1,0,
845,6502,Sabe Planet,Retail,754 Clare Ave,Welland,Ontario,L3C3C1,(905) 941-4345,,,(905) 941-4345,sabeplanet@gmail.com,,,0,0,2016,-1,0,
846,6503,Echo Marketing,Marketing Services,,Welland,Ontario,L3C7E7,(905) 271-9605,,,,echomarketing@hotmail.com,www.echomarketing.ca,,0,0,,-1,0,
847,6504,Chase Cabinetry,Interior and Exterior Design,307 Buchner Road,Welland,Ontario,L3B5N4,(289) 673-1355,,,,info@chase-cabinetry.com,chase-cabinetry.com,,,,2016,-1,0,
848,6505,Garnet and Pearls Wedding Photography,Photography/Videography,213 Thorold Road,Welland,Ontario,L3C3V9,(905) 732-3524,,,,garnetandpearls@gmail.com,,1,3,0,,-1,0,
849,6506,Royal Pet Spa,Personal and Household Services,140 Thorold Road,Welland,Ontario,L3C3V4,(905) 735-7297,,,,beckyburgoyne22@gmail.com,,,0,0,,0,0,
850,6507,77 The Healing Space,Health and Social Services,77 East Main Street,Welland,Ontario,L3B3W4,(905) 735-0015,,,,heatherjhudson@hotmail.com,,,0,0,,0,0,
851,6508,Ballhockey.com Welland,Sports Clubs and Organizations,570 River Road,Welland,Ontario,L3B5N6,(905) 734-1040,,,(905) 734-4000,cbunz@ballhockey.com,www.ballhockey.com,1,15,0,1988,-1,0,
852,6509,South Niagara Health and Wellness Centre,Health and Social Services,100 Niagara College Boulevard,Welland,Ontario,L3C7L3,(905) 714-4407,,(905) 714-9474,,jenn.bandi@niagararegion.ca,www.niagararegion.ca/living/seniors/programs/health-wellness-centre.aspx,5,0,0,2012,-1,0,
853,6510,FirstDue Fire Protection,Construction and Construction Equipment,61 Wright St,Welland,Ontario,L3B3K2,(905) 516-5766,,,,evan.sharp@firstduefire.ca,www.firstduefire.ca,2,4,0,2016,0,0,
854,6511,AIH Studios,"Accommodation,  Travel and Tourism",179 East Main Street,Welland,Ontario,L3B3W7,(647) 885-8052,,(416) 939-4826,,calzetta@idirect.com,www.artishell.com,2,0,0,2016,-1,0,
855,6512,Northern Gold Foods Ltd.,Manufacturing,348 Enterprise Drive,Welland,Ontario,L3B5N7,(905) 732-7195,,,,,,71,0,0,2015,0,0,
856,6513,Backyard Farmer,Landscaping and Gardening,502 Forks Road,Welland,Ontario,L3B5K8,(289) 821-9092,,,,info@eatyourlawn.ca,www.eatyourlawn.ca,1,0,0,2017,-1,0,
857,6514,Panels.ca,Manufacturing,615 Rusholme Road,Welland,Ontario,L3B5N7,(905) 734-6060,,,,info@panels.ca,panels.ca,50,0,0,,-1,0,
858,6515,Royal Rose Place,Health and Social Services,635 Prince Charles Drive,Welland,Ontario,L3C0C7,(289) 480-0400,,,(289) 480-0399,,www.jarlette.com/long-term-care/royal-rose-place,35,85,10,,-1,0,
859,6516,Mr. Mikes,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 820-8886,,,,welland@mrmikes.ca,www.mrmikes.ca,,0,0,,-1,0,
860,6517,Booster Juice,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 732-7114,,(905) 321-8130,,,www.boosterjuice.com,,0,0,2017,-1,0,
861,6518,Bear Sushi,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3Z5Z4,(905) 788-3777,,,,,,,0,0,,0,0,
862,6519,Devron Sales Ltd.,Construction and Construction Equipment,412 Enterprise Drive,Welland,Ontario,L3B6H8,(905) 788-1120,,,(905) 788-1132,sales@devronltd.com,,10,0,0,,0,0,
863,6520,Club Eighty8 Health and Fitness,Health and Social Services,652 River Road,Welland,Ontario,L3B5N6,(905) 788-9588,,,,info@clubeighty8.com,www.clubeighty8.com,2,5,0,2018,-1,0,
864,6521,Sullivan Planning Services Inc.,Consultants,707 East Main Street,Welland,Ontario,L3B3Y5,(905) 325-9096,,,,mike@sullivanplanning.ca,sullivanplanning.ca,1,2,,2016,-1,0,
865,6522,Alpha Boss Computer Services,Computer and Internet Service,16 Melissa Crescent,Welland,Ontario,L3C6N9,(289) 696-7530,,,,andrewa@alphaboss.ca,alphaboss.ca,1,0,0,2018,-1,0,
866,6523,Allsports Simulated,Amusement and Recreation,570 River Road,Welland,Ontario,L3B0A2,(289) 377-8612,,(905) 962-6273,,Allsportsinc17@gmail.com,www.allsportssimulated.ca,,,0,2017,-1,0,
867,6524,JB Pro Court Reporting Services,Legal Services,80 King Street,Welland,Ontario,L3B3J2,(289) 407-3476,,,,janebuick@gmail.com,jbprocourtreporting.com,1,1,0,2016,-1,0,
868,6525,The Painted Turtle Pottery,Amusement and Recreation,52 Hellems Ave,Welland,Ontario,L3B3A9,(289) 347-4956,,,,thepaintedturtle@outlook.com,www.thepaintedturtles.com,2,6,0,2014,-1,0,
869,6526,A Team Plastic Fabrication,Manufacturing,129 Hagar Street,Welland,Ontario,L3B5V9,(289) 480-5270,,,,sales@ateamplastics.ca,www.ateamplastics.ca,4,0,0,2017,-1,0,
870,6527,U-Haul - RACE TRAC GAS STATION,Transportation and Warehousing,554 Niagara street,Welland,Ontario,L3C1L8,(905) 735-4935,,,(905) 735-0611,pvijaykumar079@gmail.com,,,0,0,,0,0,
871,6528,"Pic N Save, Self Serve Auto Parts",Automotive,555 Brown Rd,Welland,Ontario,L3B5N4,(905) 788-8742,,,,,www.picnsave.ca,5,0,0,2018,0,0,
872,6529,Employment Solutions,Non-Profit Organizations,800 Niagara Street,Welland,Ontario,L3C1N0,(289) 488-1800,,,(905) 734-3199,info@employment-solutions.org,www.employment-solutions.org,4,0,0,2017,-1,0,
873,6530,Eric Gas & Electric,Construction and Construction Equipment,848 Young Road,Welland,Ontario,L3B5N9,(905) 735-6088,,,(905) 732-4489,eric@ericgaselectric.com,www.ericgaselectric.ca,3,0,0,1993,-1,-1,
874,6531,A & W Foods (Pad),"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 820-7925,,,,,,,0,0,,0,0,
875,6532,Beverly Sneath Art Studio,Amusement and Recreation,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 990-8130,,,,bevsneath@yahoo.ca,www.beverlysneath.com,,0,0,,0,0,
876,6533,Block Properties Niagara,Property Management,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 329-1676,,,,,blockpropertiesniagara.com,,0,0,,0,0,
877,6534,Cell-Tel,Personal and Household Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 347-0456,,,,,,,0,0,,0,0,
878,6535,Cellairis,Personal and Household Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 990-4024,,,,,www.cellairis.com/stores/welland-seaway-mall,,0,0,,0,0,
879,6536,EB Games,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 714-4005,,,,,www.ebgames.ca,,0,0,,0,0,
880,6537,Envi,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 788-3684,,,,envi.jewelery@gmail.com,,,0,0,,0,0,
881,6538,Feet First Steps for Health,Health and Social Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 820-7024,,,,,www.nhchc.ca,,0,0,,0,0,
882,6539,Hometown Treasures/Décor Amour,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 820-6903,,,,tammy@hometowntreasures.org,www.hometowntreasures.org,,0,0,,0,0,
883,6540,INFINITY FAMILY JEWELLERS,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 732-6161,,,,welland@divinejewellery.ca,,3,3,2,,-1,0,
884,6541,Koodo Mobile,Communications,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 788-3628,,,,,,,0,0,,0,0,
885,6542,Maurices,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 734-3173,,,,,www.maurices.com,,0,0,,0,0,
886,6543,Salon Sole,Personal and Household Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 788-3333,,,,,,,0,0,,0,0,
887,6544,Soiree,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 735-5101,,,,,,,3,0,1993,-1,-1,Polish and Dutch
888,6545,Stitches Mega Warehouse,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 735-1460,,,,,urban-planet.com/pages/stitches,,0,0,,0,0,
889,6546,Virgin Mobile,Communications,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 735-1030,,,,,www.virginmobile.ca/en/home/index.html,,0,0,,0,0,
890,6547,Welland District SPCA,Non-Profit Organizations,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 735-4700,,,,,www.wellandspca.com,,0,0,,0,0,
891,6548,Welland Public Library - Seaway Mall Branch,Education Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 820-7472,,,,info@wellandlibrary.ca,www.wellandlibrary.ca,,0,0,,0,0,
892,6549,WIFI Accessories,Personal and Household Services,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 788-9434,,,,wificellular@live.ca,,,0,0,,0,0,
893,6550,WIRELESSWAVE,Communications,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 788-3772,,,,,www.wirelesswave.ca/en,,0,0,,0,0,
894,6551,HorizonKites and Kiteboarding,Retail,30 King Street,Welland,Ontario,L3B3H9,(289) 723-2712,,(888) 848-8189,,sales@horizonkites.com,www.HorizonKites.com,1,0,0,2004,-1,0,
895,6552,Croatian National Home,"Catering, Restaurants and Food Services",6 Broadway,Welland,Ontario,L3C5L3,(305) 734-4882,,(905) 735-6021,,croatianhall.welland@gmail.com,croatiannationalhome.com/perfectvenue,,0,0,,-1,0,Croatian
896,6553,Not Your Ordinary Pet Shop,Retail,255 King Street,Welland,Ontario,L3B3J9,(289) 407-0993,,,,,,,0,0,,0,0,
897,6554,Mama Misfit's Cheesecakery,"Catering, Restaurants and Food Services",77 West Main Street,Welland,Ontario,L3C4Z8,(905) 324-0957,,,,mama.misfitz@gmail.com,,2,2,0,,0,0,
898,6555,Niagara Barber Shop and Shave Parlour,Personal and Household Services,289 Lincoln Street,Welland,Ontario,L3B4N5,(289) 820-6776,,,,,,,0,0,,0,0,
899,6556,Spinosa's Bakery,"Catering, Restaurants and Food Services",60 Niagara Street,Welland,Ontario,L3C1H9,(905) 714-1266,,,,,,2,0,0,,0,0,
900,6557,The Black Sheep Lounge,"Catering, Restaurants and Food Services",64 Niagara Street,Welland,Ontario,L3C1H9,(905) 735-0666,,,,,theblacksheeplounge.com,,0,0,,0,0,
901,6558,KGM Engineering,Consultants,3 Cross Street,Welland,Ontario,L3B5X6,(289) 820-5433,,,,Administration@kgmengineering.ca,www.kgmengineering.ca,12,2,1,2011,0,0,
902,6559,Nova Luna Salon and Spa,Personal and Household Services,601 Southworth Street,Welland,Ontario,L3B2A2,(905) 324-5995,,,,Novaluna_ss@hotmail.com,www.novalunasalonandspa.ca,,0,0,,-1,0,
903,6560,Lehra Carburant Inc.,Manufacturing,556 Ridge Road,Welland,Ontario,L3B5N7,(416) 388-0658,,,,info@pelletcanada.ca,,,0,0,,-1,0,
904,6561,BJ's Variety,Convenience and Variety Stores,35 Ontario Road,Welland,Ontario,L3B5C1,(905) 735-5570,,,,,,2,0,0,,-1,0,
905,6562,INNIO,Manufacturing,200 Buchner Road,Welland,Ontario,L3B5N4,(289) 932-3537,,,,,www.innio.com/en/,250,0,0,2018,-1,0,
906,6563,Mini War Gaming,Amusement and Recreation,214 King Street,Welland,Ontario,L3B3X3,(905) 732-4550,,,,support@miniwargaming.com,www.miniwargaming.com,10,2,0,2007,-1,0,
907,6564,Infinity Rubber Technology Group Inc.,Manufacturing,100 Kennedy Street,Welland,Ontario,L3B0B4,(905) 735-6366,,,(905) 735-9992,info@infinityrubber.com,infinityrubber.com,75,0,0,1946,-1,-1,
908,6565,Cory Cruise Music,Amusement and Recreation,62 Division Street,Welland,Ontario,L3B3Z6,,,,,cruisedates@gmail.com,corycruise.ca,,0,0,,0,0,
909,6566,Dow Auto Supplies,Automotive,435 Prince Charles Drive South,Welland,Ontario,L3B5X1,(905) 714-4567,,,(905) 714-4560,,www.dowauto.ca,,0,0,,0,0,
910,6567,Azotini's Performance & Restorations,Automotive,83 Shaw Street,Welland,Ontario,,(905) 348-1969,,,,audioaddiction.71@gmail.com,,,0,0,,0,0,
911,6568,Quality Prefab,Construction and Construction Equipment,79 Shaw Street,Welland,Ontario,L3B5W9,(905) 931-2182,,,,randy@qualityprefab.ca,,,0,0,,0,0,
912,6569,Shawarma House,"Catering, Restaurants and Food Services",515 East Main Street,Welland,Ontario,L3B3Y1,(905) 735-0777,,,,shawarmahouse@cogeco.net,www.shawarmahouse1.ca,,0,0,,0,0,
913,6570,Beatrice Manor Supportive Living Residence,"Accommodation,  Travel and Tourism",309 Beatrice Street,Welland,Ontario,L3B2Z8,(905) 714-9517,,,(905) 714-4558,info@supportiveliving.ca,www.supportiveliving.ca,,0,0,2011,-1,0,
914,6571,Supernurse Private Duty RN. Foot Care Nurse. Visiting Nurse.,Health and Social Services,,Welland,Ontario,L3B2G7,(289) 990-3831,,,,supernurse121@gmail.com,supernurseprivatedutyrn.ca,1,0,0,2018,-1,0,
915,6572,Steve Yochim & Associates,Financial Institutions,41 Price Avenue,Welland,Ontario,L3C3Y1,(905) 328-8872,,,,syochim@bell.net,steveyochim.ca,1,0,0,,-1,0,
916,6573,Black Ram Media Group Inc,Communications,36 charlotte Court,Welland,Ontario,L3C1P6,(519) 806-9434,,,,daniela@blackrammedia.com,www.blackrammedia.com,3,0,0,2016,-1,0,
917,6574,Burgar Street Laundromat,Personal and Household Services,183 Burgar Street,Welland,Ontario,L3B2T3,(289) 501-5015,,(905) 329-1490,,alsalsmith2017@gmail.com,www.domydudslaundry.com,1,0,0,2019,-1,0,
918,6575,Canadian Shoe Outlet,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 732-1141,,,,,,,0,0,,0,0,
919,6576,Eric Kemp DD Denture Clinic,Health and Social Services,7 Riverside Drive,Welland,Ontario,L3C5C6,(289) 606-1314,,,,smile@erickempdenturecare.com,erickempdenturecare.com,,0,0,2016,-1,0,
920,6577,Kung Fu Tea,"Catering, Restaurants and Food Services",30 Rice Road,Welland,Ontario,L3C5Y6,(905) 788-2000,,,,kungfuteacanada@gmail.com,www.kungfutea.com,,0,0,,0,0,
921,6578,Salim International Rugs,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(647) 869-5683,,,,,,,0,0,,0,0,
922,6579,Presstime Design & Screenprint Limited,Commercial Printing,11 Pietz Avenue,Welland,Ontario,L3C1Z5,(905) 788-2002,,,,info@presstimedesign.com,www.presstimedesign.com,12,0,0,,-1,0,
923,6580,Your Personality Shabby Chic Boutique,Retail,440 Niagara Street,Welland,Ontario,L3C1L5,(905) 735-8850,,,,yourpersonality@bell.net,,1,0,0,,-1,0,
924,6581,Niagara School of Music,Education Services,23 Britannia Avenue,Welland,Ontario,L3C7H4,(905) 325-0517,,,,niagaraschoolofmusic@gmail.com,www.niagaraschoolofmusic.com,,4,0,2014,-1,0,
925,6582,Welland Pickleball Club,Sports Clubs and Organizations,563 Clare Avenue,Welland,Ontario,L3C3B8,(289) 820-9850,,,,wellandpickleballclub@hotmail.com,,,0,0,2018,-1,0,
926,6583,Cris de Lara Art Studio,Amusement and Recreation,13 Cross Street,Welland,Ontario,L3B3W6,(289) 690-2357,,,,,crisdelara.blogspot.ca,,0,0,,0,0,
927,6584,AM/PM Convenience,Convenience and Variety Stores,112 Denistoun Street,Welland,Ontario,L3C1V2,(905) 732-1654,,(905) 965-2513,,pawankomarjoshi@gmail.com,,,0,0,,-1,0,
928,6585,Genius Fitness & Training,Health and Social Services,676 King Street,Welland,Ontario,L3B1J6,(289) 696-7997,,,,anthonyromero11@hotmail.com,,1,0,0,2019,-1,0,
929,6586,The Vegan Hippie Chick (VHC),"Catering, Restaurants and Food Services",91 East Main Street,Welland,Ontario,L3B3W5,(289) 273-2570,,,,theveganhippiechick@gmail.com,www.theveganhippiechick.com,,0,0,2018,0,0,
930,6587,"Renee Rocheleau, Personal Coaching",Health and Social Services,823 Clare Avenue,Welland,Ontario,L3C7E2,(289) 820-5033,,,,roch.ren@gmail.com,www.reneerocheleau.weebly.com,1,0,0,2006,-1,0,
931,6588,Sahara Shawarma,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 620-6464,,,,,saharawrap.com,,0,0,2019,0,0,
932,6589,Powell Drywall Inc.,Construction and Construction Equipment,1131 Niagara Street,Welland,Ontario,L3B5N5,(905) 735-1149,,,,,,,0,0,,0,0,
933,6590,Cash Money,Financial Institutions,844 Niagara Street,Welland,Ontario,L3C1M3,(905) 788-9869,,,(905) 788-1933,,www.cashmoney.ca,,0,0,1992,-1,0,
934,6591,Discount Car and Truck Rentals,Automotive,975 Niagara Street,Welland,Ontario,L3C1M5,(905) 714-1703,,,,,www.discountcar.com,7,1,0,,0,0,
935,6592,Avondale Stores Ltd.,Convenience and Variety Stores,456 First Avenue,Welland,Ontario,L3C6A7,(905) 735-8181,,,,,,,0,0,,0,0,
936,6593,Petro Canada,Automotive,935 Niagara Street,Welland,Ontario,L3C1M4,(905) 732-7422,,,,,,,0,0,,0,0,
937,6594,Sunny Stop Variety,Convenience and Variety Stores,106 Broadway,Welland,Ontario,L3C5L5,(905) 788-3489,,,,,,,0,0,,0,0,
938,6595,Inspired Patio,Retail,28 Clark Street,Welland,Ontario,L3B5W6,(905) 788-2525,,,,info@inspiredpatio.ca,,,0,0,,0,0,
939,6596,Baretta Paving,Construction and Construction Equipment,953 Grassy Brook Road,Welland,Ontario,L0S1K0,(905) 899-6684,,,,barettapaving@yahoo.com,barettapaving.com,5,5,0,2018,-1,0,
940,6597,HollisWealth,Financial Institutions,553 Niagara Street,Welland,Ontario,L3C1L7,(905) 732-7556,,,(905) 732-0752,,www.niagarawealthmanagement.com/site/home,,0,0,,0,0,
941,6598,Kanetix Ltd.,Insurance and Insurance Adjusters,300 Lincoln Street,Welland,Ontario,L3B4N4,(416) 599-9779,,,,,www.kanetixltd.ca,150,0,0,,-1,-1,
