NAME,BUSINESS_DESC,TYPE_CODE,TYPE_DESCRIPTION,OBJECTID,SHAPE,LICENCE_ACCOUNT_NUMBER,LICENSE_LOCATION
INTERIOR MOBILE GLASS INC,MOBILE GLASS SALES & INSTALLATIONS SERVICE,1566,1566 - Contractors,30214,,4014115,3-731 STREMEL RD
GET BENT METAL FABRICATION LTD,WELDING SHOP/METAL FABRICATION,8098,8098 - Welding Shop,30214,,4068424,16-737 STREMEL RD
COE & COMPANY ELECTRIC,ELECTRICAL CONTRACTOR,1566,1566 - Contractors,30214,,4081590,2-731 STREMEL RD
WDS WESTERN DOOR SOLUTIONS,"INSTALLATION OF MANUAL AND AUTOMATED DOOR SYSTEMS, HARDWARE INCLUDED CONTRACTOR",1566,1566 - Contractors,30214,,4083621,5-731 STREMEL RD
MGN VENTURES INC,BUILDING CONTRACTOR,1566,1566 - Contractors,30214,,4079095,17-737 STREMEL RD
WINN AUTOMOTIVE,AUTO DEALER,400,"400 - Auto Dealer - New, Secondhand, Used",30214,,4025444,14-737 STREMEL RD
C&C UPHOLSTERY SERVICES,UPHOLSTERY,8094,8094 - Upholstery,30214,,4079458,8-731 STREMEL RD
GRANDIS CONSTRUCTION CORP,BUILDING CONTRACTOR - HBB MINOR,1566,1566 - Contractors,30222,,4072597,4538 GASPARDONE RD
GASPARDONE B&B,BED & BREAKFAST,7315,7315 - Bed & Breakfast,30223,,4084489,4546 GASPARDONE RD
SARAH GREEN CONSULTING,CONTRACTOR/FREELANCER-PROVIDES DESIGN/BRANDING/COPYWRITING/MARKETING - HBB MINOR,3340,"3340 - Management, Administration & Consultants",30223,,4085347,4546 GASPARDONE RD
SHELDON DENT PHOTOGRAPHY,PHOTOGRAPHER - ITINERANT,8062,"8062 - Photography, Audio and/or Video Engineering or Production",30233,,4073784,411-778 RUTLAND RD N
DRIVING EDUCATION SCHOOL OF THE OKANAGAN,DRIVING SCHOOL HBB MINOR - MOBILE,8065,8065 - Commercial or Private Schools & Training Services,30233,,4085825,313-778 RUTLAND RD N
1018503 BC LTD,Bookkeeping,8002,"8002 - Accountant, bookkeeper, auditor, and public stenographer",30234,,4088027,401-770 RUTLAND RD N
"HOFFMANN, VERA",Home Cleaning Services,8036,8036 - Janitor And/Or Window Cleaning,30239,,4087233,412-265 FROELICH RD
"ROBERT, KEITH",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4089256,101-1128 SUNSET DR
"ZHOU , MANDY & WALTER",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4089159,904-1128 SUNSET DR
EARL GILLESPIE,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083486,402-1128 SUNSET DR
LIFTY LIFE,Short term rental,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086608,905-1128 SUNSET DR
KELOWNA LUXURY MARINE,"Yacht Rental, Skipper services, Boat Operator training",8006,8006 - Boat Rental/Mooring,30240,,4086496,802-1128 SUNSET DR
"MASUDA, CATHERINE",Short-Term Rental - Non-Principal Residence,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087598,802-1128 SUNSET DR
"SULLIVAN, KELLY J",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30240,,4089043,1302-1128 SUNSET DR
ELIZABETH WALSH,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30240,,4085389,1503-1128 SUNSET DR
"WALT, SANDRA L",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083481,1602-1128 SUNSET DR
"MORTIMORE, IAN",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083490,1504-1128 SUNSET DR
"ANDERSON, BARRY C & ANDERSON, JUDITH R",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083344,503-1128 SUNSET DR
"MCGUIRE, PATRICK",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083535,1107-1128 SUNSET DR
"LAKHRAM, KEN & LAKHRAM, MARIE",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085523,902-1128 SUNSET DR
"HOBBS, JOSEY",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4088419,1203-1128 SUNSET DR
TRENT AND LESLIE ROBLIN,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4084271,116-1128 SUNSET DR
"LIU, YANG",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087819,303-1128 SUNSET DR
SUNRISE SUNSET,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4088296,903-1128 SUNSET DR
"PROTEAU, GEOFF",SHORT-TERM RENTAL,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086677,804-1128 SUNSET DR
"SIMPSON, BRIAN & SIMPSON, BONNIE",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083487,702-1128 SUNSET DR
BRIAN PEDERSEN PROPERTIES,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4082080,401-1128 SUNSET DR
BRIAN PEDERSEN PROPERTIES,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4082081,312-1128 SUNSET DR
JOHN KLOECKES,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086230,1201-1128 SUNSET DR
"BERGOUNOUS, DEXTER N",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083491,1506-1128 SUNSET DR
D'ANGELO JUSTIN,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083658,605-1128 SUNSET DR
"SIDHU, TERRY S",Short-Term Rental - Non-Principal Residence,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087502,2003-1128 SUNSET DR
"BASHNICK, JASON",short term rental,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087244,302-1128 SUNSET DR
CHARLES & DENISE LORTIE,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085891,1103-1128 SUNSET DR
ROXI HARMS,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085187,1207-1128 SUNSET DR
JOHN KLOECKES,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4084287,505-1128 SUNSET DR
KELOWNA CONDO,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4082229,1306-1128 SUNSET DR
DEANNE PILSNER,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086362,707-1128 SUNSET DR
W WESSELS PROFESSIONAL CORPORATION,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085174,406-1128 SUNSET DR
JOHN K. CONNOR & TIAMI E. CONNOR,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085444,1803-1128 SUNSET DR
JR RENTS,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30240,,4082776,805-1128 SUNSET DR
"MACKAY, COLLIN",Short-term rentals,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087196,1801-1128 SUNSET DR
LAWRENCE RENTALS,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4082414,701-1128 SUNSET DR
JUNIOR HOLDINGS LTD,Short-Term Rental - Non-Principal Residence,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086954,1206-1128 SUNSET DR
"PIPER, ROY AND PIPER, ELAINE",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083485,404-1128 SUNSET DR
"SALISBURY, WAYNE",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083476,407-1128 SUNSET DR
"BEHIEL, ARTHUR J",Leasing a condominium,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087020,113-1128 SUNSET DR
OSBORNE ROGER & YOSHIOKA JOY,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083489,1106-1128 SUNSET DR
"GRETENER, NICHOLAS",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085150,1603-1128 SUNSET DR
BRIAN PEDERSEN PROPERTIES,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4082082,1006-1128 SUNSET DR
ROXI HARMS,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085186,901-1128 SUNSET DR
LI QIUYAN,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083493,1507-1128 SUNSET DR
ELENA METELITSA,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083339,1004-1128 SUNSET DR
KEYS TO KELOWNA,Consultant for local real estate investors for the short term rental industry,3340,"3340 - Management, Administration & Consultants",30240,,4086835,604-1128 SUNSET DR
"HAMILTON, LINDSEY",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087772,1202-1128 SUNSET DR
"TACKABERRY, JACQUILINE E",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083482,112-1128 SUNSET DR
"HAUSER-LAUZON, SUE",SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4086427,1502-1128 SUNSET DR
MARIA HRAZDIRA,Short Term Rental,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087358,507-1128 SUNSET DR
"BUNCEKOVA, MARIA",Massage & Fitness,2550,2550 - Health Services,30240,,4088179,802-1128 SUNSET DR
"GOSSARD, BRITTNEY A",Short Term Rental,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4087874,1204-1128 SUNSET DR
DAVID WAHL,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4085383,703-1128 SUNSET DR
CASA LAKESIDE,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4089062,1404-1128 SUNSET DR
RAZAVE JALEES & RIDAVI BIRSEN,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083663,1802-1128 SUNSET DR
MARIA HRAZDIRA,SHORT-TERM RENTAL - NON-PRINCIPAL RESIDENCE,7317,7317 - Short-Term Rental - Non-Principal Residence,30240,,4083750,906-1128 SUNSET DR
802 BREEZE,Short-Term Rental - Principal Residence,7316,7316 - Short-Term Rental - Principal Residence,30255,,4087687,802 BREEZE PL
SUGAR ME BARE,Sugar Paste for hair removal,3300,3300 - Mail Order or Outside Merchant Sales,30257,,4086973,786 BREEZE PL
MOONSHOT BUILDERS INC,General Contractor,1566,1566 - Contractors,30265,,4088690,817 BREEZE PL
"RUKIN, LOUISE",Engineering Firm,5099,5099 - Professional Services,30269,,4086727,385 GLENMORE RD
CONTINUUM CLIENT CONTACT INC,CLIENT MANAGEMENT COMPANY,3350,3350 - Management Company - Property,30269,,4076706,201-385 GLENMORE RD
ADVANCED THERAPEUTIC MASSAGE & FITNESS,HEALTH CENTRE (MASSAGE & FITNESS),5099,5099 - Professional Services,30269,,4036549,205-385 GLENMORE RD
TIMELESS JOURNEY OSTEOPATHY,Osteopathy & Wellness,5099,5099 - Professional Services,30269,,4089277,205-385 GLENMORE RD
MICHELLE MCEWEN REGISTERED MASSAGE THERAPY,REGISTERED MASSAGE THERAPY,5099,5099 - Professional Services,30269,,4085543,205-385 GLENMORE RD
FIVE RIVERZ IMMIGRATION CONSULTATION LTD  BC1244117,Immigration Services and Consult,3340,"3340 - Management, Administration & Consultants",30269,,4088497,202-385 GLENMORE RD
EARTHLY ELEMENTS MASSAGE THERAPY,MASSAGE THERAPIST,5099,5099 - Professional Services,30269,,4072329,205-385 GLENMORE RD
MERCURY CONSULTING INC,STRUCTURAL ENGINEER,5099,5099 - Professional Services,30269,,4083637,200-385 GLENMORE RD
COMFORT CRAFTED HOMES INC,BUILDING CONTRACTOR,1566,1566 - Contractors,30269,,4069125,200-385 GLENMORE RD
APPRAISAL WEST REAL ESTATE CORP,REAL ESTATE APPRAISALS,5099,5099 - Professional Services,30269,,4037840,200-385 GLENMORE RD
GLENMORE MASSAGE THERAPY,MASSAGE THERAPY,2550,2550 - Health Services,30269,,4082200,205-385 GLENMORE RD
PATRICK A D HOVE RMT,RMT,5099,5099 - Professional Services,30269,,4086054,205-385 GLENMORE RD
SUMMERHILL ESTATE WINERY CO,WINERY,3405,3405 - Manufacturer,30270,,4029672,4870 CHUTE LAKE RD
1074470 B.C. LTD.,development,1566,1566 - Contractors,30278,,4086531,613 DEVONIAN AVE
APRES TOURS,TOUR OPERATOR - HBB MINOR,1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",30295,,4077778,213-633 LEQUIME RD
OLIVE AND TWIG PHOTOGRAPHY,PHOTOGRAPHY - HBB MINOR,8062,"8062 - Photography, Audio and/or Video Engineering or Production",30295,,4085884,203-633 LEQUIME RD
HONG KONG GARDEN RESTAURANT,RESTAURANT - 140 SQ METRES OR LESS,7102,7102 - Restaurant,30300,,4071754,1007 RUTLAND RD N
MAC'S CONVENIENCE STORE (#11195),RETAIL  STORE,7205,7205 - Retail,30300,,4073281,1007 RUTLAND RD N
MICHALIK ENTERPRISES DBA SUBCITY DONAIR LTD,RESTAURANT,7102,7102 - Restaurant,30300,,4072215,1007 RUTLAND RD N
HOBSON CREATIVE,Online sales of handmade jewelery & accessories,3300,3300 - Mail Order or Outside Merchant Sales,30321,,4087786,515 QUARTZ CRES
"TIAN, JINGJING & WANG, MIN",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30344,,4084099,526 GOWEN PL
WINDMILL VENTURES LTD,BUILDING CONTRACTOR,1566,1566 - Contractors,30347,,4086568,514 HAWES CRT
KA MING PETER CHUNG,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30351,,4085684,124 MCTAVISH AVE
ELDORADO GARDENS,LANDSCAPING DESIGN CONSULTANT - HBB MINOR,1566,1566 - Contractors,30353,,4037817,4540 WALKER RD
BUSY BEE PROPERTY SERVICES INC,JANITOR/WINDOW CLEANING (MORE THAN 3),8036,8036 - Janitor And/Or Window Cleaning,30354,,4076117,980 MARANDA CRT
KELOWNA DRIVING SCHOOL,DRIVING SCHOOL - HBB MINOR,8065,8065 - Commercial or Private Schools & Training Services,30356,,4076700,1036 RUTLAND RD N
CRUZE CO. VENDING,Vending Machine Company - We serve fresh food in our vending machine (in the future non-perishable),7804,7804 - Vending Machines,30373,,4088715,105-345 MILLS RD
KAYSON VENTURES LTD,MANAGEMENT COMPANY/CONSULTING - HBB MINOR,3340,"3340 - Management, Administration & Consultants",30385,,4083985,559 STILL POND PL
KATIE SWEENEY,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30394,,4083455,859 KUIPERS CRES
PHRONESIS LAW LLP,Lawyer,5099,5099 - Professional Services,30414,,4087120,836 KUIPERS CRES
COORDINATE CONSULTING CORP,BUILDING CONTRACTOR,1566,1566 - Contractors,30415,,4031310,840 KUIPERS CRES
OKANAGAN LAKE BOAT RENTALS,BOAT RENTAL - HBB MINOR,8006,8006 - Boat Rental/Mooring,30415,,4080783,840 KUIPERS CRES
SILVER LINING STERILIZATION SOLUTIONS INC.,"CONTRACTORS - STERILIZATION, REMEDIATION, CLEANING HBB MINOR",1566,1566 - Contractors,30425,,4085079,1084 HUME AVE
RO LITTLE FITNESS,FITNESS & NUTRITION COACH - HBB MINOR,8066,"8066 - Private Teaching of Music, Dancing, Hairdress & other related activities",30429,,4085578,1060 HUME AVE
OKANAGAN VALLEYVIEW HOMES INC.,GENERAL CONTRACTOR - HBB MINOR,1566,1566 - Contractors,30429,,4079683,1060 HUME AVE
GAIA LANDSCAPING,LANDSCAPING/GARDEN MAINTENANCE (SERV ONLY) - HBB MINOR,8042,8042 - Landscaping/Garden  (Service Only),30438,,4077895,1024 HUME AVE
"KNOP, HAROLD & KNOP, BEVERLY",SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30439,,4084296,1018 HUME AVE
"CAMPBELL, WAYNE & MONIQUE",Short-Term Rental - Principal Residence,7316,7316 - Short-Term Rental - Principal Residence,30442,,4087468,1055 HUME AVE
COLUMBIA WALL SYSTEMS (BC) LTD,PLASTERING/ LATHEING CONTRACTOR,1566,1566 - Contractors,30443,,4060141,1095 HUME AVE
MASTERWORKS COACHING GROUP INC,ONLINE COACHING & TRAINING SERVICES - HBB MINOR,2550,2550 - Health Services,30448,,4083844,1395 KENDRA CRT
NEEDHAM ENTERPRISES,TILE CONTRACTOR - HBB MINOR,1566,1566 - Contractors,30450,,4080712,1407 KENDRA CRT
DEVING KURTIS CHELSBERG AND ERIN FEARN,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,30451,,4086416,1413 KENDRA CRT
STYLECRAFT HOMES LTD,BUILDING CONTRACTOR,1566,1566 - Contractors,30461,,4065443,1223 LOSETH DR
ELISE RUEL DOULA SERVICES,DOULA SERVICES - HBB MINOR,2550,2550 - Health Services,30675,,4084024,710 WENRIC CRES
DAVID'S LAWN & YARD CARE,LANDSCAPING/GARDEN  (SERV ONLY) HBB MINOR,8042,8042 - Landscaping/Garden  (Service Only),31655,,4085056,440 CASCIA DR
JAIMIE KEHLER INTERIORS,Interior Design,1566,1566 - Contractors,32866,,4089244,103-1495 GRAHAM ST
CANWEST FRUIT SALES,CARRIER - HBB MINOR,1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",32866,,4078465,120-1495 GRAHAM ST
GUTTER PRO EXTERIORS INC,MOBILE GUTTER INSTALLATIONS,1566,1566 - Contractors,32866,,4086750,117-1495 GRAHAM ST
WILD REMEDIES,MAIL ORDER OR OUTSIDE MERCHANT SALES,3300,3300 - Mail Order or Outside Merchant Sales,32866,,4087645,109-1495 GRAHAM ST
SUPER SAVE DISPOSAL INC,CARRIER - 6 VEHICLES (DISPOSAL & RECYCLING),1300,"1300 - Carrier - Taxicabs, Limousines, Tour Companies, Courier/Delivery/Freight/Hauling Services",32876,,4033602,8925 GRIGG RD
GRIZZLY METAL FAB INC,MANUFACTURER  - METAL FABRICATION,3405,3405 - Manufacturer,32877,,4060223,8955 GRIGG RD
VARSTEEL LTD,WHOLESALE,7905,7905 - Wholesale,32884,,4065115,280 BUBNA RD
HARRIS REBAR,OTHER CONTRACTORS - FABRICATOR - STEEL,1566,1566 - Contractors,32885,,4064068,1-180 BUBNA RD
ASLAN UNITED CAPITAL CORP.,Management Services,3340,"3340 - Management, Administration & Consultants",33443,,4088525,149-4450 GORDON DR
LAKESHORE VEIN & AESTHETICS INC,PHYSICIAN,5099,5099 - Professional Services,35518,,4067498,3293 LAKESHORE RD
DR BRIAN ASHLEY INC,PROFESSIONAL - DENTIST,5099,5099 - Professional Services,35518,,4036147,205-3295 LAKESHORE RD
CHELSEA MURRAY RMT,Registered Massage Therapy Contractor,5099,5099 - Professional Services,35518,,4088181,302-3295 LAKESHORE RD
ALLIANCE THERAPEUTICS,MASSAGE THERAPIST,5099,5099 - Professional Services,35518,,4078703,302-3295 LAKESHORE RD
"BRAUN, CAROLINE",REGISTERED MASSAGE THERAPIST - ITINERANT,5099,5099 - Professional Services,35518,,4081278,302-3295 LAKESHORE RD
INTEGRA MEDICAL CONSULTING INC,Independent Medical Assessment Services,2550,2550 - Health Services,35518,,4087092,301-3295 LAKESHORE RD
JADE LACERTE RMT,REGISTERED MASSAGE THERAPIST,5099,5099 - Professional Services,35518,,4078873,555 LANFRANCO RD
MISSION HEALTH AND WELLNESS,THERAPEUTIC MASSAGE,5099,5099 - Professional Services,35518,,4078462,555 LANFRANCO RD
UTTAM GALA RMT,Registered Massage Therapy,2550,2550 - Health Services,35518,,4088211,555 LANFRANCO RD
FOXKRO MASSAGE INC,REGISTERED MASSAGE THERAPY,5099,5099 - Professional Services,35518,,4085951,555 LANFRANCO RD
JAIMIE TURNER RMT,REGISTERED MASSAGE THERAPIST,5099,5099 - Professional Services,35518,,4082372,555 LANFRANCO RD
LAKESIDE HEARING DBA LAKESIDE DIAGNOSTIC HEARING & TINNITUS CENTRE,AUDIOLOGIST,5099,5099 - Professional Services,35518,,4079247,204-3295 LAKESHORE RD
TD BENEFITS,HEALTH INSURANCE,7705,7705 - Trust/Insurance/Investment/Loan/Mortgage Company,35518,,4081694,202-3295 LAKESHORE RD
PATRICK HUANG CHARTERED ACCOUNTANT,CHARTERED ACCOUNTANTS,5099,5099 - Professional Services,35518,,4024487,303-3295 LAKESHORE RD
"BLOOMQUIST, ERIK",FINANCIAL ADVISOR - HBB MINOR,5099,5099 - Professional Services,35967,,4081833,203-1905 PANDOSY ST
CENTURY LANE KITCHENS INC,CABINET MANUFACTURING,3405,3405 - Manufacturer,35971,,4027668,800 MCCURDY RD
JUSTIN SCHNEIDER,Concrete Finishing,1566,1566 - Contractors,35972,,4087329,1610 MCKENZIE RD
TRUE BLUE CONCRETE PUMPING INC,Small concrete pump,1566,1566 - Contractors,35972,,4087356,1610 MCKENZIE RD
BILL GEVERS EXCAVATING AND CONSTRUCTION,BUILDING CONTRACTOR - GENERAL,1566,1566 - Contractors,35978,,4064487,1495 HOLLYWOOD RD S
RACHELLE'S HAIR DESIGN,HAIRSTYLIST HBB MAJOR,2400,2400 - Hairstylist or Barber,35979,,4072219,1240 NEPTUNE RD
GREEN LEAVES LANDSCAPING,LANDSCAPING & GARDENING,8042,8042 - Landscaping/Garden  (Service Only),35997,,4057894,1493 TANEMURA CRES
"HULME, TYSON SM",Contractor - concrete forming and finishing,1566,1566 - Contractors,36001,,4086869,1445 TANEMURA CRES
JOHN BAKER HOMES,BUILDING CONTRACTOR,1566,1566 - Contractors,36096,,4070250,1996 KLOPPENBURG CRT
CRE GREEN CONSULTING LTD - HBB MINOR,GENERAL CONTRACTOR/ARCHITECTURAL CONSULTING/SOLAR PRODUCTS ASSEMBLY & INSTALL,5099,5099 - Professional Services,36141,,4080203,712 MCCLURE RD
CRE FORTUNE MANAGEMENT LTD.,"REAL ESTATE DEVELOPMENT/MANAG, INVESTMENT, FINANCIAL MANAG, INSURANCE  HBB MINOR",3340,"3340 - Management, Administration & Consultants",36141,,4085798,712 MCCLURE RD
JASON HUFF,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,36168,,4082979,997 LONG RIDGE CRT
BELLA VISTA,SHORT-TERM RENTAL - PRINCIPAL RESIDENCE,7316,7316 - Short-Term Rental - Principal Residence,36180,,4088580,1042 LONG RIDGE DR
HARTTE HEALTH INC.,"I will be selling goods on amazon from my house in kelowna, bc",3300,3300 - Mail Order or Outside Merchant Sales,36192,,4087497,1102 LONG RIDGE DR
SPARTAN COATINGS LTD,CEMENT AND/OR CONCRETE CONTRACTOR,1566,1566 - Contractors,36197,,4078095,1138 LONG RIDGE DR
HAMMERS AND HEELS,WOOD FURNITURE AND HOME DECOR - HBB MINOR,8029,8029 - Furniture Repair/Refinishing,36229,,4077226,1911 HIDDEN LAKE PL
ELITE BALANCE,PHYSIOTHERAPIST - ITINERANT,5099,5099 - Professional Services,36237,,4081309,1863 HIDDEN LAKE PL
ROBYN MACIVER - AYURVEDIC WELLNESS COACH,"HEALTH SERVICES - WOMEN'S WELLNESS COACHING, POSTPARTUM SUPPORT - HBB MINOR",2550,2550 - Health Services,36283,,4086191,5466 SOUTH PERIMETER WAY
MOVE DAILY FITNESS,FITNESS TRAINING,8066,"8066 - Private Teaching of Music, Dancing, Hairdress & other related activities",36287,,4071066,5472 SOUTH PERIMETER WAY
