BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
PRAIRIE PRIDE CONSTRUCTION LTD.,19000101,0003146,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20090514,0,20090514,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20090515,20170101
STANLEY ACCESS TECHNOLOGIES,19000101,0003147,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20090515,0,2009033,0,20171231,1,               ,AUTOMATED DOOR INSTALLATION,0,20090101,20170101
VOLKER STEVIN HIGHWAYS LTD.,19000101,0003274,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170828,1,20170828,0,20171231,1,               ,ROAD CONTRACTOR,0,20170828,2017083
SQUISH SANDWICH CELLAR,19000101,0003288,1,           ,211,BANFF AVE,000121,                     ,                     ,6,6,6719BC,               ,               ,               ,               ,               ,               ,20110112,0,20110112,0,20171231,1,               ,RESTAURANT,0,20110121,20170101
NIGHT OWL CONVENIENCE STORE,19000101,0003289,1,           ,211,BANFF AVE,000121,                     ,                     ,6,6,6719BC,               ,               ,               ,               ,               ,               ,20110112,0,20101205,0,20171231,1,               ,RESTAURANT - RETAIL,0,20110101,20170101
REVIVE FACE AND BODY,19000101,0003290,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20110112,0,20110105,0,20171231,1,               ,PERSONAL SERVICE,0,20110101,20170109
ST CARPENTRY & RENOVATION,19000101,0003294,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20140225,0,20140225,0,20171231,1,               ,CONTRACTOR,0,20140301,20170101
SONJA PURCELL DESIGN,19000101,0003303,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20110323,0,20110323,0,20171231,1,               ,ARCHITECTURAL/INTERIOR DESIGN SERVICES,0,20110323,20170313
SPECIAL EVENT RENTALS,19000101,0003299,1,           ,150,EAGLE CRES,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20110304,0,20110304,0,20171231,1,               ,EVENT SUPPLY RENTALS,0,20110401,20170101
CROWFOOT MEDIA,19000101,0003316,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20150622,0,20150622,0,20171231,1,               ,FREELANCE WRITING,0,20150622,20170117
OH BENTO & PIZZA,19000101,0003317,1,           ,100,NORQUAY RD,020054,                     ,CM & CZ,                     ,                     ,6883JK & 914372,               ,               ,               ,               ,               ,               ,20110428,0,20110428,0,20171231,1,               ,RESTAURANT,0,20110501,20170101
BART'S CONSTRUCTION,19000101,0003323,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20161018,0,20110503,0,20171231,1,               ,CONTRACTOR,0,20161018,20170101
BAKER CONSTRUCTION,19000101,0003324,1,           ,418,COUGAR ST,000383,                     ,                     ,46,19,1211HU,               ,               ,               ,               ,               ,               ,20110623,0,20110505,1,20171231,1,               ,GENERAL CONTRACTOR CONSULTANT (TYPE 2),0,20110701,2017033
BEAVERTAILS,19000101,0003302,1,           ,120,BANFF AVE,000028,                     ,                     ,9,2,6719BC,               ,               ,               ,               ,               ,               ,20110627,0,20110315,0,20171231,1,               ,RESTAURANT,0,20110701,20170103
GOING WITH THE GRAIN - HARDWOOD FLOORING,19000101,0003328,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20110517,0,20110517,0,20171231,1,               ,CONSTRUCTION - FLOORING,0,20110701,20170119
BANFF FARMERS MARKET,19000101,0003329,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20110527,0,20110527,0,20171231,1,               ,FARMERS MARKET,0,20110601,20170101
THERESE'S DRIVING SCHOOL,19000101,0003333,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20130422,0,20130422,0,20171231,1,               ,DRIVING SCHOOL,0,20130422,20170101
CANADIAN SCENERY TRAVEL,19000101,0003312,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20110419,0,20110418,0,20171231,1,               ,TOUR COMPANY,0,20110401,20170101
NATURAL REFLECTIONS PHOTOGRAPHY,19000101,0003340,1,           ,211,SPRINGS CRES,121118,                     ,                     ,36,R13,8710330,               ,               ,               ,               ,               ,               ,20110701,0,20110414,1,20171231,1,               ,PHOTOGRAPY SERVICE,0,20110701,20170101
GESTION MELIAN REAL ESTATE SERVICES,19000101,0003346,1,           ,208,BEAR ST,000133,                     ,                     ,27&31,6,6719BC,               ,               ,               ,               ,               ,               ,20110811,0,20110811,0,20171231,1,               ,REAL ESTATE SERVICE,0,20110901,20170101
PHOENIX CONSTRUCTION,19000101,0003318,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150731,0,20150731,0,20171231,1,               ,CONTRACTOR,0,20150731,20170101
