BusinessName,BusinessDescription,Address,Phone,Naics,NaicsDescription,BusinessType,FullTime,PartTime
Herbaland Naturals Inc,Online wholesale trading health products,12340 Horseshoe Way   Richmond BC  V7A 4Z1,604-284-5050,413190,Other specialty-line food merchant wholesalers,Wholesale Trading,18,0
Herbaland Naturals Inc,Storage only for other locations (3 other locations),12000 Jacobson Way   Richmond BC  V6W 1L6,604-284-5050,493110,General warehousing and storage,,5,0
Herbert's Autobody Inc,Autobody Repair,2851 Simpson Rd Unit 125 Richmond BC  V6X 2R2,604-278-1900,811121,"Automotive body, paint and interior repair and maintenance",,3,0
Heritage Design & Construction Management Inc,Building design/general construction & construction management,8888 Odlin Cr Unit 3185 Richmond BC  V6X 3Z8,604-813-6116,236110,Residential building construction,General Contractor,2,0
Heritage Lane Homes Ltd,general contractor/builder of homes,11471 Bird Rd   Richmond BC  V6X 1N7,604-537-5792,236110,Residential building construction,General Contractor,2,0
Herman & Son Plumbing,Gas contractor,2611 Smith St   Richmond BC  V6X 2J1,604-273-3423,238220,"Plumbing, heating and air-conditioning contractors",Gas Contractor,2,0
Herman & Son Plumbing,Plumbing contractor,2611 Smith St   Richmond BC  V6X 2J1,604-273-3423,238220,"Plumbing, heating and air-conditioning contractors",Plumbing Contractor,3,0
Heron Island Cafe (MacNeill School Cafeteria),school cafeteria,6611 No 4 Rd   Richmond BC  V6Y 2T2,604-244-7013,722310,Food service contractors,Food Service Establishment,0,5
Herringbone Consulting & Design Ltd,Registered Office for company working on renovations & upgrades to homes in various locations throughout BC,9980 Greenlees Rd Unit 4 Richmond BC  V7A 1V4,604-417-5907,236110,Residential building construction,General Contractor,2,0
Herschel Supply Company Ltd,"Retail sales of backpacks, some apparel, laptop sleeves, wallets and hats",7899 Templeton Station Rd Unit 1035 Richmond BC  V7B 0B7,778-960-9170,448150,Clothing accessories stores,Retail Trading,5,3
Hertz Canada Limited,Administration office,3846 McDonald Rd   Richmond BC  V7B 1L8,604-606-3734,551114,Head offices,,28,0
Hertz Rent a Car,Office for rent a car,2691 No 5 Rd   Richmond BC  V6X 2S8,604-606-3734,532111,Passenger car rental,Vehicle For Hire Office,3,0
Hertz Rent A Car,Office for rent a car,3880 Grant McConachie Way   Richmond BC  V7B 0A5,604-606-3734,532111,Passenger car rental,Vehicle For Hire Office,8,0
Hertz Rent a Car,Car rental for the exclusive use of customers of No 1 collision and Mercesdes Benz collision.  Car rental located on site of the body shop.  No more than 5 vehicles on site.,11100 Cambie Rd Unit 100 Richmond BC  V6X 1K9,604-606-3734,532111,Passenger car rental,Vehicle For Hire Office,1,0
Herzog Leasing Ltd,Investments & property leasing,8080 Lurgan Rd   Richmond BC  V6Y 1H7,604-275-4127,531190,Lessors of other real estate property,Home Occupation,1,1
Hesca Antiaging Center Canada Ltd,health research and personal health consulting,13988 Maycrest Way Unit 130 Richmond BC  V6V 3C3,604-780-5800,541690,Other scientific and technical consulting services,,2,2
Hesca Naturopathic Clinic,Naturopathic clinic,13988 Maycrest Way Unit 130 Richmond BC  V6V 3C3,604-285-0805,621390,Offices of all other health practitioners,,2,2
Hettich Canada Limited Partnership,sales & storage of hinges,3840 Jacombs Rd Unit 106 Richmond BC  V6V 1Y6,778-227-8502,416210,Metal service centres,Wholesale Trading,2,0
Hexonet Services Inc,domain sales and marketing for internet domain names. eg:   .ca  . com etc,6900 Graybar Rd Unit 2235 Richmond BC  V6W 0A5,604-637-5788,517910,Other telecommunications,,5,0
Hey Hotpot,Full service restaurant,8500 Alexandra Rd Unit 140 Richmond BC  V6X 3L4,778-828-3232,722511,Full-service restaurants,Food Service Establishment,5,10
Hey! I Am Yogost,yogurt based beverages,6060 Blundell Rd Unit 115 Richmond BC  V7C 5J8,778-325-5399,722512,Limited-service eating places,Food Service Establishment,2,10
Hey! I am Yogost,selling yogurt,8181 Cambie Rd Unit 1140 Richmond BC  V6X 3X9,778-929-7333,722512,Limited-service eating places,Food Service Establishment,3,4
Hey! I Am Yogost,Dessert,5300 No 3 Rd Unit 222 Richmond BC  V6X 2X9,204-881-2515,722512,Limited-service eating places,Food Service Establishment,2,6
Heyjo Music BBQ Bar,Food and liquor service,8291 Alexandra Rd Unit 155 Richmond BC  V6X 1C3,778-222-7999,722512,Limited-service eating places,Food Service Establishment,2,8
HGL Enterprises Ltd,Business consulting,8740 Ashby Pl   Richmond BC  V6Y 2Z9,604-307-3870,541619,Other management consulting services,Home Occupation,1,1
Hi Mark Electric Ltd,Electricial contracting,2731 Shell Rd   Richmond BC  V6X 2P2,604-275-0022,238210,Electrical contractors and other wiring installation contractors,Electrical Contractor,5,0
Hi MAT Express Canada,"Logistics and freight forwarding, storage of vehicles for export. ",14271 Knox Way Unit 135 Richmond BC  V6V 2Z4,604-370-3078,484110,"General freight trucking, local",,4,4
Hi Pressure Equipment Ltd,Manufacturer and distributor of pressure cleaning equipment,12051 Horseshoe Way Unit 125 Richmond BC  V7A 4V4,604-940-1599,332999,All other miscellaneous fabricated metal product manufacturing,,2,1
Hi-Aim Builders Ltd,General Contractor (Residential),6271 Bassett Rd   Richmond BC  V7C 2Y3,604-272-5070,236110,Residential building construction,General Contractor,2,0
Hi-Jet Janitorial Services,Carpet shampooing & cleaning services,15540 Westminster Hwy   Richmond BC  V6V 1A6,604-447-0025,561722,Janitorial services (except window cleaning),Home Occupation,1,0
Hi-Life Bodycare Ltd,"acupuncture, foot reflexology, ",4800 No 3 Rd Unit 137 Richmond BC  V6X 3A6,604-273-6899,621390,Offices of all other health practitioners,Therapeutic Touch Treatments,7,3
Hi-Line Aluminum Welding Ltd,"Wholesale - specialty pipe fitting, marine equipment Aluminum fabrication - small boats, marine and industrial products",11831 Machrina Way   Richmond BC  V7A 4V3,604-274-0222,331210,Iron and steel pipes and tubes manufacturing from purchased steel,,5,1
Hi-Qua Sports (Canada) Ltd,Wholesale agent of badminton supplies,9544 Thomas Dr   Richmond BC  V7E 5X9,604-339-9654,419120,Wholesale trade agents and brokers,Home Occupation,1,0
Hi-Tech Acrylic Products Inc,Retail plumbing fixtures toilets bathtubs etc,11291 Bridgeport Rd   Richmond BC  V6X 1T4,604-231-9592,444190,Other building material dealers,Retail Trading,5,0
Hi-Van Seafood Ltd,Seafood products trading and wholesale,6115 Rekis Ave   Richmond BC  V7E 5G9,778-237-9884,413140,Fish and seafood product merchant wholesalers,Home Occupation,0,3
Hibit Blockchain,"Money service business including virtual currency dealing and foreign currency exchange, event organization and consultant service related to blockchain and financial technology",8260 Westminster Hwy Unit 2230 Richmond BC  V6X 3Y2,604-499-3201,523130,Commodity contracts dealing,,1,0
Hican International Consulting Ltd,"Immigration consulting, Employment agency, international student services",5811 Cooney Rd Unit 305 Richmond BC  V6X 3M1,604-375-6878,911320,Immigration services,,2,0
Hich Persian Food,Food court restaurant serving Persian food,4151 Hazelbridge Way Unit 3270 Richmond BC  V6X 4J7,778-251-4415,722512,Limited-service eating places,"Food Service Establishment, Take-Out",2,0
HIG Services,currency exchange,6061 No 3 Rd Unit 108 Richmond BC  V6Y 2B2,778-238-1777,523130,Commodity contracts dealing,,3,0
High Altitude Foods Ltd,"food manufacturing-packaged sandwiches, salads, entrees, snacks",12871 Bathgate Way Unit 20 Richmond BC  V6V 1Y5,604-273-2433,311990,All other food manufacturing,,4,4
High End Resale Inc,retail of household items and gifts,4151 Hazelbridge Way Unit 2330 Richmond BC  V6X 4J7,604-946-2550,442298,All other home furnishings stores,Second-Hand Dealer,3,3
High Fashion Hair,Hair Salon,10151 No 3 Rd Unit 102 Richmond BC  V7A 4R6,604-448-1286,812115,Beauty salons,,3,1
High Output Automotive Ltd,Automotive repair shop,13980 Maycrest Way Unit 108 Richmond BC  V6V 3C2,604-278-8624,811111,General automotive repair,,2,0
High Speed Express Inc,Courier Service,12900 Jack Bell Dr Unit 23 Richmond BC  V6V 2V8,604-377-3811,492110,Couriers,Delivery Services,1,0
High Sun Mattress Co,retail mattresses & furniture,12120 Bridgeport Rd   Richmond BC  V6V 1J3,604-717-1198,442110,Furniture stores,Retail Trading,1,1
High-Integrity Construction Ltd,General Contractor/Builder Residential & Commercial,10820 No 5 Rd Unit 543 Richmond BC  V7A 4E5,778-877-2046,236220,Commercial and institutional building construction,General Contractor,1,0
Higher Derivative Solutions Inc,Business management and software implementation consulting service,3651 Shuswap Ave   Richmond BC  V7E 2A9,604-307-4921,541619,Other management consulting services,Home Occupation,1,1
Highgate Millworks,Manufacturing woodwork (eg. cabinets) & install at clients ,13571 Verdun Pl Unit 155 Richmond BC  V6V 1W5,778-709-2087,337110,Wood kitchen cabinet and counter top manufacturing,,1,1
Hight Maintenance Service,"Gardening, Cleaning, Painting, Handyman",10648 Westminster Hwy   Richmond BC  V6X 1B2,604-273-5520,561799,All other services to buildings and dwellings,General Contractor,1,1
Hilljade Enterprises Ltd,Property management,5860 Musgrave Cr   Richmond BC  V7C 5N6,,531310,Real estate property managers,Property Management,0,1
Hillwood Lotus Enterrprises Inc,retail of lotus smart hygiene seat and toilets,4151 Hazelbridge Way Unit 1320 Richmond BC  V6X 4J7,604-273-0353,444190,Other building material dealers,Retail Trading,2,1
Hilti (Canada) Corporation,Sales of construction tools and related products,12591 Bridgeport Rd Unit 110 Richmond BC  V6V 1J4,918-872-3290,444130,Hardware stores,Retail Trading,1,0
Hilton Vancouver Airport,Hotel,5911 Minoru Blvd   Richmond BC  V6X 4C7,604-273-6336,721111,Hotels,Hotel,60,0
Hilton Vancouver Airport,Bar - Class A liquor licence,5911 Minoru Blvd   Richmond BC  V6X 4C7,604-273-6336,722410,Drinking places (alcoholic beverages),,10,0
Hilton Vancouver Airport,Restaurant,5911 Minoru Blvd   Richmond BC  V6X 4C7,604-273-6336,722511,Full-service restaurants,Food Service Establishment,10,0
Himalaya Sweets & Restaurant,restaurant,4011 No 5 Rd Unit 110 Richmond BC  V6X 2T9,604-247-2252,722512,Limited-service eating places,Food Service Establishment,6,3
Hing Fung Enterprise Ltd,"Landscaping/gardening service, lawn irrigation installation",10137 Carter Crt   Richmond BC  V6X 3V2,604-278-8336,238910,Site preparation contractors,General Contractor,1,1
Hing Lee Seafoods,Wholesale Seafoods,12671 Bathgate Way Unit 8 Richmond BC  V6V 1Y5,604-273-3138,413140,Fish and seafood product merchant wholesalers,Wholesale Trading,6,0
Hing Lee Seafoods,Manufacturing Seafoods,12671 Bathgate Way Unit 8 Richmond BC  V6V 1Y5,604-273-3138,311710,Seafood product preparation and packaging,,3,0
Hit And Run Self Defense Ltd,"instruction in martial arts at fitness clubs, seminars, private classes",11680 4th Ave   Richmond BC  V7E 3H4,604-817-2963,611620,Athletic instruction,Home Occupation,1,0
Hitachi Energy Canada Inc,Design/Install Computer Software,10651 Shellbridge Way Unit 100 Richmond BC  V6X 2W8,604-207-6000,511211,Software publishers (except video game publishers),,90,0
Hiyes Trading Ltd,"Product fulfillment and inventory control services to clients that operate their own online stores.  We sell small accessories such as clothing, earphones and small speakers.",11566 Eburne Way Unit 118 Richmond BC  V6V 2G7,778-886-8758,414110,Clothing and clothing accessories merchant wholesalers,Wholesale Trading,1,0
HK Seafood Street,"Retail sales of dried scallops, dried sea cucumber, fishmaw, dried anchovies, hair shampoo, gift boxes, hair conditioner",8700 McKim Way Unit 2183 Richmond BC  V6X 4A5,236-412-8463,445220,Fish and seafood markets,Retail Trading,2,0
HKJ Marketing,Marketing Services and Office Adminstration ,11960 Hammersmith Way Unit 165 Richmond BC  V7A 5C9,604-319-9488,551114,Head offices,,7,0
HKM Financial Inc,Financial advisor,13351 Commerce Pkwy Unit 1238 Richmond BC  V6V 2X7,604-370-6628,541611,Administrative management and general management consulting services,,3,0
HM Touch Up Beauty Ltd,Retail of cosmetics & application of permanent make-up ,4311 Hazelbridge Way Unit 1610 Richmond BC  V6X 3L7,604-233-1888,446120,"Cosmetics, beauty supplies and perfume stores",Retail Trading,1,1
HM Virtual Assistance,"Virtual assistant services: management (email, calendar, community, graphic design, website design, other admin tasks)",11671 7th Ave Unit 227 Richmond BC  V7E 3B7,236-688-2420,561110,Office administrative services,Home Occupation,1,0
HML Trading Services (Canada) Ltd,"Import products agency  (hats, shirts, banners) shipped from wholesaler directly",12611 Harrison Ave   Richmond BC  V6V 2R9,604-876-8833,419120,Wholesale trade agents and brokers,Home Occupation,1,0
HMW Global Enterprise Corp,Business Consultant Services,6671 Gamba Dr   Richmond BC  V7C 2G4,778-865-9916,419120,Wholesale trade agents and brokers,Home Occupation,2,0
HNG Women's In-Home Physiotherapy,Mobile physiotherapy service (home visits),7333 Turnill St Unit 15 Richmond BC  V6Y 4L7,604-332-6034,621499,All other out-patient care centres,Home Occupation,0,1
Ho Ho Skin Therapy Clinic,Dermatologic therapy,7031 Westminster Hwy Unit 309 Richmond BC  V6X 1A3,604-278-1187,621390,Offices of all other health practitioners,,3,0
Ho King Renovation Ltd,Fabrication of metal railing & window security bars,12868 Clarke Pl Unit 120 Richmond BC  V6V 2H1,604-649-6289,332329,Other ornamental and architectural metal product manufacturing,,2,0
Ho Mei Dim Sum,Retail of packaged and frozen food,8260 Westminster Hwy Unit 1385 Richmond BC  V6X 3Y2,604-231-0998,445299,All other specialty food stores,Retail Trading,1,0
Hoboken Development B C Ltd,Residential Home Construction,5888 Dover Cr Unit 334 Richmond BC  V7C 5R9,604-710-6628,236110,Residential building construction,General Contractor,1,0
Hoboken Development B C Ltd,Residential Home Construction,5888 Dover Cr Unit 334 Richmond BC  V7C 5R9,604-710-6628,236110,Residential building construction,General Contractor,1,0
Hockey DR,Part time on ice skills (hockey instruction),11673 7th Ave Unit 206 Richmond BC  V7E 3B7,604-377-6924,611620,Athletic instruction,Home Occupation,1,0
Hodder Tugboat Company Ltd,Marine tow service,16031 River Rd   Richmond BC  V6V 1X5,604-273-2821,488339,Other navigational services to shipping,,25,0
Hoegler Muffler City,Automotive Services,5711 No 3 Rd Unit 130 Richmond BC  V6X 2C9,604-278-6616,811112,Automotive exhaust system repair,,5,0
Hoegler Muffler City,"Auto vehicle exhaust installations, custom exhaust, shocks, head light, aluminum & trailer hitches",5711 No 3 Rd Unit 130 Richmond BC  V6X 2C9,604-278-6616,336390,Other motor vehicle parts manufacturing,,5,0
Hofast Enterprises (Canada) Ltd,"Wholesale - Gifts & promotional products, water filter systems, home securities film installations, advertising specialities",8600 Cambie Rd Unit 250 Richmond BC  V6X 4J9,604-279-8230,418990,All other merchant wholesalers,Wholesale Trading,2,0
Hoff Guitars,Custom made guitars for clients,8231 No 2 Rd   Richmond BC  V7C 3M2,778-882-1269,339990,All other miscellaneous manufacturing,Home Occupation,0,1
Hog Shack Cook House,Restaurant,3900 Bayview St Unit 160 Richmond BC  V7E 4R7,604-272-7264,722511,Full-service restaurants,Food Service Establishment,5,5
Hoi-Bo Fisheries Inc,seafood processing plant,12811 Rowan Pl Unit 3106 Richmond BC  V6V 2S6,604-715-8833,311710,Seafood product preparation and packaging,,4,0
Hoi-Bo Seafood Trading Inc,Import Seafood from US - Product goes straight to buyer,10000 Fisher Gate Unit 97 Richmond BC  V6X 3W8,604-232-1221,419120,Wholesale trade agents and brokers,Home Occupation,1,0
Holiday Inn Express Hotel & Suites Riverport,Hotel - accomodation - hospitality,10688 No 6 Rd   Richmond BC  V6W 1E7,604-241-1830,721111,Hotels,Hotel,222,9
Holiday Inn Express Riverport,General contractor - hotel construction,10688 No 6 Rd   Richmond BC  V6W 1E7,604-248-8205,236220,Commercial and institutional building construction,General Contractor,1,0
Holiday Inn Express-Vancouver Airport,Hotel,9351 Bridgeport Rd   Richmond BC  V6X 1S3,604-273-8080,721111,Hotels,Hotel,25,10
Holiday Inn Vancouver Airport,parking enforcement using automobile immobilizing device ,10720 Cambie Rd   Richmond BC  V6X 1K8,604-821-1818,812930,Parking lots and garages,Parking Enforcement Business,5,0
