FID,ID,Name,EmplRange,NAICSTitle,NAICSDescr,NAICSCode,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Address,PostalCode,BldgNo,UnitNo,Modified,PIN,CHArea,Ward
9606,20803,C P T Canada Power Technology Limited,20 to 49,Wholesale,Office and Store Machinery and Equipment Wholesale,417910,905-890-6900,905-890-0147,1-800-861-9559, ,www.canadapowertech.com,161,Watline Ave,161 Watline Ave,L4Z 1P2, , ,1.54613E+12,5141900,Gateway EA (East),5
9607,20804,Commercial Spring & Tool Co. Ltd.,N/A,Manufacturing,Other Motor Vehicle Parts Manufacturing,336390,905-568-3899,905-568-1929, , ,www.commercialspring.com,175,Watline Ave,175 Watline Ave,L4Z 1P2, , ,1.53438E+12,5141800,Gateway EA (East),5
9608,20805,Dual Machine Products Ltd.,20 to 49,Manufacturing,Machine Shops,332710,905-890-0365,905-890-8518, ,dualmachine@bellnet.ca,www.dualmachine.com,189,Watline Ave,189 Watline Ave,L4Z 1P3, , ,1.54613E+12,5141700,Gateway EA (East),5
9609,47099,Kamp K-9 Inc.,5 to 9,Other Services,Pet Care (except Veterinary) Services,812910,905-278-5267,905-278-5268,1-855-225-7297,info@kampk-9.com,www.kampk-9.com,1083,Rangeview Rd,1083 Rangeview Rd,L5E 1H2, , ,1.54613E+12,12575000,Lakeview Waterfront MN,1
9610,47100,Firecube,5 to 9,Professional,Engineering Services,541330,905-232-6636, , ,rsalama@firecube.ca,www.firecube.ca,2600,Edenhurst Dr,2600 Edenhurst Dr,L5A 3Z8, ,302,1.56885E+12,596800,Cooksville NHD (East),7
9611,47103,Dyna Steel Welding Co.,1 to 4,Other Services,Commercial and Industrial Machinery and Equipment,811310,905-891-0441, , ,dynasteel786@gmail.com,www.dynasteel.ca,1106,Ogden Ave,1106 Ogden Ave,L5E 2G6, ,2,1.56885E+12,12735400,Lakeview NHD,1
9612,47104,Coast to Coast Diamond Drilling and Contracting Co. LTD.,1 to 4,Wholesale,Other Specialty-Line Building Supplies Wholesaler-,416390,905-278-7020,905-278-4561, , , ,1106,Ogden Ave,1106 Ogden Ave,L5E 2G6, ,3&4,1.5101E+12,12735400,Lakeview NHD,1
9613,47105,The Chase Cleaners,1 to 4,Other Services,Dry Cleaning and Laundry Services (except Coin-Ope,812320,905-569-3902, , , , ,1675,The Chase,1675 The Chase,L5M 5Y7, ,37,1.56885E+12,6718200,Central Erin Mills NHD,11
9614,47109,J D Accounting & Business Services,1 to 4,Professional,Offices of  Accountants,541212,905-274-1480,905-274-9306, , ,www.jdaccounting.ca,92,Lakeshore Rd E,92 Lakeshore Rd E,L5G 4S2, ,4,1.5101E+12,13019300,Port Credit CN,1
9615,47110,Dynamic Computers and Mobiles Inc.,1 to 4,Retail,Computer and software stores,443144,905-232-0221, , , , ,289,Dundas St E,289 Dundas St E,L5A 1X1, ,5,1.56885E+12,2934200,Cooksville NHD (East),7
9616,47112,Thompson Job Skills Academy Ltd.,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310,905-276-3216,905-276-3216, , , ,130,Dundas St E,130 Dundas St E,L5A 3V8, ,406,1.53827E+12,596100,DT Cooksville,7
9617,47119,Eco Physiotherapy,5 to 9,Health Care,"Offices of Physical, Occupational, and Speech Ther",621340,905-803-0307,905-803-1087, ,info@ecophysio.com,www.ecophysio.com,3045,Clayhill Rd,3045 Clayhill Rd,L5B 4L2, ,3,1.56885E+12,17555800,Cooksville NHD (West),7
9618,47120,San Francesco Foods,1 to 4,Accommodation,Limited-service eating places,722512,905-804-1548, , , ,www.sanfrancescodundas.com,3045,Clayhill Rd,3045 Clayhill Rd,L5B 4L2, ,1,1.5101E+12,17555800,Cooksville NHD (West),7
9619,47122,M J Dixon Construction Ltd.,20 to 49,Construction,Commercial and Institutional Building Construction,236220,905-270-7770,905-270-4244, ,information@mjdixon.com,www.mjdixon.com,2600,Edenhurst Dr,2600 Edenhurst Dr,L5A 3Z8, ,200,1.5101E+12,596800,Cooksville NHD (East),7
9620,47123,Al Aqsa Wa Rafidain Supermarket & Halal Meat,N/A,Retail,Supermarkets and Other Grocery (except Convenience,445110,905-896-3698, , , , ,257,Dundas St E,257 Dundas St E,L5A 1W8,Bldg 2,5,1.56885E+12,2934400,Cooksville NHD (East),7
9621,47136,Expressions by C&L Hair Salon,1 to 4,Other Services,Unisex Hair Salons,812116,647-975-0528, , , , ,29,Helene St N,29 Helene St N,L5G 3B6, , ,1.5101E+12,13054900,Port Credit CN,1
9622,47137,The Printed Copy,1 to 4,Manufacturing,Sign Manufacturing,339950,905-302-0474,905-891-6561, ,theprintedcopy@gmail.com,www.theprintedcopy.com,27,Helene St N,27 Helene St N,L5G 3B6, , ,1.5101E+12,13054900,Port Credit CN,1
9623,47138,The Tech Solutions,1 to 4,Retail,Computer and software stores,443144,905-274-9512, , ,techsolutions.intl@gmail.com,www.techsolutionsweb.com,25,Helene St N,25 Helene St N,L5G 3B6, , ,1.5101E+12,13054900,Port Credit CN,1
9624,47142,Home Line Electronics,1 to 4,Retail,"Appliance, television and other electronics stores",443143,647-907-4660, , , , ,115,Queen St S,115 Queen St S,L5M 1K7,Bldg 3,3,1.5101E+12,13280000,Streetsville CN,11
9625,47143,Queen Printing Centre,1 to 4,Manufacturing,Other Printing,323119,905-567-4900,905-567-4966, ,info@queenprinting.com,www.queenprinting.com,117,Queen St S,117 Queen St S,L5M 6B5,Bldg 4,8,1.5101E+12,13280000,Streetsville CN,11
9626,47145,Kinks Hair Studio & Spa,5 to 9,Other Services,Beauty Salons,812115,905-567-5167, , ,kinkshairstudioandspa@gmail.com,www.kinkshair.com,7,Queen St S,7 Queen St S,L5M 1K2, , ,1.5101E+12,13283000,Streetsville CN,11
9627,47150,One Speed inc,1 to 4,Retail,"Motorcycle, Boat and Other Motor Vehicle Dealers",441220,647-296-0444, , , ,www.onespeedchopshop.com,169,Crumbie St,169 Crumbie St,L5M 1H7, ,4,1.56885E+12,13338000,Streetsville CN,11
9628,47157,South Common Branch Library,10 to 19,Information,Libraries,519121,905-615-4770, , , , ,2233,South Millway,2233 South Millway,L5L 3H7, , ,1.56885E+12,11824300,South Common CN,8
9629,47158,Chicken Land,1 to 4,Accommodation,Limited-service eating places,722512,905-820-9999, , , , ,3405,Glen Erin Dr,3405 Glen Erin Dr,L5L 3S2, , ,1.53827E+12,11834600,Erin Mills NHD,8
9630,47163,Pedi N Nails,1 to 4,Other Services,Beauty Salons,812115,905-278-6777, , , , ,1150,Lorne Park Rd,1150 Lorne Park Rd,L5H 3A5, ,5,1.54613E+12,1178700,Clarkson - Lorne Park NHD,2
9631,47165,Emperor's Acupuncture Clinic,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-821-2525, , , ,www.emperorsacupunctureclinic.com,154,Queen St S,154 Queen St S,L5M 2P4, ,218,1.56885E+12,31456700,Streetsville CN,11
9632,47167,Q Convenience,1 to 4,Retail,Convenience Stores,445120,905-823-1986, , , , ,2301,Benedet Dr,2301 Benedet Dr,L5J 4J8, , ,1.56885E+12,1680700,Clarkson EA,2
9633,47168,OKO Optical,1 to 4,Retail,Optical Goods Stores,446130,905-403-0003,905-403-0009, , , ,2400,Dundas St W,2400 Dundas St W,L5K 2R8,Bldg 2,18,1.56885E+12,11299900,Sheridan NHD,2
9634,47169,Southdown Foot Clinic Plus Ltd.,1 to 4,Retail,All Other Health and Personal Care Stores,446199,905-823-4335,905-823-4335, ,southdownfootclinicplus@gmail.com, ,1375,Southdown Rd,1375 Southdown Rd,L5J 2Z1, ,3,1.5101E+12,1416400,Clarkson - Lorne Park NHD,2
9635,47175,Century 21 Kelleher Real Estate Inc.,10 to 19,Real Estate,Offices of Real Estate Brokers,531212,289-373-4999,289-373-4994,1-800-387-1415, ,www.century21.ca/kelleherrealestate,2155,Leanne Blvd,2155 Leanne Blvd,L5K 2K8, ,259,1.56885E+12,11100900,Sheridan CN,2
9636,47180,Ace Tech Corp,1 to 4,Wholesale,"Electronic Components, Navigational and Communicat",417320,905-403-8888, , , , ,2155,Leanne Blvd,2155 Leanne Blvd,L5K 2K8, ,220,1.54613E+12,11100900,Sheridan CN,2
9637,47181,Centre Holidays,5 to 9,Administrative,Tour Operators,561520,905-823-8805,905-822-9177,1-877-868-7457,info@centreholidays.com,www.centreholidays.com,2155,Leanne Blvd,2155 Leanne Blvd,L5K 2K8, ,214,1.5101E+12,11100900,Sheridan CN,2
9638,47184,Best Value Boutique,1 to 4,Retail,Women's Clothing Stores,448120,905-403-0744, , , , ,2225,Erin Mills Pky,2225 Erin Mills Pky,L5K 1T8, ,B3-78,1.5101E+12,10977600,Sheridan CN,8
9639,47185,Thai Cuisine Experts,1 to 4,Accommodation,Limited-service eating places,722512,905-919-0063, , , ,www.thaicuisineexperts.com,2155,Leanne Blvd,2155 Leanne Blvd,L5K 2K8, ,102B,1.56885E+12,11100900,Sheridan CN,2
9640,47186,Pizza pizza,5 to 9,Accommodation,Limited-service eating places,722512,905-823-9441, , , ,www.pizzapizza.ca,2225,Erin Mills Pky,2225 Erin Mills Pky,L5K 1T8, , ,1.53827E+12,10977600,Sheridan CN,8
9641,47187,McDonald's,20 to 49,Accommodation,Limited-service eating places,722512,905-403-8112, , , ,www.mcdonalds.ca,2225,Erin Mills Pky,2225 Erin Mills Pky,L5K 1T8, , ,1.56885E+12,10977600,Sheridan CN,8
9642,47188,Tanned Bodies,1 to 4,Other Services,Other Personal Care Services,812190,905-276-0006, , , ,www.tannedbodies.ca,592,Rathburn Rd W,592 Rathburn Rd W,L5B 3A4, ,1,1.5101E+12,6263600,Creditview NHD,4
9643,47189,Uthayam Supermarket,1 to 4,Retail,Supermarkets and Other Grocery (except Convenience,445110,905-270-8800,905-270-8807, , , ,900,Rathburn Rd W,900 Rathburn Rd W,L5C 4L3, ,C4-C6,1.5101E+12,5830900,Creditview NHD,6
9644,47190,Hairstyling Time,1 to 4,Other Services,Unisex Hair Salons,812116,905-272-4859, , , , ,900,Rathburn Rd W,900 Rathburn Rd W,L5C 4L3, ,B2,1.5101E+12,5830900,Creditview NHD,6
9645,47196,Paul Davis Systems,1 to 4,Construction,Residential Building Construction,236110,905-270-3399,905-270-1311, , ,www.pds.ca,3663,Mavis Rd,3663 Mavis Rd,L5C 2Z2, ,10&11,1.54613E+12,5328800,Fairview NHD,7
9646,47210,Axxess Real Estate Ltd.,5 to 9,Real Estate,Offices of Real Estate Agents & Brokers,531210,905-276-7788,905-276-1537, ,omer@axxess.com,www.axxcessrealty.com,1646,Dundas St W,1646 Dundas St W,L5C 1E6, ,2nd Fl,1.54613E+12,11301300,Erindale NHD,7
9647,47212,Erindale Village Dental,1 to 4,Health Care,Offices of Dentists,621210,905-270-4444, , , , ,3173,Erindale Station Rd,3173 Erindale Station Rd,L5C 1Y5, ,2nd Fl,1.56885E+12,11321400,Erindale NHD,6
9648,47213,"MLC College of Business, Technology and Healthcare",10 to 19,Educational,Technical and Trade Schools,611510,905-507-8200,905-507-8280, ,aparna@mlccollege.com,www.mlccollege.com,3173,Erindale Station Rd,3173 Erindale Station Rd,L5C 1Y5, ,Basement,1.56885E+12,11321400,Erindale NHD,6
9649,47214,Ultimate Drivers,1 to 4,Educational,All Other Schools and Instruction,611690,905-848-6565, , ,mississauga@ultimatedrivers.com,www.ultimatedrivers.ca,3173,Erindale Station Rd,3173 Erindale Station Rd,L5C 1Y5, ,101,1.5101E+12,11321400,Erindale NHD,6
9650,47217,Dixie Convenience,1 to 4,Retail,Convenience Stores,445120,905-212-7763, , , ,www.hastymarketcorp.com,4120,Dixie Rd,4120 Dixie Rd,L4W 4V8, ,13,1.5101E+12,2415000,Rathwood-Applewood CN,3
9651,47219,Dixie Grocers,1 to 4,Retail,Supermarkets and Other Grocery (except Convenience,445110,905-629-9527, , , , ,4120,Dixie Rd,4120 Dixie Rd,L4W 4V8, ,1,1.5101E+12,2415000,Rathwood-Applewood CN,3
9652,47220,Karachi Kitchen,5 to 9,Accommodation,Limited-service eating places,722512,905-625-5445, , ,info@karachikitchen.com,www.karachikitchen.com,4120,Dixie Rd,4120 Dixie Rd,L4W 4V8, ,3,1.5101E+12,2415000,Rathwood-Applewood CN,3
9653,47225,Tim Hortons,10 to 19,Accommodation,Limited-service eating places,722512,905-272-9952, , , ,www.timhortons.com,3445,Hurontario St,3445 Hurontario St,L5A 2H4, , ,1.5101E+12,31774600,DT Fairview,4
9654,47226,Tim Hortons,10 to 19,Accommodation,Limited-service eating places,722512,905-624-0652, , , ,www.timhortons.com,4011,Dixie Rd,4011 Dixie Rd,L4W 1M3, , ,1.56885E+12,2400400,Rathwood-Applewood CN,3
9655,47233,Grace New Covenant Pentecostal Church,N/A,Other Services,Religious Organizations,813110, , , , , ,4905,Timberlea Blvd,4905 Timberlea Blvd,L4W 3W4, , ,1.4961E+12,10170900,Northeast EA (West),5
9656,47246,Tandy Leather,5 to 9,Wholesale,"China, Glassware, Crockery and Pottery Wholesaler-",414310,905-625-3700,905-625-4030, ,toronto@tandyleather.com,www.tandyleather.ca,5562,Tomken Rd,5562 Tomken Rd,L4W 1P4, , ,1.54613E+12,5108800,Northeast EA (West),5
9657,47257,Wabash Canada Inc.,20 to 49,Retail,Automotive Parts and Accessories Stores,441310,905-795-1133,905-795-1516,1-888-275-2691, ,www.wabashcanada.ca,800,Gana Crt,800 Gana Crt,L5S 1P1, , ,1.51019E+12,5106000,Northeast EA (West),5
9658,47259,Engineered Assemblies Inc.,20 to 49,Wholesale,Metal Service Centres,416210,905-816-2218,905-816-9761, ,info@engineeredassemblies.com,www.engineeredassemblies.com,6535,Millcreek Dr,6535 Millcreek Dr,L5N 2M2, , ,1.57611E+12,4331100,Meadowvale Business Park CC,9
9659,47261,Panalpina Inc.,100 to 299,Transportation,Other Freight Transportation Arrangement,488519,905-755-4500,905-755-4599, , ,www.panalpina.com,6350,Cantay Rd,6350 Cantay Rd,L5R 4E2, , ,1.49515E+12,18569400,Gateway EA (West),5
9660,47262,GlassTek Industries Ontario,50 to 99,Manufacturing,Glass Product Manufacturing from Purchased Glass,327215,905-565-0159,905-565-8302, , , ,5050,Edwards Blvd,5050 Edwards Blvd,L5T 2W3, , ,1.51019E+12,5189000,Gateway EA (East),5
9661,47271,Sky 2 Design,N/A,Professional,Other Scientific and Technical Consulting Services,541690,905-282-9880, , , ,www.sky2design.com,2570,Matheson Blvd E,2570 Matheson Blvd E,L4W 4Z3, ,116,1.54613E+12,14800300,Airport CC,5
9662,47273,Aksh Industries Inc.,5 to 9,Manufacturing,Soap and Cleaning Compound Manufacturing,325610,905-696-7011,905-696-7015, ,customercare@akshindustries.com,www.akshindustries.com,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,15 to 18,1.54613E+12,14802100,Northeast EA (West),5
9663,47276,Fleet Brake Parts & Service Ltd.,10 to 19,Other Services,All Other Automotive Repair and Maintenance,811199,905-670-2784,905-670-3482, , ,www.fleetbrake.com,2200,Drew Rd,2200 Drew Rd,L5S 1B1, , ,1.49688E+12,10083300,Northeast EA (West),5
9664,47278,Adams Cargo Ltd.,20 to 49,Transportation,General Warehousing and Storage,493110,905-678-0459,905-678-0688, , ,www.adamscargo.com,6751,Professional Crt,6751 Professional Crt,L4V 1Y3, , ,1.4974E+12,10307300,Northeast EA (East),5
9665,47279,B & R Industrial Automation Inc.,10 to 19,Professional,"All Other Professional, Scientific and Technical S",541990,905-567-9500,905-286-9509, ,office.ca@br-automation.com,www.br-automation.com,2830,Argentia Rd,2830 Argentia Rd,L5N 8G4, ,1&2,1.54613E+12,24193400,Meadowvale Business Park CC,9
9666,47280,One Marble & Granite Countertops Inc.,1 to 4,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,337110,416-276-2533, , ,brian@onemarble.ca,www.onemarble.ca,6889,Rexwood Rd,6889 Rexwood Rd,L4V 1R2, ,1,1.54613E+12,10311500,Northeast EA (East),5
9667,47291,Bothwell Accurate Co. Inc.,50 to 99,Construction,Roofing Contractors,238160,416-762-8243,905-362-2943,1-800-762-9682,info@baroof.com,www.baroof.com,6675,Rexwood Rd,6675 Rexwood Rd,L4V 1V1, , ,1.4974E+12,10314500,Northeast EA (East),5
9668,47292,Contract Pharmaceuticals Ltd.,300 to 499,Manufacturing,Pharmaceutical and Medicine Manufacturing,325410,905-821-7600,905-821-7602, ,info@cplltd.com,www.cplltd.com,7600,Danbro Cres,7600 Danbro Cres,L5N 6L6, , ,1.57611E+12,18384700,Meadowvale Business Park CC,9
9669,47293,Brandon Gate Public School,50 to 99,Educational,Elementary and Secondary Schools,611110,905-677-9679,905-677-4969, , ,www.peel.edu.on.ca/brandongate,3800,Brandon Gate Dr,3800 Brandon Gate Dr,L4T 3V9, , ,1.54613E+12,9696300,Malton NHD,5
9670,47294,Cooksville Creek Public School,50 to 99,Educational,Elementary and Secondary Schools,611110,905-568-3402,905-568-3168, , , ,5100,Salishan Cir,5100 Salishan Cir,L5R 3E3, , ,1.5101E+12,7109700,Hurontario NHD,5
9671,47296,Khalsa School Malton,20 to 49,Educational,Elementary and Secondary Schools,611110,905-671-2010,905-694-2576, ,info@khalsaschoolmalton.com,www.khalsaschoolmalton.com,7280,Airport Rd,7280 Airport Rd,L4T 2H3, , ,1.53827E+12,9942500,Malton NHD,5
9672,47297,Meadow Green Academy,5 to 9,Educational,Elementary and Secondary Schools,611110,905-273-3344,905-273-4329, ,mgainfo@meadowgreenacademy.ca,www.meadowgreenacademy.ca,649,Queensway W,649 Queensway W,L5B 1C2, , ,1.56885E+12,10631100,Erindale NHD,7
9673,47298,Mississauga Christian Academy,N/A,Educational,Elementary and Secondary Schools,611110,905-826-4114,905-567-5874, , ,www.mississaugachristianacademy.com,2720,Gananoque Dr,2720 Gananoque Dr,L5N 2R2, , ,1.56885E+12,4524300,Meadowvale NHD,9
9674,47304,White Oaks Montessori School Ltd.,20 to 49,Health Care,Child Day-Care Services,624410,905-278-4454,905-278-5184, ,admin@woms.ca,www.woms.ca,1338,Clarkson Rd N,1338 Clarkson Rd N,L5J 2W5, , ,1.56885E+12,1233100,Clarkson - Lorne Park NHD,2
9675,47306,National Logistics Services 2006 Inc.,20 to 49,Transportation,General Warehousing and Storage,493110,905-364-0033,905-364-0039, ,info@nls.ca,www.nls.ca,350,Admiral Blvd,350 Admiral Blvd,L5T 2N6, , ,1.51019E+12,5208000,Gateway EA (East),5
9676,47307,United Rentals,10 to 19,Real Estate,Other Commercial and Industrial Machinery and Equi,532490,905-814-8533,905-814-5797,1-800-877-3687, ,www.ur.com,2790,Argentia Rd,2790 Argentia Rd,L5N 8L2, , ,1.57611E+12,24193600,Meadowvale Business Park CC,9
9677,47308,Staples Business Depot,20 to 49,Retail,Office Supplies and Stationery Stores,453210,905-785-0864,905-785-6727, ,s227mgr@busdep.com,www.staples.ca,3135,Argentia Rd,3135 Argentia Rd,L5N 8E1, , ,1.51019E+12,23602100,Meadowvale Business Park CC,9
9678,47311,Princess Auto,50 to 99,Retail,Outdoor Power Equipment Stores,444210,905-564-1011,905-564-8023,1-800-665-8685,pal.mississauga@princessauto.com,www.princessauto.com,6608,Dixie Rd,6608 Dixie Rd,L5T 2Z9, , ,1.54613E+12,21344900,Northeast EA (West),5
9679,47313,Megatel Inc.,10 to 19,Wholesale,"All Other Machinery, Equipment and Supplies Wholes",417990,905-565-8888,905-565-0444, ,cs@megatelcnc.com,www.megatelcnc.com,7100,Edwards Blvd,7100 Edwards Blvd,L5S 1Z1, , ,1.54613E+12,5214900,Gateway CC,5
9680,47315,Panera Bread,10 to 19,Accommodation,Limited-service eating places,722512,905-820-1010, , ,cafe5007@fmigroup.ca,www.fmigroup.ca,2575,Eglinton Ave W,2575 Eglinton Ave W,L5M 7E1, , ,1.56885E+12,4407700,Central Erin Mills MN,9
9681,47316,Paramount Fine Foods,20 to 49,Accommodation,Full-service restaurants,722511,416-695-8900,416-695-9100, ,magda@paramountfinefoods.com,www.paramountfinefoods.com,2635,Eglinton Ave W,2635 Eglinton Ave W,L5M 7E1, , ,1.5101E+12,4407700,Central Erin Mills MN,9
9682,47317,Tim Hortons,20 to 49,Accommodation,Limited-service eating places,722512,905-828-7722,905-822-2673, , ,www.timhortons.com,2655,Eglinton Ave W,2655 Eglinton Ave W,L5M 7E1, , ,1.5101E+12,4407700,Central Erin Mills MN,9
9683,47318,McDonald's,50 to 99,Accommodation,Limited-service eating places,722512,905-820-7438,905-826-5006, ,29127@post.mcdonalds.ca,www.mcdonalds.ca,2965,Eglinton Ave W,2965 Eglinton Ave W,L5M 3J6, , ,1.56885E+12,24260700,Central Erin Mills MN,9
9684,47319,The Village of Erin Meadows,100 to 299,Health Care,Nursing Care Facilities,623110,905-569-7155,905-569-8617, , ,www.schlegelvillages.com,2930,Erin Centre Blvd,2930 Erin Centre Blvd,L5M 7M4, , ,1.56885E+12,30590800,Central Erin Mills MN,9
9685,47320,General Mills Corp.,300 to 499,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,413190,905-212-4000,905-212-4122, , ,www.generalmills.com,5825,Explorer Dr,5825 Explorer Dr,L4W 5P6, , ,1.4955E+12,10091700,Airport CC,5
9686,47321,Loblaws Glen Erin Market,100 to 299,Retail,Supermarkets and Other Grocery (except Convenience,445110,905-607-0580,905-607-2634, , ,www.loblaws.ca,5010,Glen Erin Dr,5010 Glen Erin Dr,L5M 6J3, , ,1.5101E+12,20951200,Central Erin Mills MN,9
9687,47323,Beauleigh Retail Consulting,10 to 19,Professional,Other Specialized Design Services,541490,905-891-1188, , , ,www.beauleigh.com,1541,Hurontario St,1541 Hurontario St,L5G 3H7, , ,1.56885E+12,31766500,Mineola NHD,1
9688,47325,Extendicare Mississauga,100 to 299,Health Care,Nursing Care Facilities,623110,905-696-0719,905-696-8875, ,cnh_mississauga@extendicare.com,www.extenidcare.com,855,John Watt Blvd,855 John Watt Blvd,L5W 1W4, , ,1.56885E+12,24330800,Meadowvale Village NHD,11
9689,47329,The Shopping Channel,100 to 299,Transportation,General Warehousing and Storage,493110,905-362-7975,905-362-7960, , ,www.theshoppingchannel.com,6885,Kennedy Rd,6885 Kennedy Rd,L5T 2Z2, , ,1.54613E+12,24630900,Gateway EA (East),5
9690,47330,"Souvlaki Hut 
Famouse Greek Sandwiches",1 to 4,Accommodation,Limited-service eating places,722512,905-891-8999, , , ,www.souvlakihut.com,51,Lakeshore Rd E,51 Lakeshore Rd E,L5G 1C9, , ,1.5101E+12,13005000,Port Credit CN,1
9691,47331,St. Simon Stock Elementary School,20 to 49,Educational,Elementary and Secondary Schools,611110,905-785-7434, , , ,www.dpcdsb.org,6440,Lisgar Dr,6440 Lisgar Dr,L5N 6X3, , ,1.53827E+12,14076900,Lisgar NHD,10
