X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
530702.9559,5451758.231,2311,00436059,18,11870,232 ST,V2X 6S9,DLC PLUMBING & HEATING,CONTRACTOR,PLUMBING & GAS,PLUMBING & GAS CONTRACTOR,2022/03/22 07:00:00+00,HOME BASED,,778 688 4019,Work,,
537785.2603,5450237.7088,2312,00435410,,26758,112 AVE,V2W 1P7,TANYA KING PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PHOTOGRAPHY,2022/02/02 08:00:00+00,HOME BASED,,604 250 3734,Work,,
,,2313,00435538,,12865,KATONIEN ST,,555714 BC LTD DBA BRIKERS,MANUFACTURING,MACHINERY/EQUIPMENT,HEAVY EQUIPMENT PARTS SUPPLIER,2021/12/21 08:00:00+00,COMMERCIAL,,604 882 0077,Work,,
524717.1466,5452881.3149,2315,00434758,,12402,202 ST,V2X 4T4,GREENWORKS LANDSCAPE,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,GARDEN & LANDSCAPE MAINTENANCE,2022/01/20 08:00:00+00,HOME BASED,,604 460 2084,Work,,
525467.7078,5451751.3471,2318,00432152,B,20610,LOUGHEED HWY,V2X 2P8,FOUNTAIN TIRE,AUTOMOTIVE,TIRES DEALER,"TIRES, BRAKES, SHOCKS, ALIGNMENTS, DIAGNOSTIC TESTING FACILITY, SERVICE AIR CONDITIONING",2021/12/20 08:00:00+00,COMMERCIAL,,604 465 1933,Work,,
527515.5881,5451243.8453,2319,00441379,,21616,RIVER RD,V2X 2B7,ABCOM MOBILE SANDBLASTING AND CONSTRUCTION LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,SANDBLASTING AND CONSTRUCTION,2022/03/14 07:00:00+00,HOME BASED,,604 374 3179,Work,,
529878.69,5451565.7128,2320,00434685,101,22805,LOUGHEED HWY,V2X 2V7,CHINA KITCHEN RESTAURANT,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,CHINESE RESTAURANT/BUFFET,2021/12/15 08:00:00+00,COMMERCIAL,,604 463 0001,Work,,
531678.6291,5454692.2189,2322,00436182,,23747,ROCK RIDGE DR,V4R 2W2,ROCK RIDGE MASSAGE THERAPY,EDUCATION & INSTRUCTION,UNCLASSIFIED EDUCATION & INSTRUCTION,INFANT MASSAGE EDUCATION,2022/01/04 08:00:00+00,HOME BASED,,604 463 9598,Work,,
525564.7397,5451842.1141,2323,00434224,11,20691,LOUGHEED HWY,V2X 2P9,EDWARD JONES,FINANCIAL & INSTITUTIONAL SERVICES,STOCK/BOND BROKER,FINANCIAL ADVISOR,2021/12/16 08:00:00+00,COMMERCIAL,,604 465 3522,Work,,
524393.9244,5451444.4373,2324,00432281,207,20050,STEWART CRES,V2X 0T4,SHOWTIME DETAILING LTD,AUTOMOTIVE,AUTO DETAILING/UPHOLSTERY,MOBILE DETAIL (CARS)  (SUB OPERATION - CERAMIC PRO),2022/02/23 08:00:00+00,COMMERCIAL,,604 457 1200,Work,,
,,2325,00436548,,11360,241A ST,,COLEMAN HEATING & AIR CONDITIONING,CONTRACTOR,GAS,GAS CONTRACTOR,2021/12/07 08:00:00+00,HOME BASED,,604 466 5895,Work,,
529710.6081,5451546.7535,2326,00436229,,22776,LOUGHEED HWY,V2X 2V6,MAINLAND CARTRIDGE WORKS INC,COMPUTER & TECHNOLOGY SERVICES,COMPUTER & ELECTRONIC REPAIR,RECYCLING AND REFILLING OF PRINTER CARTRIDGES,2022/02/08 08:00:00+00,COMMERCIAL,,604 467 0870,Work,,
527459.8054,5453278.2532,2327,00435697,,21598,THORNTON AVE,V4R 2G8,RIDGE MEADOWS ASSOCIATION FOR COMMUNITY LIVING / GARIBALDI HEIGHTS,COMMUNITY CARE,COMMUNITY CARE FACILITY,CHILD & YOUTH RESIDENTIAL,2021/11/17 08:00:00+00,COMMERCIAL,,604 467 8700,Work,,
,,2329,00434445,,11762,LAITY ST,V2X 5A3,IMPARK,ROAD PAVING & PARKING,COMMERCIAL PARKING LOT,PARKING MANAGEMENT,2022/02/02 08:00:00+00,COMMERCIAL,,604 420 6446,Work,,
531700.6387,5452242.8233,2331,00432324,,12102,237 ST,V4R 1N6,TC AUTOMOTIVE RESTORATION,AUTOMOTIVE,AUTO PAINT & BODY,AUTOMOTIVE RESTORATION(MOBILE),2021/12/30 08:00:00+00,HOME BASED,,604 780 7716,Work,,
,,2332,00449992,,11951,240 ST,,TIM HORTONS #107384,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,RESTAURANT / CAFE,2022/01/13 08:00:00+00,COMMERCIAL,,,Work,,
527726.1673,5453987.6209,2333,00435062,,21743,128 AVE,V4R 2R1,KIWANIS CLUB OF GOLDEN EARS,FOOD & BEVERAGE SERVICES,MOBILE FOOD VENDOR,MOBILE FOOD CONCESSION TRAILER,2021/11/17 08:00:00+00,HOME BASED,,604 319 0374,Work,,
526582.0363,5452975.235,2334,00458319,,21159,DOUGLAS AVE,V4R 2H7,"TAKE THE JOURNEY, COACHING FOR SUCCESS",PERSONAL SERVICES,LIFE SKILLS COACH,COACHING & END OF LIFE DOULA,2021/12/13 08:00:00+00,HOME BASED,,,Work,,
525913.4209,5451700.11,2335,00434985,,20830,LOUGHEED HWY,V2X 2R3,OCEAN VILLAGE CHINESE SEAFOOD RESTAURANT (2016) INC,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,RESTAURANT - CHINESE SEAFOOD,2021/12/09 08:00:00+00,COMMERCIAL,,604 463 3263,Work,,
529881.8717,5453274.6358,2336,00454288,,12610,228 ST,V2X 6M8,ECO POWER ELECTRICAL CONTRACTORS LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL,2022/01/11 08:00:00+00,HOME BASED,,604 761 3284,Work,,
525201.8569,5451925.9978,2337,00444359,101,20475,LOUGHEED HWY,V2X 9B6,SSL COMPUTERS,COMPUTER & TECHNOLOGY SERVICES,UNCLASSIFIED COMPUTER SERVICE,SALES & SERVICE OF COMPUTERS,2022/03/04 08:00:00+00,COMMERCIAL,,604 217 9777,Work,,
529886.2306,5451971.2855,2338,00460162,6,22826,DEWDNEY TRUNK RD,V2X 7Y3,ONLY THE ELITE - SKILLS AND DEVELOPMENT BASKETBALL PROGRAM,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,YOUTH BASKETBALL TRAINING,2022/01/04 08:00:00+00,COMMERCIAL,,,Work,,
532988.9266,5448628.523,2339,00449085,,24356,103 AVE,V2W 2E7,VR GOLF LTD.,SPORTS & RECREATION SERVICES,UNCLASSIFIED SPORTS & RECREATION SERVICE,MOBILE GOLF SIMULATORS,2022/01/11 08:00:00+00,HOME BASED,,778 996 4413,Work,,
534259.2725,5452180.47,2340,00433739,,24997,SMITH AVE,V4R 2A7,JIM'S MOWING (JKM HOME SERVICE),CONTRACTORS,LANDSCAPING,LANDSCAPING,2021/12/29 08:00:00+00,HOME BASED,,604 781 4048,Work,,
,,2341,00440639,69,24185,106B AVE,V2W 0C5,TRI-VALLEY DRYWALL LTD,CONTRACTORS,DRYWALL,"DRYWALL, STEEL STUDS, T-BAR CEILINGS",2022/01/01 08:00:00+00,HOME BASED,,604 889 0924,Work,,
528656.0482,5452071.9292,2342,00434277,,22219,DEWDNEY TRUNK RD,V2X 3H8,"EMILY VAN OOYEN, RMT",PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,REGISTERED MASSAGE THERAPIST,2022/02/10 08:00:00+00,COMMERCIAL,,604 467 4222,Work,,
528307.8295,5452758.5224,2343,00432588,,22032,124 AVE,V2X 4J2,FIXIT PLUMBING & HEATING,CONTRACTOR,PLUMBING & GAS,PLUMBING AND HEATING SERVICE WORK,2022/03/28 07:00:00+00,HOME BASED,,604 596 2841,Work,,
525072.4689,5452390.0116,2345,00436351,,20396,121B AVE,,LILLIPUTS FAMILY CHILDCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,FAMILY CHILDCARE,2022/01/01 08:00:00+00,HOME BASED,,778 235 6030,Work,,
529719.778,5451728.9881,2346,00458610,690,22709,LOUGHEED HWY,V2X 2V5,D & M FIRST ENTERPRISES LTD (AUSTIN FISH & CHIPS RESTAURANT),FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FOOD & BEVERAGE SERVICES - RESTAURANT/CAFE,2021/12/06 08:00:00+00,COMMERCIAL,,604 466 8200,Work,,
537001.2978,5454392.415,2347,00459807,100,13130,LILLEY DR,,EPIC METALWORKS INC,MANUFACTURING,METAL,CUSTOM METAL FABRICATION (WHOLE BUILDING - CARE TAKER SUITE ONSITE #200),2021/12/13 08:00:00+00,COMMERCIAL,,604 945 3742,Work,,
528972.8731,5451869.8304,2348,00437876,,11915,224 ST,V2X 6B2,FRASER MEDICAL CLINIC,PROFESSIONAL SERVICES,PHYSICIAN,MEDICAL CLINIC,2022/01/12 08:00:00+00,COMMERCIAL,,604 463 1300,Work,,
529806.7533,5455308.2548,2349,00446245,,13622,228 ST,V4R 0B5,CALLAGHAN HEATING LTD,CONTRACTOR,GAS,HEATING AND AIR CONDITIONING,2022/01/13 08:00:00+00,HOME BASED,,778 996 0395,Work,,
524780.6553,5451014.4157,2350,00435406,14,20295,113B AVE,V2X 6E9,REMO BRANDS INC,MANUFACTURING,UNCLASSIFIED MANUFACTURING,AGRICULTURAL/INDUSTRIALPLANT FOOD SUPPLIMENTSOFFICE IS IN UNIT 14,2021/12/14 08:00:00+00,COMMERCIAL,,,Work,,
526864.9101,5451893.5637,2351,00433700,7,11934,LAITY ST,V2X 0J1,CASANOVA ENTERPRISES INC,CONTRACTORS,PAINTER/WALLPAPER,PAINTER / WALLPAPER HANGER,2021/12/08 08:00:00+00,HOME BASED,WWW.CASANOVAPAINTING.COM,778 878 2008,Work,,
529175.6253,5451697.6171,2353,00435530,101,22471,LOUGHEED HWY,V2X 2T8,LOUGHEED NAILS LTD,PERSONAL SERVICES,NAIL SALON,NAIL SALON,2021/12/03 08:00:00+00,COMMERCIAL,,604 477 5503,Work,,
541147.8567,5447599.9432,2355,00432116,,9702,284 ST,V2W 1L2,CUTS'N CUDDLES,ANIMAL SERVICES,GROOMER,DOG GROOMING - MOBILE,2022/01/28 08:00:00+00,HOME BASED,,604 462 0651,Work,,
526709.4631,5452063.9781,2356,00433668,,21219,DEWDNEY TRUNK RD,V2X 3G1,ZOLTAN-C RENOVATIONS AND CONTRACTING,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,RENOVATIONS,2022/01/04 08:00:00+00,HOME BASED,,778 999 6806,Work,,
528383.0752,5453757.6039,2357,00433482,,22087,128 AVE,V4R 2R1,BC COLUMBUS CONTRACTING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONSTRUCTION,2022/05/31 07:00:00+00,HOME BASED,,604 341 7865,Work,,
528981.1966,5451610.9334,2358,00435384,1,22374,LOUGHEED HWY,V2X 2T5,FRASER PROPERTY MANAGEMENT REALTY SERVICES LTD,REAL ESTATE,PROPERTY MANAGEMENT,PROPERTY MANAGEMENT AND REAL ESTATE,2021/12/07 08:00:00+00,COMMERCIAL,,604 466 7021,Work,,
529533.3669,5451834.3883,2359,00458071,107,11893,227 ST,,MAPLELIFE PHYSIOTHERAPY AND WELLNESS,PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,PHYSIO SERVICES TO THE PUBLIC,2021/12/13 08:00:00+00,COMMERCIAL,,,Work,,
530238.4593,5452840.6136,2360,00454929,,12398,230 ST,V2X 0C2,THE MINT ORCHID,HOMECRAFT,HANDCRAFT,"PERSONALIZED WEDDING GIFTSHANDMADE GLASSES, FLASKS, HANGERS",2022/02/14 08:00:00+00,HOME BASED,,778 886 5763,Work,,
540086.0184,5449385.8583,2361,00435809,,10666,277 ST,V2W 1M7,ARCUS COMMUNITY RESOURCES O/A RAINBOW RIDGE,COMMUNITY CARE,COMMUNITY CARE FACILITY,SPECIAL CARE HOMERAINBOW RIDGE GROUP HOME,2021/12/10 08:00:00+00,COMMERCIAL,,604 406 1235,Work,,
527113.5797,5452796.7753,2363,00433146,,21416,124 AVE,V2X 4H3,KCT BUILDING SYSTEMS LTD.,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONSTRUCTION / RENOVATIONS + PLUMBING TQ,2021/12/31 08:00:00+00,HOME BASED,,604 788 7070,Work,,
531718.5187,5449259.6661,2364,00436498,,23699,TAMARACK LANE,V2W 1B4,I3 SOLUTIONS,COMPUTER & TECHNOLOGY SERVICES,SOFTWARE DEVELOPMENT,SOFTWARE AND WEB DEVELOPMENT,2022/01/17 08:00:00+00,HOME BASED,,250 981 1727,Work,,
525201.8569,5451925.9978,2365,00432919,7,20475,LOUGHEED HWY,V2X 9B6,DIRECT BUY FURNACE LTD,CONTRACTOR,GAS,HEATING & AIR CONDITIONING,2021/12/13 08:00:00+00,COMMERCIAL,,604 767 7993,Work,,
532192.8799,5448282.4286,2366,00458620,153,10151,240 ST,,MINTAKA DESIGN,DESIGN SERVICES,INTERIOR,INTERIOR DESIGN BUSINESS,,HOME BASED,WWW.KGXDESIGN.COM,904 996 6748,Work,,
533095.876,5449136.7538,2367,00458203,,10507,BAKER PL,V2W 2C2,T.F. PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,"FREELANCE PHOTOGRAPHER FOR WEDDINGS, FAMILY, PORTRAITS, ETC.",2022/01/04 08:00:00+00,HOME BASED,WWW.TFPHOTOGRAPHY.COM,,Work,,
528324.854,5453868.0143,2368,00434550,,22071,128 AVE,V4R 2R1,KIZZY'S MACARONS LTD.,FOOD & BEVERAGE RETAIL,SPECIALTY FOOD,MACARONS (+ GROWING 50% FRUIT AND VEGGIES),2022/01/04 08:00:00+00,HOME BASED,,604 476 2359,Work,,
524712.4382,5450897.0955,2370,00441643,203,20285,STEWART CRES,V2X 8G1,PURE IMAGE SIGNS AND GRAPHICS INC,CONTRACTORS,SIGN,SIGN INSTALLATION (SEPARATE MANUFACTURING LICENCE),2021/12/06 08:00:00+00,COMMERCIAL,,604 409 8040,Work,,
537751.7988,5451889.7038,2371,00456031,,11924,267 ST,V2W 1N9,EAST RIDGE FARMS,FOOD & BEVERAGE RETAIL,PRODUCE,"FARM PRODUCE, GROWN ON LOCATION, SOLD AT ROADSIDE STAND/FARM GATE",2022/01/04 08:00:00+00,HOME BASED,,7788397066,Work,,
528204.911,5451311.6323,2373,00457723,14,21960,RIVER RD,V2X 2C3,BTR ROOFING,CONTRACTORS,ROOFING,ROOFING COMPANY,2022/02/11 08:00:00+00,HOME BASED,,778-321-4019,Work,,
532315.0713,5449385.1242,2374,00459370,,24002,MCCLURE DR,V2W 1Z3,JUNIOR EXPLORERS ACADEMY INC,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,HOME DAYCARE,2022/03/08 08:00:00+00,HOME BASED,,778 986 6283,Work,,
529516.0675,5452074.797,2375,00434655,100,22645,DEWDNEY TRUNK RD,V2X 3K1,STARBUCKS COFFEE #4529 - HANEY PLAZA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,RETAIL - CAFE,2021/12/31 08:00:00+00,COMMERCIAL,,206 318 8705,Work,,
524780.6553,5451014.4157,2376,00432419,1,20295,113B AVE,V2X 6E9,DIVERSE FLOORING,WHOLESALE & DISTRIBUTION,BUILDING MATERIALS/SUPPLIES,"WHOLESALE, DISTRIBUTION, RETAIL- (2ND CONTRACTOR LICENCE IMBL FOR INSTALLATION.)",2022/01/20 08:00:00+00,COMMERCIAL,,604 460 0020,Work,,
532603.2132,5448573.9108,2378,00434936,,24141,102B AVE,V2W 2C5,SHINE,HOME & INDUSTRY SERVICES,CARPET/UPHOLSTERY/BLIND CLEANING,CARPET & DUCT CLEANING,2021/12/22 08:00:00+00,HOME BASED,,604 945 7539,Work,,
533468.9396,5449296.3059,2379,00460886,,24587,MCCLURE DR,V2W 2G2,MARUOSPIN,HOMECRAFT,ARTIST,FREELANCE ARTIST DOING COMMISSIONS - SCULPTING/DESIGNING AND SELLING BALL JOINTED DOLLS,2022/06/03 07:00:00+00,HOME BASED,,236 686 4267,Work,,
529856.0547,5451955.7133,2380,00435479,,11952,228 ST,V2X 6L9,CHARLOTTE GAMACHE PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PORTRAIT PHOTOGRAPHY SERVICES,2022/02/07 08:00:00+00,COMMERCIAL,,604 317 8126,Work,,
531897.5584,5454756.5243,2381,00435556,,13332,MCCAULEY CRES,V4R 2V2,MOTHERPRENEUR PRODUCTIONS,PHOTOGRAPHY & FILM,FILM PRODUCTION,VIDEO PRODUCTION & EDITING SERVICES,2022/01/01 08:00:00+00,HOME BASED,,604 463 3082,Work,,
529719.778,5451728.9881,2382,00458488,,22701,LOUGHEED HWY,V2X 2V5,INFINITY RRGB VENTURES INC DBA RED ROBIN GOURMET BURGERS,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,RESTAURANT - FOOD PRIMARY,2021/12/09 08:00:00+00,COMMERCIAL,,604 467 6266,Work,,
525201.8569,5451925.9978,2383,00432130,1,20475,LOUGHEED HWY,V2X 9B6,G & G MUSIC,ARTS & ENTERTAINMENT RETAIL,"MUSIC (INSTRUMENTS, SHEETS)",GROUP PRIVATE LESSONS SALES & RENTALS INSTRUMENT REPAIRS,2021/12/31 08:00:00+00,COMMERCIAL,,604 465 4900,Work,,
532242.1606,5449145.6097,2384,00434997,18,10525,240 ST,,MINT HOME CLEANING,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,RESIDENTIAL AND COMMERCIAL CLEANING,2022/01/04 08:00:00+00,HOME BASED,,604 765 6582,Work,,
524567.5056,5450715.2507,2386,00435188,15,20172,113B AVE,V2X 0Y9,HAVEN TOOLING LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,TOOL MANUFACTURER,2021/12/22 08:00:00+00,COMMERCIAL,,604 465 0270,Work,,
531600.6439,5448114.9043,2387,00432180,,23660,RIVER RD,V2W 1B7,ALBION TRUCK REPAIRS (0870815 BC LTD),AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,COMMERCIAL TRUCK REPAIRS,2021/12/21 08:00:00+00,COMMERCIAL,,604 463 7666,Work,,
537866.3261,5447297.1815,2388,00438700,,26757,96 AVE,V2W 1K2,WILLOW SPIRIT PATH HOLISTIC SERVICES,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,FACILITATED EQUINE EXPERENTIAL LEARNING,2022/01/04 08:00:00+00,HOME BASED,,604 219 9303,Work,,
529069.0702,5451987.9071,2389,00460504,300,22420,DEWDNEY TRUNK RD,V2X 8H7,WEST COAST TANK RECOVERY AND DRAINAGE INC,CONTRACTORS,UNDERGROUND SERVICES,TANK REMOVAL AND DRAINAGE CONTRACTOR,2021/12/13 08:00:00+00,COMMERCIAL,,604 628 8786,Work,,
524696.9901,5452486.8168,2390,00432967,,12193,MAKINSON ST,V2X 9P1,LUKAS KADLCEK DBA ELPRO ELECTRIC,CONTRACTOR,ELECTRICAL,ELECTRICAL,2021/12/13 08:00:00+00,HOME BASED,,604 512 2207,Work,,
525297.633,5451881.695,2391,00457843,,20503,LOUGHEED HWY,V2X 2P9,622387 BC LTD DBA BEACHCOMBER COQUITLAM,HOME & PROPERTY RETAIL,POOL & SPA SUPPLIES,RETAIL SALES OF WATER CARE & ACCESSORIES FOR HOT TUBS & POOLS,2022/01/21 08:00:00+00,COMMERCIAL,,604 942 1544,Work,,
529143.9255,5451979.0871,2392,00435298,150,22470,DEWDNEY TRUNK RD,V2X 5Z6,LISA LYNUM HOLDINGS LTD DBA TEMPTATIONS SALON,PERSONAL SERVICES,HAIR SALON/BARBER,SALON AND DAY SPA,2021/12/22 08:00:00+00,COMMERCIAL,,604 466 1222,Work,,
528885.3087,5451609.7838,2394,00435626,,22338,LOUGHEED HWY,V2X 2T4,WANSTALL'S SPORTING GOODS,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,RETAIL OF SPORTING GOODS,2021/11/18 08:00:00+00,COMMERCIAL,,604 467 9232,Work,,
531058.153,5451409.2546,2395,00452617,57,11720,COTTONWOOD DR,V2X 0G7,HEIDI LEROSSIGNOL'S PIANO STUDIO,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,PIANO INSTRUCTION,2021/12/21 08:00:00+00,HOME BASED,,604 787 4658,Work,,
529652.2796,5451568.4825,2398,00434241,2A,22722,LOUGHEED HWY,,MCWILLIAMS HEWITT LAW CORP,PROFESSIONAL SERVICES,BARRISTER/LAWYER/SOLICITOR,LAWYER,2022/01/07 08:00:00+00,COMMERCIAL,,604 466 0566,Work,,
528984.2778,5452011.2052,2399,00434085,A,11997,224 ST,V2X 6B4,MONEY MONEY PAYDAY LOANS LTD,FINANCIAL & INSTITUTIONAL SERVICES,CURRENCY EXCHANGE/CHEQUE CASHING CENTRE,PAYDAY LOANS & CHEQUE CASHING,2021/12/21 08:00:00+00,COMMERCIAL,,,Work,,
529418.0587,5453499.9174,2400,00433996,,12731,226 ST,V2X 6H6,HOUSTON'S HOME RENOVATIONS,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,"SMALL HOME RENOVATIONS, REPAIRS AND HANDYMAN SERVICES",2022/02/07 08:00:00+00,NON RESIDENT,,778 233 7927,Work,,
528665.877,5451953.3035,2401,00433887,115,11960,222 ST,V2X 5V7,NOVA PHOENIX,DIRECT SALES,E-COMMERCE,E-COMMERCE ( War Hammer land platforms),2022/01/17 08:00:00+00,HOME BASED,,604 358 1187,Work,,
525594.5742,5451970.906,2402,00432132,,11973,207 ST,V2X 1X6,ISERT HOLDINGS LTD,AUTOMOTIVE,AUTO DEALER-USED,USED CAR DEALER,2021/12/08 08:00:00+00,COMMERCIAL,,604 465 8636,Work,,
528816.5965,5451669.2545,2405,00432187,,22307,LOUGHEED HWY,,SURE LOUGHEED COPY CENTRE,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,"PHOTOCOPYING,PRINTING, DESKTOP PUBLISHING",2022/01/21 08:00:00+00,COMMERCIAL,,604 467 8744,Work,,
528938.3385,5451668.6187,2406,00435619,,22361,LOUGHEED HWY,V2X 2T3,483860 BC LTD. DBA CASHPLANET FINANCIAL - TOBACCO SALES,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,CIGARETTE/TOBACCO SALES,2021/12/14 08:00:00+00,COMMERCIAL,,604 467 1753,Work,,
530234.4014,5454504.8228,2407,00432452,,23021,132 AVE,V4R 0A8,ANTIQUUS ARCHAEOLOGICAL CONSULTANTS,"ENGINEERING, SCIENCE & TECHNOLOGY",UNCLASSIFIED ENGINEERING/SCIENCE,ARCHAEOLOGICAL CONSULTANTS,2021/12/07 08:00:00+00,HOME BASED,,604 467 3497,Work,,
530195.3829,5452292.7677,2409,00461013,,12141,230 ST,V2X 6R4,LEVEL UP CLEANING,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,HOUSECLEANING INERIOR/EXTERIOR,2022/06/02 07:00:00+00,HOME BASED,,236 858 7609,Work,,
530825.7511,5448670.2365,2410,00432213,,23283,MCKAY AVE,V2W 1B9,MAPLE RIDGE TOWING (1981) LTD,AUTOMOTIVE,AUTO TOWING & TRANSPORT WITH STORAGE FACILITIES,MOTOR VEHICLE TOWING & STORAGE,2021/12/29 08:00:00+00,COMMERCIAL,mapleridgetowing.ca,604 463 5146,Work,,
528652.0398,5452196.4208,2412,00441490,,22207,BROWN AVE,,ALOUETTE HEIGHTS,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,NON-PROFIT SUPPORTED HOUSING,2021/11/17 08:00:00+00,COMMERCIAL,,604 466 3031,Work,,
529195.5833,5451778.8549,2413,00458968,165,11900,HANEY PL,V2X 8R9,MAINLAND COMMUNICATIONS INC (BELL AUTHORIZED DEALER),COMPUTER & TECHNOLOGY SERVICES,TELECOMMUNICATIONS,TELECOMMUNICATIONS,2022/02/01 08:00:00+00,COMMERCIAL,,604 463 8736,Work,,
525564.7397,5451842.1141,2415,00434363,9,20691,LOUGHEED HWY,V2X 2P9,ALOUETTE CHIROPRACTIC,PROFESSIONAL SERVICES,CHIROPRACTOR,CHIROPRACTOR,2022/01/20 08:00:00+00,COMMERCIAL,,604 465 3040,Work,,
525666.0049,5451743.2189,2416,00434461,1,20718,LOUGHEED HWY,V2X 2R1,7-ELEVEN CANADA INC,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,ATM @ CONVENIENCE STORE,2022/03/01 08:00:00+00,COMMERCIAL,,604 460 6361,Work,,
531477.4874,5448666.5394,2417,00435224,,23549,LOUGHEED HWY,V2W 1B8,MARC'S OUTDOOR FURNITURE,MANUFACTURING,WOOD PRODUCTS,MANUFACTURING WOOD PRODUCTS,2021/12/31 08:00:00+00,COMMERCIAL,,604 319 5668,Work,,
529195.5833,5451778.8549,2418,00435854,K79,11900,HANEY PL,V2X 8R9,AZAM CHANGIZPOUR ASHTIANY (LOTTO CENTRE),RETAIL,LOTTERY,LOTTERY BOOTH,2021/12/07 08:00:00+00,COMMERCIAL,,604 476 1818,Work,,
525504.2047,5451965.3933,2420,00458918,,20644,DEWDNEY TRUNK RD,V2X 3E5,MY GYM CHILDREN'S FITNESS CENTER,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,"FITNESS CLASSES - KIDS, MOM & ME, BIRTHDAY PARTIES",2021/12/06 08:00:00+00,COMMERCIAL,,604 465 1329,Work,,
536887.1279,5447706.6206,2421,00436984,,26275,98 AVE,V2W 1K3,1134530 B.C. LTD,PHOTOGRAPHY & FILM,FILM PRODUCTION,FILM LIAISON COMPANY (LOCATIONS),2022/01/14 08:00:00+00,HOME BASED,,604 418 6868,Work,,
,,2422,00435647,103,11952,224 ST,,LOTUS & LEMONGRASS GIFTS & DECOR,RETAIL,GIFT,GIFT & DECOR STORE,2022/02/07 08:00:00+00,COMMERCIAL,,604 477 8787,Work,,
528636.8987,5451860.5325,2423,00436337,,11916,222 ST,V2X 5V6,SUNSHINE CHILDREN'S CENTRE,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,CHILD CARE FACILITY,2022/01/05 08:00:00+00,COMMERCIAL,,604 580 2060,Work,,
524426.3751,5451112.0477,2424,00435442,2,20121,115A AVE,V2X 0Z3,C&S CENTRESTAGE DANCE,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",DANCE STUDIO,DANCE STUDIO,2021/12/16 08:00:00+00,COMMERCIAL,,604 465 6681,Work,,
529551.4505,5454664.8711,2425,00458995,,22673,132 AVE,V4R 2R2,DEEP ROOTS FAMILY FARM,AGRICULTURE,CROP FARMING,FARMING - FARM STAND,2022/01/06 08:00:00+00,COMMERCIAL,deeprootsfamilyfarm.ca,778 873 0938,Work,,
532250.3077,5450402.8946,2426,00436361,100,23980,KANAKA WAY,,IMAGINATION STATION CHILDCARE CENTRE LTD,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,GROUP DAYCARE/INFANT AND TODDLER CARE/PRESCHOOL,2022/01/21 08:00:00+00,COMMERCIAL,,604 467 7552,Work,,
524567.5056,5450715.2507,2427,00459137,14,20172,113B AVE,V2X 0Y9,BRUGMAN HOLDINGS DBA KITCHEN KINGS,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,WAREHOUSE / RESTAURANT EQUIPMENT,2022/05/26 07:00:00+00,COMMERCIAL,kitchenkings.ca,604 460 9066,Work,,
